('The rabbit is nice.', 'Fiona is big.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The bear attacks the dog.', 'Erin is slow.', False)
('The bear attacks the dog.', 'Erin is slow.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The snake is slow.', 'is slow.', False)
('The snake is slow.', 'is slow.', False)
('The crocodile is obese.', 'Cro is high.', False)
('The crocodile is obese.', 'Cro is fierce.', False)
('The squirrel is adorable.', 'Erin is kind.', False)
('The squirrel is adorable.', 'Erin is kind.', False)
('The snake needs the squirrel.', 'is needs.', False)
('The snake needs the squirrel.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The snake is awful.', 'is huge.', False)
('The snake is awful.', 'Erin is huge.', False)
('The rabbit is adorable.', 'Fiona is clever.', False)
('The rabbit is adorable.', 'is kind.', False)
('The leopard attacks the rabbit.', 'Erin is rough.', False)
('The leopard attacks the rabbit.', 'Erin is rough.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The crocodile is rough.', 'Erin is rough.', False)
('The crocodile is rough.', 'Erin is rough.', False)
('The lion is heavy.', 'Erin is rough.', False)
('The lion is heavy.', 'Erin is rough.', False)
('The rabbit is cute.', 'Alan is cute.', False)
('The rabbit is cute.', 'Erin is cute.', False)
('The crocodile visits the rabbit.', 'Erin is visits.', False)
('The crocodile visits the rabbit.', 'Erin is visits.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The dog is nice.', 'Fiona is chase.', False)
('The lion is reckless.', 'Erin is poor.', False)
('The lion is reckless.', 'Erin is poor.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'is obese.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The lion chases the mouse.', 'Erin is heavy.', False)
('The lion chases the mouse.', 'Erin is heavy.', False)
('The squirrel is nice.', 'is smart.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The lion is reckless.', 'Erin is lazy.', False)
('The lion is reckless.', 'Erin is lazy.', False)
('The crocodile is big.', 'Cro is bad.', False)
('The crocodile is big.', 'Cro is bad.', False)
('The hamster is lovely.', 'is fur.', False)
('The hamster is lovely.', 'is fur.', False)
('The lion sees the hamster.', 'Erin is sad.', False)
('The lion sees the hamster.', 'Erin is rough.', False)
('The squirrel is nice.', 'Fiona is   nice.', False)
('The squirrel is nice.', 'Fiona is nice.', False)
('The dinosaur is boring.', 'Erin is dull.', False)
('The dinosaur is boring.', 'Erin is dull.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The dinosaur visits the rabbit.', 'Erin is high.', False)
('The dinosaur visits the rabbit.', 'Erin is high.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The falcon is boring.', 'Fiona is dull.', False)
('The falcon is boring.', 'Fiona is dull.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The hamster is cute.', 'is nice.', False)
('The hamster is cute.', 'is nice.', False)
('The falcon likes the hamster.', 'Fiona is obese.', False)
('The falcon likes the hamster.', 'Fiona is obese.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The lion is dull.', 'Erin is dull.', False)
('The lion is dull.', 'Erin is dull.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Charlie is strong.', False)
('The rabbit is small.', 'Alan is small.', False)
('The rabbit is small.', 'Erin is small.', False)
('The lion needs the rabbit.', 'Erin is strong.', False)
('The lion needs the rabbit.', 'Erin is strong.', False)
('The rabbit is nice.', 'Alan is quiet.', False)
('The rabbit is nice.', 'Alan is quiet.', False)
('The wolf is boring.', 'is slow.', False)
('The wolf is boring.', 'is slow.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The hamster is adorable.', 'is clever.', False)
('The hamster is adorable.', 'is clever.', False)
('The wolf attacks the hamster.', 'Fiona is attacks.', False)
('The wolf attacks the hamster.', 'Fiona is attacks.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The cheetah is tired.', 'Erin is dull.', False)
('The cheetah is tired.', 'Erin is dull.', False)
('The tiger is fierce.', 'Erin is high.', False)
('The tiger is fierce.', 'Erin is high.', False)
('The dog is adorable.', 'Fiona is round.', False)
('The dog is adorable.', 'Fiona is round.', False)
('The cheetah attacks the dog.', 'Erin is attacks.', False)
('The cheetah attacks the dog.', 'Erin is attacks.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'is smart.', False)
('The cheetah is dull.', 'Erin is fierce.', False)
('The cheetah is dull.', 'Erin is fierce.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The mouse is cute.', 'Erin is chase.', False)
('The mouse is cute.', 'Erin is chase.', False)
('The cheetah sees the mouse.', 'Erin is fierce.', False)
('The cheetah sees the mouse.', 'Erin is fierce.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The bear is sleepy.', 'Erin is lazy.', False)
('The bear is sleepy.', 'Erin is lazy.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The rabbit is cute.', 'Alan is round.', False)
('The rabbit is cute.', 'Erin is round.', False)
('The bear needs the rabbit.', 'Erin is slow.', False)
('The bear needs the rabbit.', 'Erin is slow.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The bear is angry.', 'Erin is smart.', False)
('The bear is angry.', 'Erin is smart.', False)
('The bald eagle is fierce.', 'Charlie is obese.', False)
('The bald eagle is fierce.', 'Charlie is obese.', False)
('The cat is small.', 'Erin is smart.', False)
('The cat is small.', 'Erin is smart.', False)
('The bear sees the cat.', 'Erin is lazy.', False)
('The bear sees the cat.', 'Erin is lazy.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The lion is strong.', 'Erin is strong.', False)
('The lion is strong.', 'Erin is strong.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is quiet.', False)
('The dinosaur visits the hamster.', 'Erin is visits.', False)
('The dinosaur visits the hamster.', 'Erin is visits.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The cat is lovely.', 'Erin is kind.', False)
('The cat is lovely.', 'Erin is kind.', False)
('The lion likes the cat.', 'Erin is lazy.', False)
('The lion likes the cat.', 'Erin is big.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The bald eagle visits the dog.', 'Charlie is visits visits visits visits visits visits visits visits visit is visits.', False)
('The bald eagle visits the dog.', 'Charlie is visits visits visits visits visits visits visits visits visit is visits.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bald eagle is sleepy.', 'Erin is bad.', False)
('The bald eagle is sleepy.', 'Erin is bad.', False)
('The bear is awful.', 'Erin is strong.', False)
('The bear is awful.', 'Erin is strong.', False)
('The rabbit is beautiful.', 'is kind.', False)
('The rabbit is beautiful.', 'is kind.', False)
('The bald eagle attacks the rabbit.', 'Erin is attacks.', False)
('The bald eagle attacks the rabbit.', 'Erin is attacks.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The dog is nice.', 'Fiona is reckless.', False)
('The crocodile is sleepy.', 'Erin is slow.', False)
('The crocodile is sleepy.', 'Erin is slow.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The squirrel is small.', 'Fiona is small.', False)
('The squirrel is small.', 'Fiona is small.', False)
('The crocodile likes the squirrel.', 'Erin is heavy.', False)
('The crocodile likes the squirrel.', 'Erin is heavy.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The tiger is dull.', 'Erin is dull.', False)
('The tiger is dull.', 'Erin is dull.', False)
('The wolf is obese.', 'is high.', False)
('The wolf is obese.', 'is high.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The tiger sees the dog.', 'Erin is dull.', False)
('The tiger sees the dog.', 'Erin is dull.', False)
('The hamster is nice.', 'is visit.', False)
('The hamster is nice.', 'is visits visit is visit.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The cheetah is fierce.', 'Erin is imperfect.', False)
('The cheetah is fierce.', 'Erin is imperfect.', False)
('The rabbit is adorable.', 'Fiona is sad.', False)
('The rabbit is adorable.', 'Fiona is sad.', False)
('The leopard visits the rabbit.', 'Charlie is visits visits visits visits high.', False)
('The leopard visits the rabbit.', 'Charlie is visits visits visits high.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'Erin is quiet.', False)
('The bald eagle is tired.', 'Charlie is dull.', False)
('The bald eagle is tired.', 'Charlie is dull.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The rabbit is beautiful.', 'Fiona is nice.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The bald eagle visits the rabbit.', 'Erin is high.', False)
('The bald eagle visits the rabbit.', 'Erin is high.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The bear is rough.', 'Erin is rough.', False)
('The bear is rough.', 'Erin is rough.', False)
('The bald eagle is obese.', 'Erin is fierce.', False)
('The bald eagle is obese.', 'Erin is fierce.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The bear chases the mouse.', 'Erin is chase.', False)
('The bear chases the mouse.', 'Erin is chase.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The wolf is angry.', 'is angry.', False)
('The wolf is angry.', 'is angry.', False)
('The cheetah is obese.', 'Erin is fierce.', False)
('The cheetah is obese.', 'Erin is fierce.', False)
('The cat is lovely.', 'Cat is sad.', False)
('The cat is lovely.', 'Cat is sad.', False)
('The wolf chases the cat.', 'is chase.', False)
('The wolf chases the cat.', 'is chase.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The wolf is heavy.', 'is heavy.', False)
('The wolf is heavy.', 'Charlie is heavy.', False)
('The squirrel is lovely.', 'Charlie is strong.', False)
('The squirrel is lovely.', 'Charlie is strong.', False)
('The falcon attacks the squirrel.', 'Fiona is lazy.', False)
('The falcon attacks the squirrel.', 'Fiona is lazy.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The tiger is angry.', 'Erin is poor.', False)
('The tiger is angry.', 'Erin is poor.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The rabbit is cute.', 'is nice.', False)
('The rabbit is cute.', 'is nice.', False)
('The tiger chases the rabbit.', 'Erin is chase.', False)
('The tiger chases the rabbit.', 'Erin is chase.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The crocodile is sleepy.', 'Erin is poor.', False)
('The crocodile is sleepy.', 'Erin is poor.', False)
('The bear is big.', 'Erin is big.', False)
('The bear is big.', 'Erin is big.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The rabbit is cute.', 'Erin is nice.', False)
('The crocodile sees the rabbit.', 'Cro is sad.', False)
('The crocodile sees the rabbit.', 'Cro is sad.', False)
('The squirrel is nice.', 'S is nice.', False)
('The squirrel is nice.', 'S is nice.', False)
('The tiger is tired.', 'Erin is sad.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is small.', False)
('The tiger sees the rabbit.', 'Erin is see see is see.', False)
('The tiger sees the rabbit.', 'Erin is see see see is see.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The wolf is reckless.', 'is strong.', False)
('The wolf is reckless.', 'is strong.', False)
('The bald eagle is fierce.', 'Erin is huge.', False)
('The bald eagle is fierce.', 'Erin is high.', False)
('The cat is beautiful.', 'Erin is quiet.', False)
('The cat is beautiful.', 'Erin is quiet.', False)
('The wolf chases the cat.', 'is chase.', False)
('The wolf chases the cat.', 'is chase.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Erin is kind.', False)
('The lion is sleepy.', 'Erin is slow.', False)
('The lion is sleepy.', 'Erin is slow.', False)
('The bald eagle is awful.', 'Charlie is strong.', False)
('The bald eagle is awful.', 'Charlie is strong.', False)
('The squirrel is funny.', 'Fiona is nice.', False)
('The squirrel is funny.', 'is kind.', False)
('The lion likes the squirrel.', 'Erin is strong.', False)
('The lion likes the squirrel.', 'Erin is strong.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The cheetah is fierce.', 'Erin is obese.', False)
('The cheetah is fierce.', 'Erin is obese.', False)
('The dog is lovely.', 'Fiona is sad.', False)
('The dog is lovely.', 'Fiona is sad.', False)
('The bear likes the dog.', 'Erin is strong.', False)
('The bear likes the dog.', 'Erin is strong.', False)
('The dog is nice.', 'Erin is smart.', False)
('The dog is nice.', 'Erin is smart.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The crocodile is strong.', 'Erin is dull.', False)
('The crocodile is strong.', 'Cro is dull.', False)
('The squirrel is cute.', 'Fiona is cute.', False)
('The squirrel is cute.', 'is nice.', False)
('The leopard needs the squirrel.', 'Charlie is dull.', False)
('The leopard needs the squirrel.', 'Charlie is heavy.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The crocodile is dull.', 'Erin is quiet.', False)
('The crocodile is dull.', 'Erin is quiet.', False)
('The cheetah is awful.', 'Erin is fierce.', False)
('The cheetah is awful.', 'Erin is fierce.', False)
('The cat is funny.', 'Erin is nice.', False)
('The cat is funny.', 'Erin is nice.', False)
('The crocodile likes the cat.', 'Cro is lazy.', False)
('The crocodile likes the cat.', 'Cro is lazy.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The crocodile is dull.', 'Erin is dull.', False)
('The crocodile is dull.', 'Erin is dull.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The crocodile chases the squirrel.', 'Erin is chase.', False)
('The crocodile chases the squirrel.', 'Erin is chase.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The bald eagle is reckless.', 'Erin is smart.', False)
('The bald eagle is reckless.', 'Erin is smart.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The leopard is obese.', 'Charlie is obese.', False)
('The hamster is furry.', 'is smart.', False)
('The hamster is furry.', 'is smart.', False)
('The bald eagle needs the hamster.', 'Erin is  smart.', False)
('The bald eagle needs the hamster.', 'Erin is  smart.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The wolf is slow.', 'is sad.', False)
('The wolf is slow.', 'is sad.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The wolf attacks the mouse.', 'Fiona is strong.', False)
('The wolf attacks the mouse.', 'Charlie is big.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'is obese.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Erin is nice.', False)
('The dinosaur attacks the dog.', 'Erin is attacks.', False)
('The dinosaur attacks the dog.', 'Erin is attacks.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The bear is sleepy.', 'Erin is sleep.', False)
('The cheetah is awful.', 'Erin is fierce.', False)
('The cheetah is awful.', 'Erin is fierce.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is quiet.', False)
('The bear needs the mouse.', 'Erin is strong.', False)
('The bear needs the mouse.', 'Erin is strong.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The leopard is angry.', 'Charlie is angry.', False)
('The leopard is angry.', 'Charlie is angry.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The leopard attacks the dog.', 'Charlie is attacks.', False)
('The leopard attacks the dog.', 'Charlie is attacks.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is  lazy.', False)
('The crocodile is heavy.', 'Cro is heavy.', False)
('The crocodile is heavy.', 'Cro is heavy.', False)
('The cat is lovely.', 'Cat is sad.', False)
('The cat is lovely.', 'Cat is sad.', False)
('The falcon sees the cat.', 'Fiona is see see see is see.', False)
('The falcon sees the cat.', 'Fiona is see see see is see.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The dinosaur is heavy.', 'Erin is heavy.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The tiger visits the dog.', 'Erin is visits.', False)
('The tiger visits the dog.', 'Erin is high.', False)
('The mouse is nice.', 'Erin is kind.', False)
('The mouse is nice.', 'Erin is kind.', False)
('The falcon is angry.', 'Fiona is poor.', False)
('The falcon is angry.', 'Fiona is poor.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The falcon attacks the dog.', 'Fiona is attacks.', False)
('The falcon attacks the dog.', 'Fiona is attacks.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The wolf is boring.', 'is bad.', False)
('The wolf is boring.', 'is bad.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is fur.', False)
('The wolf chases the hamster.', 'is chase.', False)
('The wolf chases the hamster.', 'is chase.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The bald eagle is dull.', 'Alan is poor.', False)
('The bald eagle is dull.', 'Erin is poor.', False)
('The wolf is awful.', 'is bad.', False)
('The wolf is awful.', 'is bad.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The bald eagle chases the dog.', 'Erin is chase.', False)
('The bald eagle chases the dog.', 'Erin is chase.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The rabbit is furry.', 'Erin is quiet.', False)
('The rabbit is furry.', 'Erin is quiet.', False)
('The wolf chases the rabbit.', 'Erin is chase.', False)
('The wolf chases the rabbit.', 'Erin is chase.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The tiger is reckless.', 'Erin is reckless.', False)
('The tiger is reckless.', 'Erin is reckless.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The mouse is adorable.', 'Erin is tiny.', False)
('The mouse is adorable.', 'Erin is tiny.', False)
('The tiger chases the mouse.', 'Erin is strong.', False)
('The tiger chases the mouse.', 'Erin is strong.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The cheetah is slow.', 'Erin is smart.', False)
('The cheetah is slow.', 'Erin is smart.', False)
('The crocodile is strong.', 'Cro is strong.', False)
('The crocodile is strong.', 'Cro is strong.', False)
('The dog is small.', 'Fiona is smart.', False)
('The dog is small.', 'Fiona is smart.', False)
('The cheetah chases the dog.', 'Erin is strong.', False)
('The cheetah chases the dog.', 'Erin is strong.', False)
('The cat is kind.', 'Charlie is kind.', False)
('The cat is kind.', 'Charlie is kind.', False)
('The leopard is rough.', 'Erin is lazy.', False)
('The leopard is rough.', 'Erin is strong.', False)
('The wolf is heavy.', 'Charlie is strong.', False)
('The wolf is heavy.', 'Charlie is strong.', False)
('The hamster is cute.', 'is nice.', False)
('The hamster is cute.', 'is nice.', False)
('The leopard visits the hamster.', 'Charlie is visits visits visits visit is visits.', False)
('The leopard visits the hamster.', 'Charlie is visits visits visits visits visit is visits.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The cheetah is tired.', 'Erin is dull.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The cat is lovely.', 'Cat is sad.', False)
('The cat is lovely.', 'Cat is sad.', False)
('The cheetah attacks the cat.', 'Erin is big.', False)
('The cheetah attacks the cat.', 'Erin is big.', False)
('The hamster is nice.', 'is smart.', False)
('The hamster is nice.', 'is smart.', False)
('The lion is rough.', 'Erin is rough.', False)
('The lion is rough.', 'Erin is rough.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The rabbit is furry.', 'is fur.', False)
('The rabbit is furry.', 'is fur.', False)
('The lion sees the rabbit.', 'Erin is rough.', False)
('The lion sees the rabbit.', 'Erin is rough.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The tiger is heavy.', 'Erin is sad.', False)
('The tiger is heavy.', 'Erin is quiet.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The mouse is cute.', 'Erin is sad.', False)
('The cheetah needs the mouse.', 'Erin is   needs needs needs n is   needs needs needs needs needs n', False)
('The cheetah needs the mouse.', 'Erin is     is     is   needs needs needs n', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The bear is tired.', 'Erin is tired.', False)
('The bear is tired.', 'Erin is tired.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The bear needs the mouse.', 'Erin is  needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The bear needs the mouse.', 'Erin is  needs needs needs needs needs needs needs needs needs needs needs bad.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The snake is angry.', 'is sad.', False)
('The snake is angry.', 'is sad.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The dog is beautiful.', 'Fiona is beautiful.', False)
('The dog is beautiful.', 'Erin is beautiful.', False)
('The snake needs the dog.', 'Erin is bad.', False)
('The snake needs the dog.', 'Erin is bad.', False)
('The squirrel is round.', 'is nice.', False)
('The squirrel is round.', 'Erin is nice.', False)
('The falcon is tired.', 'Fiona is nice.', False)
('The falcon is tired.', 'Fiona is nice.', False)
('The bear is fierce.', 'Erin is huge.', False)
('The bear is fierce.', 'Erin is huge.', False)
('The cat is beautiful.', 'Erin is round.', False)
('The cat is beautiful.', 'Erin is round.', False)
('The falcon attacks the cat.', 'Fiona is attack.', False)
('The falcon attacks the cat.', 'Fiona is attack.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'is round.', False)
('The snake is tired.', 'is tired.', False)
('The snake is tired.', 'is tired.', False)
('The tiger is awful.', 'Erin is sad.', False)
('The tiger is awful.', 'Erin is sad.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The snake sees the mouse.', 'is see.', False)
('The snake sees the mouse.', 'is see.', False)
('The squirrel is kind.', 'Fiona is kind.', False)
('The squirrel is kind.', 'Fiona is kind.', False)
('The leopard is sleepy.', 'Charlie is sad.', False)
('The leopard is sleepy.', 'Charlie is sleep.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The leopard attacks the mouse.', 'Charlie is bad.', False)
('The leopard attacks the mouse.', 'Charlie is bad.', False)
('The squirrel is nice.', 'S is smart.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The bald eagle is sleepy.', 'Erin is poor.', False)
('The bald eagle is sleepy.', 'Erin is poor.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The hamster is beautiful.', 'is nice.', False)
('The hamster is beautiful.', 'is nice.', False)
('The bald eagle chases the hamster.', 'Erin is heavy.', False)
('The bald eagle chases the hamster.', 'Erin is heavy.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The leopard is sleepy.', 'Charlie is slow.', False)
('The leopard is sleepy.', 'Charlie is slow.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The leopard sees the cat.', 'Charlie is see sad.', False)
('The leopard sees the cat.', 'Charlie is see sad.', False)
('The hamster is nice.', 'is small.', False)
('The hamster is nice.', 'is small.', False)
('The crocodile is boring.', 'Erin is sad.', False)
('The crocodile is boring.', 'Erin is sad.', False)
