('The cat is round.', 'The cat is round.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The dinosaur visits the mouse.', 'The dinosaur visits the mouse.', True)
('The dinosaur visits the mouse.', 'The dinosaur visits the mouse.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The wolf is big.', 'The wolf is big.', True)
('The wolf is big.', 'The wolf is big.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The leopard likes the dog.', 'The leopard likes the dog.', True)
('The leopard likes the dog.', 'The leopard likes the dog.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The mouse is furry.', 'The mouse is furry.', True)
('The mouse is furry.', 'The mouse is furry.', True)
('The wolf sees the mouse.', 'The wolf sees the mouse.', True)
('The wolf sees the mouse.', 'The wolf sees the mouse.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The snake is strong.', 'The snake is strong.', True)
('The snake is strong.', 'The snake is strong.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The bald eagle visits the cat.', 'The bald eagle visits the cat.', True)
('The bald eagle visits the cat.', 'The bald eagle visits the cat.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The snake is rough.', 'The snake is rough.', True)
('The snake is rough.', 'The snake is rough.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The snake chases the dog.', 'The snake chases the dog.', True)
('The snake chases the dog.', 'The snake chases the dog.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The falcon chases the rabbit.', 'The falcon chases the rabbit.', True)
('The falcon chases the rabbit.', 'The falcon chases the rabbit.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The lion is tired.', 'The lion is tired.', True)
('The lion is tired.', 'The lion is tired.', True)
('The bear is big.', 'The bear is big.', True)
('The bear is big.', 'The bear is big.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The lion chases the dog.', 'The lion chases the dog.', True)
('The lion chases the dog.', 'The lion chases the dog.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The wolf is reckless.', 'The wolf is reckless.', True)
('The wolf is reckless.', 'The wolf is reckless.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The wolf attacks the hamster.', 'The wolf attacks the hamster.', True)
('The wolf attacks the hamster.', 'The wolf attacks the hamster.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The lion is rough.', 'The lion is rough.', True)
('The lion is rough.', 'The lion is rough.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The lion attacks the dog.', 'The lion attacks the dog.', True)
('The lion attacks the dog.', 'The lion attacks the dog.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The leopard visits the hamster.', 'The leopard visits the hamster.', True)
('The leopard visits the hamster.', 'The leopard visits the hamster.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The crocodile is dull.', 'The crocodile is dull.', True)
('The crocodile is dull.', 'The crocodile is dull.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The crocodile likes the hamster.', 'The crocodile likes the hamster.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The lion is angry.', 'The lion is angry.', True)
('The lion is angry.', 'The lion is angry.', True)
('The bear is big.', 'The bear is big.', True)
('The bear is big.', 'The bear is big.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The lion chases the mouse.', 'The lion chases the mouse.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The bald eagle is sleepy.', 'The bald eagle is sleepy.', True)
('The bald eagle is sleepy.', 'The bald eagle is sleepy.', True)
('The bear is big.', 'The bear is big.', True)
('The bear is big.', 'The bear is big.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The bald eagle visits the dog.', 'The bald eagle visits the dog.', True)
('The bald eagle visits the dog.', 'The bald eagle visits the dog.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The lion visits the cat.', 'The lion visits the cat.', True)
('The lion visits the cat.', 'The lion visits the cat.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The lion needs the mouse.', 'The lion needs the mouse.', True)
('The lion needs the mouse.', 'The lion needs the mouse.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The cheetah attacks the dog.', 'The cheetah attacks the dog.', True)
('The cheetah attacks the dog.', 'The cheetah attacks the dog.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The bald eagle is lazy.', 'The bald eagle is lazy.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The bald eagle chases the rabbit.', 'The bald eagle chases the rabbit.', True)
('The bald eagle chases the rabbit.', 'The bald eagle chases the rabbit.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The tiger is angry.', 'The tiger is angry.', True)
('The tiger is angry.', 'The tiger is angry.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The tiger needs the mouse.', 'The tiger needs the mouse.', True)
('The tiger needs the mouse.', 'The tiger needs the mouse.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The tiger is angry.', 'The tiger is angry.', True)
('The tiger is angry.', 'The tiger is angry.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The tiger sees the squirrel.', 'The tiger sees the squirrel.', True)
('The tiger sees the squirrel.', 'The tiger sees the squirrel.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The snake is boring.', 'The snake is boring.', True)
('The snake is boring.', 'The snake is boring.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The leopard is strong.', 'The leopard is strong.', True)
('The cat is beautiful.', 'The cat is adorable.', False)
('The cat is beautiful.', 'The cat is adorable.', False)
('The snake needs the cat.', 'The snake needs the cat.', True)
('The snake needs the cat.', 'The snake needs the cat.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The leopard visits the squirrel.', 'The leopard visits the squirrel.', True)
('The leopard visits the squirrel.', 'The leopard visits the squirrel.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The cat is adorable.', 'The cat is adorable.', True)
('The cat is adorable.', 'The cat is adorable.', True)
('The tiger attacks the cat.', 'The tiger attacks the cat.', True)
('The tiger attacks the cat.', 'The tiger attacks the cat.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The bear is boring.', 'The bear is boring.', True)
('The bear is boring.', 'The bear is boring.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The bear chases the squirrel.', 'The bear chases the squirrel.', True)
('The bear chases the squirrel.', 'The bear chases the squirrel.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The wolf sees the squirrel.', 'The wolf sees the squirrel.', True)
('The wolf sees the squirrel.', 'The wolf sees the squirrel.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The bear is slow.', 'The bear is slow.', True)
('The bear is slow.', 'The bear is slow.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The bear likes the cat.', 'The bear likes the cat.', True)
('The bear likes the cat.', 'The bear likes the cat.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The lion is strong.', 'The lion is strong.', True)
('The lion is strong.', 'The lion is strong.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The bald eagle visits the squirrel.', 'The bald eagle visits the squirrel.', True)
('The bald eagle visits the squirrel.', 'The bald eagle visits the squirrel.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The bear is slow.', 'The bear is slow.', True)
('The bear is slow.', 'The bear is slow.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The bear sees the rabbit.', 'The bear sees the rabbit.', True)
('The bear sees the rabbit.', 'The bear sees the rabbit.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The cheetah needs the hamster.', 'The cheetah needs the hamster.', True)
('The cheetah needs the hamster.', 'The cheetah needs the hamster.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The tiger is lazy.', 'The tiger is lazy.', True)
('The tiger is lazy.', 'The tiger is lazy.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The tiger needs the hamster.', 'The tiger needs the hamster.', True)
('The tiger needs the hamster.', 'The tiger needs the hamster.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The wolf visits the squirrel.', 'The wolf visits the squirrel.', True)
('The wolf visits the squirrel.', 'The wolf visits the squirrel.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The bear is rough.', 'The bear is rough.', True)
('The bear is rough.', 'The bear is rough.', True)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The bear needs the hamster.', 'The bear needs the hamster.', True)
('The bear needs the hamster.', 'The bear needs the hamster.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dinosaur visits the dog.', 'The dinosaur visits the dog.', True)
('The dinosaur visits the dog.', 'The dinosaur visits the dog.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The lion is tired.', 'The lion is tired.', True)
('The lion is tired.', 'The lion is tired.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The lion attacks the rabbit.', 'The lion attacks the rabbit.', True)
('The lion attacks the rabbit.', 'The lion attacks the rabbit.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The bear likes the dog.', 'The bear likes the dog.', True)
('The bear likes the dog.', 'The bear likes the dog.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The snake is dull.', 'The snake is dull.', True)
('The snake is dull.', 'The snake is dull.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The snake needs the rabbit.', 'The snake needs the rabbit.', True)
('The snake needs the rabbit.', 'The snake needs the rabbit.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The dinosaur attacks the squirrel.', 'The dinosaur attacks the squirrel.', True)
('The dinosaur attacks the squirrel.', 'The dinosaur attacks the squirrel.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The snake is angry.', 'The snake is angry.', True)
('The snake is angry.', 'The snake is angry.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The snake needs the hamster.', 'The snake needs the hamster.', True)
('The snake needs the hamster.', 'The snake needs the hamster.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The dinosaur is dull.', 'The dinosaur is dull.', True)
('The dinosaur is dull.', 'The dinosaur is dull.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The dinosaur likes the mouse.', 'The dinosaur likes the mouse.', True)
('The dinosaur likes the mouse.', 'The dinosaur likes the mouse.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The wolf is big.', 'The wolf is big.', True)
('The wolf is big.', 'The wolf is big.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The leopard attacks the rabbit.', 'The leopard attacks the rabbit.', True)
('The leopard attacks the rabbit.', 'The leopard attacks the rabbit.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The lion is strong.', 'The lion is strong.', True)
('The lion is strong.', 'The lion is strong.', True)
('The dog is cute.', 'The dog is adorable.', False)
('The dog is cute.', 'The dog is cute.', True)
('The wolf attacks the dog.', 'The wolf attacks the dog.', True)
('The wolf attacks the dog.', 'The wolf attacks the dog.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The wolf is reckless.', 'The wolf is reckless.', True)
('The wolf is reckless.', 'The wolf is reckless.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The wolf chases the cat.', 'The wolf chases the cat.', True)
('The wolf chases the cat.', 'The wolf chases the cat.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The wolf is fierce.', 'The wolf is fierce.', True)
('The wolf is fierce.', 'The wolf is fierce.', True)
('The hamster is small.', 'The hamster is small.', True)
('The hamster is small.', 'The hamster is small.', True)
('The cheetah likes the hamster.', 'The cheetah likes the hamster.', True)
('The cheetah likes the hamster.', 'The cheetah likes the hamster.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The lion is boring.', 'The lion is boring.', True)
('The lion is boring.', 'The lion is boring.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The wolf attacks the cat.', 'The wolf attacks the cat.', True)
('The wolf attacks the cat.', 'The wolf attacks the cat.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The bear is heavy.', 'The bear is heavy.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The dinosaur likes the hamster.', 'The dinosaur likes the hamster.', True)
('The dinosaur likes the hamster.', 'The dinosaur likes the hamster.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The falcon sees the rabbit.', 'The falcon sees the rabbit.', True)
('The falcon sees the rabbit.', 'The falcon sees the rabbit.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The falcon visits the squirrel.', 'The falcon visits the squirrel.', True)
('The falcon visits the squirrel.', 'The falcon visits the squirrel.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The cheetah sees the squirrel.', 'The cheetah sees the squirrel.', True)
('The cheetah sees the squirrel.', 'The cheetah sees the squirrel.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The lion needs the mouse.', 'The lion needs the mouse.', True)
('The lion needs the mouse.', 'The lion needs the mouse.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The tiger chases the squirrel.', 'The tiger chases the squirrel.', True)
('The tiger chases the squirrel.', 'The tiger chases the squirrel.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The bear likes the cat.', 'The bear likes the cat.', True)
('The bear likes the cat.', 'The bear likes the cat.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The crocodile is rough.', 'The crocodile is rough.', True)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The crocodile needs the squirrel.', 'The crocodile needs the squirrel.', True)
('The crocodile needs the squirrel.', 'The crocodile needs the squirrel.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
