('The cat is round.', 'Charlie is quiet.', False)
('The tiger is lazy.', 'Gary is cat.', False)
('The leopard is awful.', 'Charlie is angry.', False)
('The leopard is awful.', 'Charlie is angry.', False)
('The cat is cute.', 'Charlie is kind.', False)
('The cat is cute.', 'Charlie is kind.', False)
('The tiger sees the cat.', 'Gary is huge.', False)
('The tiger sees the cat.', 'Gary is huge.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The snake is boring.', 'Anne is sad.', False)
('The snake is boring.', 'Anne is sad.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The cat is beautiful.', 'Cat is sad.', False)
('The cat is beautiful.', 'Cat is sad.', False)
('The snake chases the cat.', 'Anne is strong.', False)
('The snake chases the cat.', 'Anne is strong.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The bald eagle is lazy.', 'Erin is obese.', False)
('The bald eagle is lazy.', 'Erin is imperfect.', False)
('The lion is obese.', 'Fiona is heavy.', False)
('The lion is obese.', 'Harry is heavy.', False)
('The squirrel is beautiful.', 'Fiona is mouse.', False)
('The squirrel is beautiful.', 'Fiona is thin.', False)
('The bald eagle sees the squirrel.', 'Erin is imperfect.', False)
('The bald eagle sees the squirrel.', 'Erin is imperfect.', False)
('The squirrel is smart.', 'Charlie is huge.', False)
('The squirrel is smart.', 'Charlie is huge.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The falcon is awful.', 'Fiona is big.', False)
('The falcon is awful.', 'Fiona is big.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cat is kind.', 'Charlie is huge.', False)
('The cat is kind.', 'Cat is huge.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The bear is obese.', 'Bob is strong.', False)
('The bear is obese.', 'Bob is strong.', False)
('The mouse is small.', 'Charlie is mouse.', False)
('The mouse is small.', 'Erin is mouse.', False)
('The cheetah likes the mouse.', 'Che.', False)
('The cheetah likes the mouse.', 'Che.', False)
('The hamster is smart.', 'Harry is huge.', False)
('The hamster is smart.', 'Harry is little.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The bald eagle is awful.', 'Erin is heavy.', False)
('The bald eagle is awful.', 'Anne is heavy.', False)
('The dog is cute.', 'Fiona is small.', False)
('The dog is cute.', 'Fiona is small.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The dog is nice.', 'Fiona is dog.', False)
('The dog is nice.', 'Fiona is dog.', False)
('The leopard is reckless.', 'Charlie is quiet.', False)
('The leopard is reckless.', 'Charlie is quiet.', False)
('The wolf is heavy.', 'Fiona is angry.', False)
('The wolf is heavy.', 'Fiona is angry.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The mouse is funny.', 'Erin is mouse.', False)
('The leopard chases the mouse.', 'Charlie is heavy.', False)
('The leopard chases the mouse.', 'Charlie is heavy.', False)
('The hamster is smart.', 'Harry is obese.', False)
('The hamster is smart.', 'Harry is obese.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The tiger is heavy.', 'Gary is rabbit.', False)
('The tiger is heavy.', 'Gary is rabbit.', False)
('The rabbit is lovely.', 'Anne is small.', False)
('The rabbit is lovely.', 'Anne is small.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The snake is boring.', 'Anne is dull.', False)
('The snake is boring.', 'Anne is dull.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The mouse is cute.', 'Anne is obese.', False)
('The mouse is cute.', 'Charlie is obese.', False)
('The snake sees the mouse.', 'Anne is huge.', False)
('The snake sees the mouse.', 'Anne is huge.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The tiger is sleepy.', 'Gary is obese.', False)
('The tiger is sleepy.', 'Gary is obese.', False)
('The bald eagle is big.', 'Erin is strong.', False)
('The bald eagle is big.', 'Erin is strong.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The tiger visits the cat.', 'Gary is imperfect.', False)
('The tiger visits the cat.', 'Gary is imperfect.', False)
('The mouse is nice.', 'Anne is quiet.', False)
('The mouse is nice.', 'Anne is quiet.', False)
('The dinosaur is sleepy.', 'Dave is dull.', False)
('The dinosaur is sleepy.', 'Dave is dull.', False)
('The falcon is fierce.', 'Fiona is heavy.', False)
('The falcon is fierce.', 'Fiona is heavy.', False)
('The squirrel is adorable.', 'Charlie is round.', False)
('The squirrel is adorable.', 'Charlie is round.', False)
('The dinosaur likes the squirrel.', 'Dave is heavy.', False)
('The dinosaur likes the squirrel.', 'Dave is heavy.', False)
('The mouse is smart.', 'Anne is kind.', False)
('The mouse is smart.', 'Erin is kind.', False)
('The leopard is boring.', 'Charlie is sad.', False)
('The leopard is boring.', 'Charlie is sad.', False)
('The bald eagle is strong.', 'Anne is strong.', False)
('The bald eagle is strong.', 'Anne is strong.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The leopard sees the dog.', 'Charlie is bad.', False)
('The leopard sees the dog.', 'Charlie is bad.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The bald eagle is rough.', 'Erin is fierce.', False)
('The bald eagle is rough.', 'Erin is dull.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The falcon is fierce.', 'Fiona is huge.', False)
('The hamster is lovely.', 'Harry is fierce.', False)
('The hamster is lovely.', 'Harry is fierce.', False)
('The bald eagle visits the hamster.', 'Erin is fierce.', False)
('The bald eagle visits the hamster.', 'Erin is fierce.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The wolf is dull.', 'Fiona is dog.', False)
('The wolf is dull.', 'Fiona is dog.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The dog is lovely.', 'Fiona is clever.', False)
('The dog is lovely.', 'Fiona is clever.', False)
('The wolf chases the dog.', 'Fiona is strong.', False)
('The wolf chases the dog.', 'Fiona is strong.', False)
('The squirrel is kind.', 'Charlie is little.', False)
('The squirrel is kind.', 'Charlie is bad.', False)
('The snake is reckless.', 'Anne is bad.', False)
('The snake is reckless.', 'Anne is bad.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The snake visits the hamster.', 'Anne is heavy.', False)
('The snake visits the hamster.', 'Anne is heavy.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The bear is angry.', 'Bob is obese.', False)
('The bear is angry.', 'Bob is obese.', False)
('The lion is heavy.', 'Fiona is heavy.', False)
('The lion is heavy.', 'Fiona is heavy.', False)
('The dog is adorable.', 'Fiona is obese.', False)
('The dog is adorable.', 'Charlie is obese.', False)
('The bear likes the dog.', 'Bob is heavy.', False)
('The bear likes the dog.', 'Bob is heavy.', False)
('The cat is round.', 'Charlie is smart.', False)
('The cat is round.', 'Charlie is smart.', False)
('The snake is angry.', 'Anne is sad.', False)
('The snake is angry.', 'Anne is sad.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The mouse is lovely.', 'Erin is nice.', False)
('The mouse is lovely.', 'Erin is nice.', False)
('The snake needs the mouse.', 'Anne is strong.', False)
('The snake needs the mouse.', 'Anne is strong.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The bear is tired.', 'Bob is bad.', False)
('The bear is tired.', 'Bob is bad.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The hamster is beautiful.', 'Erin is little.', False)
('The hamster is beautiful.', 'Erin is little.', False)
('The bear likes the hamster.', 'Bob is bad.', False)
('The bear likes the hamster.', 'Bob is bad.', False)
('The dog is nice.', 'Charlie is quiet.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The dinosaur is lazy.', 'Dave is fierce.', False)
('The dinosaur is lazy.', 'Dave is fierce.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The leopard is fierce.', 'Charlie is strong.', False)
('The rabbit is adorable.', 'Anne is kind.', False)
('The rabbit is adorable.', 'Anne is kind.', False)
('The dinosaur likes the rabbit.', 'Dave is fierce.', False)
('The dinosaur likes the rabbit.', 'Dave is fierce.', False)
('The rabbit is quiet.', 'Anne is smart.', False)
('The rabbit is quiet.', 'Anne is smart.', False)
('The leopard is reckless.', 'Charlie is dull.', False)
('The leopard is reckless.', 'Charlie is dull.', False)
('The dinosaur is fierce.', 'Dave is strong.', False)
('The dinosaur is fierce.', 'Dave is strong.', False)
('The dog is cute.', 'Charlie is dull.', False)
('The dog is cute.', 'Charlie is dull.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The dinosaur is slow.', 'Dave is obese.', False)
('The dinosaur is slow.', 'Dave is obese.', False)
('The bald eagle is big.', 'Anne is big.', False)
('The bald eagle is big.', 'Anne is big.', False)
('The mouse is adorable.', 'Erin is mouse.', False)
('The mouse is adorable.', 'Erin is mouse.', False)
('The dinosaur visits the mouse.', 'Dave is imperfect.', False)
('The dinosaur visits the mouse.', 'Dave is imperfect.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The lion is angry.', 'Bob is bad.', False)
('The lion is angry.', 'Bob is bad.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The dog is adorable.', 'Charlie is quiet.', False)
('The dog is adorable.', 'Fiona is quiet.', False)
('The lion sees the dog.', 'Alan is bad.', False)
('The lion sees the dog.', 'Bob is bad.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The bear is tired.', 'Bob is sad.', False)
('The bear is tired.', 'Bob is sad.', False)
('The snake is strong.', 'Anne is sad.', False)
('The snake is strong.', 'Anne is sad.', False)
('The rabbit is adorable.', 'Anne is quiet.', False)
('The rabbit is adorable.', 'Anne is quiet.', False)
('The bear sees the rabbit.', 'Bob is sad.', False)
('The bear sees the rabbit.', 'Bob is sad.', False)
('The hamster is kind.', 'Harry isham.', False)
('The hamster is kind.', 'Harry isham.', False)
('The dinosaur is reckless.', 'Dave is dull.', False)
('The dinosaur is reckless.', 'Dave is dull.', False)
('The snake is obese.', 'Anne isham.', False)
('The snake is obese.', 'Anne isham.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The dinosaur sees the squirrel.', 'Dave is strong.', False)
('The dinosaur sees the squirrel.', 'Dave is strong.', False)
('The dog is smart.', 'Charlie is kind.', False)
('The dog is smart.', 'Charlie is quiet.', False)
('The wolf is angry.', 'Fiona is rough.', False)
('The wolf is angry.', 'Fiona is rough.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The mouse is adorable.', 'Anne is mouse.', False)
('The mouse is adorable.', 'Anne is mouse.', False)
('The wolf attacks the mouse.', 'Fiona is heavy.', False)
('The wolf attacks the mouse.', 'Fiona is heavy.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The crocodile is sleepy.', 'Erin is dull.', False)
('The crocodile is sleepy.', 'Erin is dull.', False)
('The dinosaur is awful.', 'Dave is dull.', False)
('The dinosaur is awful.', 'Dave is dull.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The crocodile chases the squirrel.', 'Erin is huge.', False)
('The crocodile chases the squirrel.', 'Erin is huge.', False)
('The cat is nice.', 'Charlie is wealthy.', False)
('The cat is nice.', 'Charlie is wealthy.', False)
('The wolf is rough.', 'Fiona is bad.', False)
('The wolf is rough.', 'Fiona is bad.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The dinosaur is big.', 'Dave is big.', False)
('The mouse is funny.', 'Anne is kind.', False)
('The mouse is funny.', 'Erin is kind.', False)
('The wolf sees the mouse.', 'Fiona is big.', False)
('The wolf sees the mouse.', 'Fiona is big.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The dinosaur is tired.', 'Dave is sad.', False)
('The dinosaur is tired.', 'Dave is sad.', False)
('The lion is big.', 'Alan is sad.', False)
('The lion is big.', 'Bob is poor.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The dinosaur likes the cat.', 'Dave is sad.', False)
('The dinosaur likes the cat.', 'Dave is sad.', False)
('The mouse is nice.', 'Erin is heavy.', False)
('The mouse is nice.', 'Erin is heavy.', False)
('The wolf is rough.', 'Fiona is bad.', False)
('The wolf is rough.', 'Fiona is bad.', False)
('The leopard is fierce.', 'Charlie is heavy.', False)
('The leopard is fierce.', 'Charlie is heavy.', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The wolf visits the dog.', 'Fiona is bad.', False)
('The wolf visits the dog.', 'Fiona is bad.', False)
('The squirrel is quiet.', 'Charlie is clever.', False)
('The squirrel is quiet.', 'Charlie is clever.', False)
('The snake is rough.', 'Anne is obese.', False)
('The snake is rough.', 'Anne is obese.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Che.', False)
('The mouse is lovely.', 'Anne is clever.', False)
('The mouse is lovely.', 'Erin is clever.', False)
('The snake likes the mouse.', 'Anne is obese.', False)
('The snake likes the mouse.', 'Anne is obese.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Erin is quiet.', False)
('The dinosaur is rough.', 'Dave is dull.', False)
('The dinosaur is rough.', 'Dave is dull.', False)
('The falcon is big.', 'Fiona is dull.', False)
('The falcon is big.', 'Fiona is dull.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The dinosaur chases the hamster.', 'Dave is huge.', False)
('The dinosaur chases the hamster.', 'Dave is huge.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The tiger is tired.', 'Gary is sad.', False)
('The tiger is tired.', 'Gary is sad.', False)
('The leopard is strong.', 'Charlie is sad.', False)
('The leopard is strong.', 'Charlie is sad.', False)
('The hamster is beautiful.', 'Erin is kind.', False)
('The hamster is beautiful.', 'Harry is kind.', False)
('The tiger likes the hamster.', 'Gary isham.', False)
('The tiger likes the hamster.', 'Gary isham.', False)
('The cat is round.', 'Charlie is wealthy.', False)
('The cat is round.', 'Charlie is obese.', False)
('The wolf is lazy.', 'Fiona isa isa isa isa isa isa isa', False)
('The wolf is lazy.', 'Fiona isa isa isa isa isa isa isa', False)
('The tiger is strong.', 'Gary is strong.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The mouse is funny.', 'Charlie is quiet.', False)
('The mouse is funny.', 'Erin is obese.', False)
('The wolf visits the mouse.', 'Fiona is strong.', False)
('The wolf visits the mouse.', 'Fiona is strong.', False)
('The hamster is smart.', 'Harry is nice.', False)
('The hamster is smart.', 'Harry is nice.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The dog is beautiful.', 'Charlie is quiet.', False)
('The dog is beautiful.', 'Charlie is quiet.', False)
('The falcon visits the dog.', 'Fiona is strong.', False)
('The falcon visits the dog.', 'Fiona is strong.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The falcon is lazy.', 'Fiona is rabbit.', False)
('The falcon is lazy.', 'Fiona is rabbit.', False)
('The snake is big.', 'Anne is rabbit.', False)
('The snake is big.', 'Anne is rabbit.', False)
('The rabbit is cute.', 'Anne is rabbit.', False)
('The rabbit is cute.', 'Anne is rabbit.', False)
('The falcon needs the rabbit.', 'Fiona is big.', False)
('The falcon needs the rabbit.', 'Fiona is huge.', False)
('The dog is smart.', 'Charlie is kind.', False)
('The dog is smart.', 'Charlie is obese.', False)
('The cheetah is boring.', 'Che.', False)
('The cheetah is boring.', 'Che.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The hamster is furry.', 'Harry is obese.', False)
('The cheetah visits the hamster.', 'Che.', False)
('The cheetah visits the hamster.', 'Che.', False)
('The squirrel is smart.', 'Charlie is kind.', False)
('The squirrel is smart.', 'Charlie is kind.', False)
('The tiger is tired.', 'Gary is poor.', False)
('The tiger is tired.', 'Gary is poor.', False)
('The lion is obese.', 'Alan is huge.', False)
('The lion is obese.', 'Alan is huge.', False)
('The mouse is small.', 'Charlie is clever.', False)
('The mouse is small.', 'Erin is sad.', False)
('The tiger sees the mouse.', 'Fiona is huge.', False)
('The tiger sees the mouse.', 'Fiona is huge.', False)
('The rabbit is kind.', 'Anne is small.', False)
('The rabbit is kind.', 'Anne is small.', False)
('The bear is slow.', 'Bob is little.', False)
('The bear is slow.', 'Bob is little.', False)
('The crocodile is strong.', 'Erin is dull.', False)
('The crocodile is strong.', 'Erin is dull.', False)
('The dog is adorable.', 'Charlie is dull.', False)
('The dog is adorable.', 'Charlie is dull.', False)
('The bear chases the dog.', 'Bob is strong.', False)
('The bear chases the dog.', 'Bob is strong.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The snake is boring.', 'Anne is dull.', False)
('The snake is boring.', 'Anne is dull.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The wolf is fierce.', 'Fiona is huge.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The cat is adorable.', 'Charlie is sad.', False)
('The snake needs the cat.', 'Anne is huge.', False)
('The snake needs the cat.', 'Anne is huge.', False)
('The mouse is round.', 'Anne is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The lion is boring.', 'Alan is dog.', False)
('The lion is boring.', 'Alan is dog.', False)
('The wolf is heavy.', 'Fiona is dog.', False)
('The wolf is heavy.', 'Fiona is dog.', False)
('The dog is cute.', 'Fiona is small.', False)
('The dog is cute.', 'Fiona is small.', False)
('The lion sees the dog.', 'Fiona is heavy.', False)
('The lion sees the dog.', 'Bob is heavy.', False)
('The hamster is smart.', 'Harry isham.', False)
('The hamster is smart.', 'Harry isham.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The mouse is furry.', 'Erin is quiet.', False)
('The mouse is furry.', 'Erin is quiet.', False)
('The dinosaur visits the mouse.', 'Dave is huge.', False)
('The dinosaur visits the mouse.', 'Dave is huge.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The crocodile is reckless.', 'Charlie is dull.', False)
('The crocodile is reckless.', 'Charlie is dull.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The bald eagle is awful.', 'Anne is huge.', False)
('The cat is beautiful.', 'Charlie is clever.', False)
('The cat is beautiful.', 'Charlie is clever.', False)
('The crocodile chases the cat.', 'Erin is huge.', False)
('The crocodile chases the cat.', 'Erin is huge.', False)
('The mouse is nice.', 'Anne is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The tiger is slow.', 'Gary is sad.', False)
('The tiger is slow.', 'Gary is sad.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The tiger attacks the rabbit.', 'Gary is strong.', False)
('The tiger attacks the rabbit.', 'Gary is strong.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The snake is boring.', 'Anne is fierce.', False)
('The snake is boring.', 'Anne is fierce.', False)
('The lion is fierce.', 'Anne is heavy.', False)
('The lion is fierce.', 'Fiona is heavy.', False)
('The dog is small.', 'Charlie is clever.', False)
('The dog is small.', 'Fiona is clever.', False)
('The snake needs the dog.', 'Anne is fierce.', False)
('The snake needs the dog.', 'Anne is fierce.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The tiger is slow.', 'Gary is bad.', False)
('The tiger is slow.', 'Gary is bad.', False)
('The lion is awful.', 'Anne is big.', False)
('The lion is awful.', 'Fiona is big.', False)
('The dog is small.', 'Fiona is kind.', False)
('The dog is small.', 'Fiona is kind.', False)
('The tiger needs the dog.', 'Gary is big.', False)
('The tiger needs the dog.', 'Gary is heavy.', False)
('The cat is round.', 'Charlie is kind.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The lion is heavy.', 'Fiona is huge.', False)
('The lion is heavy.', 'Fiona is huge.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The hamster is funny.', 'Harry is obese.', False)
('The cheetah visits the hamster.', 'Che.', False)
('The cheetah visits the hamster.', 'Che.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The bald eagle is sleepy.', 'Erin is sad.', False)
('The bald eagle is sleepy.', 'Erin is sad.', False)
('The snake is obese.', 'Anne is strong.', False)
('The snake is obese.', 'Anne is strong.', False)
('The squirrel is cute.', 'Fiona is obese.', False)
('The squirrel is cute.', 'Charlie is obese.', False)
('The bald eagle chases the squirrel.', 'Erin is imperfect.', False)
('The bald eagle chases the squirrel.', 'Erin is imperfect.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The snake is angry.', 'Anne is bad.', False)
('The snake is angry.', 'Anne is bad.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The cat is funny.', 'Charlie is nice.', False)
('The cat is funny.', 'Charlie is kind.', False)
('The snake needs the cat.', 'Anne is heavy.', False)
('The snake needs the cat.', 'Anne is heavy.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The falcon is boring.', 'Fiona is obese.', False)
('The falcon is boring.', 'Fiona is obese.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The dog is funny.', 'Fiona is obese.', False)
('The dog is funny.', 'Charlie is obese.', False)
('The falcon visits the dog.', 'Fiona is imperfect.', False)
('The falcon visits the dog.', 'Fiona is imperfect.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The snake is tired.', 'Anne is bad.', False)
('The snake is tired.', 'Anne is bad.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The snake likes the squirrel.', 'Anne is bad.', False)
('The snake likes the squirrel.', 'Anne is bad.', False)
('The hamster is kind.', 'Harry is huge.', False)
('The hamster is kind.', 'Harry is huge.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The crocodile is big.', 'Erin is heavy.', False)
('The crocodile is big.', 'Erin is huge.', False)
('The squirrel is adorable.', 'Fiona is squirrel.', False)
('The squirrel is adorable.', 'Fiona is squirrel.', False)
('The cheetah needs the squirrel.', 'Che.', False)
('The cheetah needs the squirrel.', 'Che.', False)
('The cat is kind.', 'Charlie is obese.', False)
('The cat is kind.', 'Charlie is obese.', False)
('The crocodile is reckless.', 'Erin is sad.', False)
('The crocodile is reckless.', 'Erin is dull.', False)
('The lion is obese.', 'Alan is sad.', False)
('The lion is obese.', 'Alan is sad.', False)
('The dog is lovely.', 'Fiona is dog.', False)
('The dog is lovely.', 'Fiona is dog.', False)
('The crocodile attacks the dog.', 'Erin is huge.', False)
('The crocodile attacks the dog.', 'Erin is huge.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The dinosaur is tired.', 'Dave is squirrel.', False)
('The dinosaur is tired.', 'Dave is squirrel.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The mouse is lovely.', 'Charlie is nice.', False)
('The mouse is lovely.', 'Erin is quiet.', False)
('The dinosaur visits the mouse.', 'Dave is huge.', False)
('The dinosaur visits the mouse.', 'Dave is huge.', False)
('The hamster is nice.', 'Harry is kind.', False)
('The hamster is nice.', 'Harry is kind.', False)
('The leopard is angry.', 'Charlie is dog.', False)
('The leopard is angry.', 'Charlie is dog.', False)
('The wolf is big.', 'Fiona is big.', False)
('The wolf is big.', 'Fiona is big.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The leopard likes the dog.', 'Charlie is big.', False)
('The leopard likes the dog.', 'Charlie is big.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The wolf is boring.', 'Fiona is bad.', False)
('The wolf is boring.', 'Fiona is bad.', False)
('The falcon is big.', 'Fiona is strong.', False)
('The falcon is big.', 'Fiona is strong.', False)
('The mouse is furry.', 'Erin is clever.', False)
('The mouse is furry.', 'Erin is clever.', False)
('The wolf sees the mouse.', 'Fiona is bad.', False)
('The wolf sees the mouse.', 'Fiona is bad.', False)
('The hamster is quiet.', 'Harry isham.', False)
('The hamster is quiet.', 'Harry isham.', False)
('The bald eagle is lazy.', 'Erin is a.', False)
('The bald eagle is lazy.', 'Erin is a.', False)
('The snake is strong.', 'Anne isham.', False)
('The snake is strong.', 'Anne isham.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The cat is lovely.', 'Charlie is obese.', False)
('The bald eagle visits the cat.', 'Erin isham.', False)
('The bald eagle visits the cat.', 'Erin isham.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The snake is rough.', 'Anne is fal.', False)
('The snake is rough.', 'Anne is fal.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The snake chases the dog.', 'Anne is fal.', False)
('The snake chases the dog.', 'Anne is fal.', False)
('The mouse is kind.', 'Anne is quiet.', False)
('The mouse is kind.', 'Anne is quiet.', False)
('The falcon is reckless.', 'Fiona is sad.', False)
('The falcon is reckless.', 'Fiona is imperfect.', False)
('The crocodile is obese.', 'Erin is strong.', False)
