('The cat is smart.', 'Erin is smart.', False)
('The cat is beautiful.', 'Cat is chase.', False)
('The cat is beautiful.', 'Cat is sad.', False)
('The bald eagle attacks the cat.', 'Erin is attacks.', False)
('The bald eagle attacks the cat.', 'Erin is attacks.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The tiger is tired.', 'Erin is poor.', False)
('The tiger is tired.', 'Erin is sad.', False)
('The wolf is fierce.', 'Erin is huge.', False)
('The wolf is fierce.', 'Erin is huge.', False)
('The hamster is adorable.', 'is fur.', False)
('The hamster is adorable.', 'is quiet.', False)
('The tiger visits the hamster.', 'Erin is visits.', False)
('The tiger visits the hamster.', 'Erin is visits.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The bald eagle is strong.', 'Erin is strong.', False)
('The bald eagle is strong.', 'Erin is strong.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is fur.', False)
('The cheetah attacks the hamster.', 'Erin is slow.', False)
('The cheetah attacks the hamster.', 'Erin is slow.', False)
('The cat is round.', 'Cat is round.', False)
('The cat is round.', 'Charlie is round.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The falcon is obese.', 'Fiona is huge.', False)
('The falcon is obese.', 'Fiona is huge.', False)
('The hamster is small.', 'is small.', False)
('The hamster is small.', 'is small.', False)
('The tiger needs the hamster.', 'Erin is need.', False)
('The tiger needs the hamster.', 'Erin is clever.', False)
('The cat is nice.', 'Charlie is reckless.', False)
('The cat is nice.', 'Charlie is reckless.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The leopard is awful.', 'Erin is bad.', False)
('The leopard is awful.', 'Erin is bad.', False)
('The hamster is cute.', 'is nice.', False)
('The hamster is cute.', 'is nice.', False)
('The tiger attacks the hamster.', 'Erin is bad.', False)
('The tiger attacks the hamster.', 'Erin is bad.', False)
('The squirrel is kind.', 'is kind.', False)
('The squirrel is kind.', 'is kind.', False)
('The tiger is boring.', 'Erin is dull.', False)
('The tiger is boring.', 'Erin is dull.', False)
('The falcon is awful.', 'Fiona is obese.', False)
('The falcon is awful.', 'Fiona is obese.', False)
('The hamster is cute.', 'is kind.', False)
('The hamster is cute.', 'is kind.', False)
('The tiger sees the hamster.', 'Erin is see see is see.', False)
('The tiger sees the hamster.', 'Erin is see see is see.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The rabbit is lovely.', 'Fiona is chase.', False)
('The rabbit is lovely.', 'Fiona is chase.', False)
('The dinosaur chases the rabbit.', 'Erin is chase.', False)
('The dinosaur chases the rabbit.', 'Erin is chase.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The lion is tired.', 'Erin is tired.', False)
('The lion is tired.', 'Erin is tired.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is smart.', False)
('The lion chases the cat.', 'Erin is chase.', False)
('The lion chases the cat.', 'Erin is big.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The lion is strong.', 'Erin is tired.', False)
('The lion is strong.', 'Erin is tired.', False)
('The hamster is lovely.', 'Erin is strong.', False)
('The hamster is lovely.', 'Erin is strong.', False)
('The leopard chases the hamster.', 'Charlie is strong.', False)
('The leopard chases the hamster.', 'Charlie is strong.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The dinosaur is reckless.', 'Erin is reckless.', False)
('The dinosaur is reckless.', 'Erin is reckless.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dinosaur visits the dog.', 'Erin is visits.', False)
('The dinosaur visits the dog.', 'Erin is visits.', False)
('The squirrel is nice.', 'is nice.', False)
('The squirrel is nice.', 'is nice.', False)
('The dinosaur is lazy.', 'Erin is strong.', False)
('The dinosaur is lazy.', 'Erin is strong.', False)
('The bald eagle is awful.', 'Charlie is bad.', False)
('The bald eagle is awful.', 'Charlie is bad.', False)
('The rabbit is adorable.', 'Fiona is sad.', False)
('The rabbit is adorable.', 'Fiona is sad.', False)
('The dinosaur likes the rabbit.', 'Erin is strong.', False)
('The dinosaur likes the rabbit.', 'Erin is strong.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The leopard attacks the cat.', 'Charlie is lazy.', False)
('The leopard attacks the cat.', 'Charlie is lazy.', False)
('The dog is nice.', 'Fiona is nice.', False)
('The dog is nice.', 'Fiona is tired.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The rabbit is cute.', 'is cute.', False)
('The rabbit is cute.', 'is cute.', False)
('The dinosaur needs the rabbit.', 'Erin is tired.', False)
('The dinosaur needs the rabbit.', 'Erin is tired.', False)
('The squirrel is nice.', 'is nice.', False)
('The squirrel is nice.', 'is nice.', False)
('The leopard is angry.', 'Charlie is sad.', False)
('The leopard is angry.', 'Charlie is sad.', False)
('The wolf is awful.', 'is bad.', False)
('The wolf is awful.', 'is huge.', False)
('The rabbit is furry.', 'Charlie is fur.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The leopard attacks the rabbit.', 'Charlie is bad.', False)
('The leopard attacks the rabbit.', 'Charlie is bad.', False)
('The rabbit is nice.', 'is kind.', False)
('The rabbit is nice.', 'is visit is visit', False)
('The wolf is sleepy.', 'is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The tiger is obese.', 'Erin is high.', False)
('The tiger is obese.', 'Erin is high.', False)
('The squirrel is lovely.', 'Fiona is bad.', False)
('The squirrel is lovely.', 'Erin is sad.', False)
('The wolf sees the squirrel.', 'is obese.', False)
('The wolf sees the squirrel.', 'is bad.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The cheetah is tired.', 'Erin is sad.', False)
('The cheetah is tired.', 'Erin is sad.', False)
('The snake is heavy.', 'is heavy.', False)
('The snake is heavy.', 'is heavy.', False)
('The dog is beautiful.', 'Fiona is sad.', False)
('The dog is beautiful.', 'Fiona is sad.', False)
('The cheetah sees the dog.', 'Erin is heavy.', False)
('The cheetah sees the dog.', 'Erin is heavy.', False)
('The squirrel is smart.', 'Fiona is smart.', False)
('The squirrel is smart.', 'Fiona is smart.', False)
('The lion is tired.', 'Erin is tired.', False)
('The lion is tired.', 'Erin is tired.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The cat is cute.', 'Charlie is cute.', False)
('The cat is cute.', 'Charlie is cute.', False)
('The lion attacks the cat.', 'Erin is attacks.', False)
('The lion attacks the cat.', 'Erin is attacks.', False)
('The squirrel is kind.', 'S is kind.', False)
('The squirrel is kind.', 'S is kind.', False)
('The bald eagle is tired.', 'Charlie is dull.', False)
('The bald eagle is tired.', 'Charlie is dull.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The bald eagle needs the dog.', 'Erin is poor.', False)
('The bald eagle needs the dog.', 'Erin is poor.', False)
('The rabbit is nice.', 'is nice.', False)
('The rabbit is nice.', 'is nice.', False)
('The wolf is reckless.', 'Erin is reckless.', False)
('The wolf is reckless.', 'Erin is reckless.', False)
('The snake is strong.', 'is high.', False)
('The snake is strong.', 'is high.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The wolf attacks the mouse.', 'is reckless.', False)
('The wolf attacks the mouse.', 'is reckless.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The lion is awful.', 'Erin is huge.', False)
('The lion is awful.', 'Erin is huge.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cat is funny.', 'Erin is funny.', False)
('The falcon attacks the cat.', 'Fiona is attacks attacks attacks attacks strong.', False)
('The falcon attacks the cat.', 'Fiona is attacks attacks attacks attacks attacks attacks attacks attacks attacks attacks attacks attack.', False)
('The rabbit is nice.', 'Alan is kind.', False)
('The rabbit is nice.', 'Alan is kind.', False)
('The lion is dull.', 'Erin is dull.', False)
('The lion is dull.', 'Erin is dull.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The lion attacks the mouse.', 'Erin is heavy.', False)
('The lion attacks the mouse.', 'Erin is heavy.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The cat is lovely.', 'Cat is fur.', False)
('The cat is lovely.', 'Charlie is fur.', False)
('The tiger likes the cat.', 'Erin is strong.', False)
('The tiger likes the cat.', 'Erin is strong.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The tiger is reckless.', 'Erin is slow.', False)
('The tiger is reckless.', 'Erin is slow.', False)
('The crocodile is fierce.', 'Cro is imperfect.', False)
('The crocodile is fierce.', 'Cro is imperfect.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The tiger sees the dog.', 'Erin is heavy.', False)
('The tiger sees the dog.', 'Erin is heavy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The cheetah is tired.', 'Erin is tired.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dog is adorable.', 'Fiona is round.', False)
('The dog is adorable.', 'Fiona is round.', False)
('The cheetah visits the dog.', 'Erin is tired.', False)
('The cheetah visits the dog.', 'Erin is tired.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The bald eagle is angry.', 'Charlie is angry.', False)
('The bald eagle is angry.', 'Charlie is angry.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is small.', False)
('The bald eagle sees the rabbit.', 'Charlie is see see is see.', False)
('The bald eagle sees the rabbit.', 'Erin is see see is see.', False)
('The rabbit is quiet.', 'Fiona is quiet.', False)
('The rabbit is quiet.', 'Fiona is quiet.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is obese.', False)
('The lion is strong.', 'Erin is obese.', False)
('The hamster is lovely.', 'is quiet.', False)
('The hamster is lovely.', 'is quiet.', False)
('The bear likes the hamster.', 'Erin is rough.', False)
('The bear likes the hamster.', 'Erin is rough.', False)
('The rabbit is quiet.', 'Erin is quiet.', False)
('The rabbit is quiet.', 'Erin is quiet.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The squirrel is small.', 'Erin is small.', False)
('The squirrel is small.', 'Erin is small.', False)
('The bald eagle visits the squirrel.', 'Erin is sad.', False)
('The bald eagle visits the squirrel.', 'Erin is sad.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is funny.', False)
('The crocodile is sleepy.', 'Erin is sleep.', False)
('The crocodile is sleepy.', 'Erin is sleep.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The crocodile needs the hamster.', 'Erin is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The crocodile needs the hamster.', 'Cro is needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs needs n', False)
('The squirrel is kind.', 'S is kind.', False)
('The squirrel is kind.', 'S is kind.', False)
('The leopard is sleepy.', 'Charlie is slow.', False)
('The leopard is sleepy.', 'Charlie is slow.', False)
('The lion is strong.', 'Erin is obese.', False)
('The lion is strong.', 'Erin is obese.', False)
('The dog is beautiful.', 'Fiona is sad.', False)
('The dog is beautiful.', 'Fiona is sad.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The leopard is boring.', 'Charlie is dull.', False)
('The leopard is boring.', 'Charlie is dull.', False)
('The cheetah is awful.', 'Erin is obese.', False)
('The cheetah is awful.', 'Erin is obese.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The leopard needs the dog.', 'Charlie is      is     is   ', False)
('The leopard needs the dog.', 'Charlie is   strong.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Fiona is round.', False)
('The crocodile is boring.', 'Erin is bad.', False)
('The crocodile is boring.', 'Erin is bad.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The cat is adorable.', 'Erin is clever.', False)
('The cat is adorable.', 'Erin is clever.', False)
('The crocodile attacks the cat.', 'Erin is attacks.', False)
('The crocodile attacks the cat.', 'Erin is heavy.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The bear is slow.', 'Erin is funny.', False)
('The bear is slow.', 'Erin is funny.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The hamster is funny.', 'is nice.', False)
('The hamster is funny.', 'is nice.', False)
('The bear sees the hamster.', 'Erin is see.', False)
('The bear sees the hamster.', 'Charlie is see see see is see.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The dinosaur is dull.', 'Erin is dull.', False)
('The tiger is strong.', 'Erin is obese.', False)
('The tiger is strong.', 'Erin is obese.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is quiet.', False)
('The dinosaur likes the hamster.', 'Erin is dull.', False)
('The dinosaur likes the hamster.', 'Erin is dull.', False)
('The rabbit is kind.', 'Erin is bad.', False)
('The rabbit is kind.', 'Erin is imperfect.', False)
('The dinosaur is lazy.', 'Erin is awful.', False)
('The dinosaur is lazy.', 'Erin is awful.', False)
('The lion is strong.', 'Erin is bad.', False)
('The lion is strong.', 'Erin is bad.', False)
('The cat is funny.', 'Erin is funny.', False)
('The cat is funny.', 'Erin is funny.', False)
('The dinosaur chases the cat.', 'Erin is chase.', False)
('The dinosaur chases the cat.', 'Erin is chase.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The bald eagle is lazy.', 'Erin is lazy.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is smart.', False)
('The bald eagle visits the mouse.', 'Erin is bad.', False)
('The bald eagle visits the mouse.', 'Charlie is bad.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The bald eagle is boring.', 'Charlie is slow.', False)
('The bald eagle is boring.', 'Charlie is slow.', False)
('The crocodile is strong.', 'Cro is strong.', False)
('The crocodile is strong.', 'Cro is slow.', False)
('The rabbit is lovely.', 'is smart.', False)
('The rabbit is lovely.', 'is smart.', False)
('The bald eagle sees the rabbit.', 'Charlie is slow.', False)
('The bald eagle sees the rabbit.', 'Charlie is slow.', False)
('The cat is nice.', 'Erin is clever.', False)
('The cat is nice.', 'Erin is clever.', False)
('The falcon is rough.', 'Fiona is lazy.', False)
('The falcon is rough.', 'Fiona is lazy.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The dog is adorable.', 'Fiona is clever.', False)
('The dog is adorable.', 'Erin is clever.', False)
('The falcon sees the dog.', 'Fiona is strong.', False)
('The falcon sees the dog.', 'Fiona is strong.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The rabbit is funny.', 'Alan is funny.', False)
('The rabbit is funny.', 'is funny.', False)
('The crocodile chases the rabbit.', 'Erin is big.', False)
('The crocodile chases the rabbit.', 'Erin is big.', False)
('The cat is nice.', 'Erin is nice.', False)
('The cat is nice.', 'Erin is nice.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dog is beautiful.', 'Fiona is beautiful.', False)
('The dog is beautiful.', 'Erin is nice.', False)
('The falcon chases the dog.', 'Fiona is chase.', False)
('The falcon chases the dog.', 'Fiona is big.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The lion is tired.', 'Erin is tired.', False)
('The lion is tired.', 'Erin is quiet.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The squirrel is lovely.', 'Fiona is quiet.', False)
('The squirrel is lovely.', 'Fiona is quiet.', False)
('The lion likes the squirrel.', 'Erin is lazy.', False)
('The lion likes the squirrel.', 'Erin is lazy.', False)
('The squirrel is smart.', 'is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The leopard is sleepy.', 'Charlie is sleep.', False)
('The leopard is sleepy.', 'Charlie is sleep.', False)
('The crocodile is big.', 'Cro is big.', False)
('The crocodile is big.', 'Cro is big.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The leopard attacks the mouse.', 'Charlie is strong.', False)
('The leopard attacks the mouse.', 'Charlie is bad.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The bald eagle is sleepy.', 'Erin is smart.', False)
('The bald eagle is sleepy.', 'Erin is smart.', False)
('The wolf is strong.', 'is obese.', False)
('The wolf is strong.', 'Erin is obese.', False)
('The cat is cute.', 'Charlie is cute.', False)
('The cat is cute.', 'Charlie is cute.', False)
('The bald eagle visits the cat.', 'Charlie is visits visits visits visits bad.', False)
('The bald eagle visits the cat.', 'Charlie is visits visits visits visit is visits.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The bear is rough.', 'Erin is rough.', False)
('The bear is rough.', 'Erin is rough.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The bear visits the cat.', 'Erin is slow.', False)
('The bear visits the cat.', 'Erin is slow.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Erin is kind.', False)
('The leopard is slow.', 'Erin is slow.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The cheetah is fierce.', 'Erin is high.', False)
('The cheetah is fierce.', 'Erin is high.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The leopard sees the mouse.', 'Charlie is see see is see.', False)
('The leopard sees the mouse.', 'Charlie is see see is see.', False)
('The squirrel is nice.', 'Fiona is small.', False)
('The squirrel is nice.', 'Fiona is small.', False)
('The snake is dull.', 'is slow.', False)
('The snake is dull.', 'is slow.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The dog is small.', 'Fiona is small.', False)
('The dog is small.', 'Fiona is small.', False)
('The snake attacks the dog.', 'is attacks.', False)
('The snake attacks the dog.', 'is attacks.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The crocodile is tired.', 'Erin is poor.', False)
('The crocodile is tired.', 'Erin is poor.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The crocodile visits the mouse.', 'Erin is visits visits visits visit is visits.', False)
('The crocodile visits the mouse.', 'Erin is visits high.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The wolf is reckless.', 'is poor.', False)
('The wolf is reckless.', 'is rough.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The dog is small.', 'Fiona is small.', False)
('The dog is small.', 'Fiona is small.', False)
('The wolf visits the dog.', 'Fiona is bad.', False)
('The wolf visits the dog.', 'Fiona is bad.', False)
('The squirrel is nice.', 'S is nice.', False)
('The squirrel is nice.', 'S is nice.', False)
('The cheetah is sleepy.', 'Erin is quiet.', False)
('The cheetah is sleepy.', 'Erin is quiet.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The hamster is furry.', 'is fur.', False)
('The hamster is furry.', 'is fur.', False)
('The cheetah needs the hamster.', 'Erin is slow.', False)
('The cheetah needs the hamster.', 'Erin is slow.', False)
('The squirrel is nice.', 'S is kind.', False)
('The squirrel is nice.', 'S is kind.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The bald eagle is strong.', 'Charlie is strong.', False)
('The bald eagle is strong.', 'Charlie is strong.', False)
('The hamster is small.', 'is quiet.', False)
('The hamster is small.', 'is small.', False)
('The cheetah visits the hamster.', 'Erin is sleep.', False)
('The cheetah visits the hamster.', 'Erin is sleep.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The cheetah is big.', 'Erin is lazy.', False)
('The cheetah is big.', 'Erin is lazy.', False)
('The squirrel is cute.', 'Fiona is cute.', False)
('The squirrel is cute.', 'Fiona is cute.', False)
('The leopard likes the squirrel.', 'Charlie is lazy.', False)
('The leopard likes the squirrel.', 'Charlie is lazy.', False)
('The hamster is nice.', 'is nice.', False)
('The hamster is nice.', 'is nice.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The wolf is big.', 'Fiona is big.', False)
('The wolf is big.', 'Charlie is big.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The lion sees the mouse.', 'Erin is sad.', False)
('The lion sees the mouse.', 'Erin is sad.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The dinosaur is angry.', 'Erin is quiet.', False)
('The dinosaur is angry.', 'Erin is kind.', False)
('The wolf is fierce.', 'is high.', False)
('The wolf is fierce.', 'is fierce.', False)
('The squirrel is lovely.', 'Fiona is kind.', False)
('The squirrel is lovely.', 'Fiona is kind.', False)
('The dinosaur needs the squirrel.', 'Erin is slow.', False)
('The dinosaur needs the squirrel.', 'Erin is slow.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The dinosaur is boring.', 'Erin is dull.', False)
('The dinosaur is boring.', 'Erin is dull.', False)
('The crocodile is big.', 'Erin is big.', False)
('The crocodile is big.', 'Erin is big.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dinosaur attacks the dog.', 'Erin is big.', False)
('The dinosaur attacks the dog.', 'Erin is big.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The wolf likes the mouse.', 'Charlie is big.', False)
('The wolf likes the mouse.', 'Charlie is big.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The dinosaur is sleepy.', 'Erin is lazy.', False)
('The dinosaur is sleepy.', 'Erin is lazy.', False)
('The falcon is strong.', 'Fiona is obese.', False)
('The falcon is strong.', 'Fiona is obese.', False)
('The cat is adorable.', 'Erin is cute.', False)
('The cat is adorable.', 'Erin is clever.', False)
('The dinosaur attacks the cat.', 'Erin is lazy.', False)
('The dinosaur attacks the cat.', 'Erin is lazy.', False)
('The mouse is nice.', 'Erin is visits visit', False)
('The mouse is nice.', 'Erin is visits visits visit.', False)
('The bear is boring.', 'Erin is dull.', False)
('The bear is boring.', 'Erin is dull.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The bear chases the squirrel.', 'Erin is chase.', False)
('The bear chases the squirrel.', 'Erin is strong.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The bear is strong.', 'Charlie is obese.', False)
('The bear is strong.', 'Charlie is obese.', False)
('The dog is lovely.', 'Fiona is sad.', False)
('The dog is lovely.', 'Fiona is sad.', False)
('The falcon sees the dog.', 'Fiona is strong.', False)
('The falcon sees the dog.', 'Fiona is strong.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The wolf is angry.', 'is angry.', False)
('The wolf is angry.', 'is angry.', False)
('The bald eagle is fierce.', 'Charlie is fierce.', False)
('The bald eagle is fierce.', 'Charlie is fierce.', False)
('The rabbit is funny.', 'is round.', False)
('The rabbit is funny.', 'is round.', False)
('The wolf sees the rabbit.', 'is bad.', False)
('The wolf sees the rabbit.', 'is bad.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The snake is reckless.', 'Erin is funny.', False)
('The snake is reckless.', 'Erin is funny.', False)
('The wolf is obese.', 'is obese.', False)
