('The dog is quiet.', 'Charlie is quiet.', False)
('The rabbit is round.', 'Anne is obese.', False)
('The bear is angry.', 'Bob is rough.', False)
('The bear is angry.', 'Bob is rough.', False)
('The lion is strong.', 'Alan is rough.', False)
('The lion is strong.', 'Bob is rough.', False)
('The squirrel is small.', 'Charlie is rough.', False)
('The squirrel is small.', 'Charlie is rough.', False)
('The bear attacks the squirrel.', 'Bob is huge.', False)
('The bear attacks the squirrel.', 'Bob is huge.', False)
('The hamster is round.', 'Harry is obese.', False)
('The hamster is round.', 'Harry is obese.', False)
('The wolf is tired.', 'Fiona is rabbit.', False)
('The wolf is tired.', 'Fiona is rabbit.', False)
('The crocodile is big.', 'Charlie is rabbit.', False)
('The crocodile is big.', 'Charlie is rabbit.', False)
('The rabbit is small.', 'Anne is obese.', False)
('The rabbit is small.', 'Anne is sad.', False)
('The wolf chases the rabbit.', 'Fiona is huge.', False)
('The wolf chases the rabbit.', 'Fiona is huge.', False)
('The mouse is kind.', 'Charlie is smart.', False)
('The mouse is kind.', 'Charlie is smart.', False)
('The tiger is sleepy.', 'Gary ische.', False)
('The tiger is sleepy.', 'Gary ische.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The dog is adorable.', 'Fiona is clever.', False)
('The dog is adorable.', 'Fiona is quiet.', False)
('The tiger visits the dog.', 'Gary ische.', False)
('The tiger visits the dog.', 'Gary ische.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The tiger is tired.', 'Gary is bad.', False)
('The tiger is tired.', 'Gary is bad.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The falcon is obese.', 'Fiona is heavy.', False)
('The dog is small.', 'Charlie is fierce.', False)
('The dog is small.', 'Charlie is fierce.', False)
('The tiger chases the dog.', 'Gary is heavy.', False)
('The tiger chases the dog.', 'Gary is heavy.', False)
('The hamster is nice.', 'Harry isham.', False)
('The hamster is nice.', 'Harry isham.', False)
('The falcon is dull.', 'Fiona is sad.', False)
('The falcon is dull.', 'Fiona is sad.', False)
('The lion is awful.', 'Fiona isham.', False)
('The lion is awful.', 'Bob isham.', False)
('The mouse is cute.', 'Anne is quiet.', False)
('The mouse is cute.', 'Erin is clever.', False)
('The falcon sees the mouse.', 'Fiona is huge.', False)
('The falcon sees the mouse.', 'Fiona is huge.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The leopard is sleepy.', 'Charlie is rabbit.', False)
('The leopard is sleepy.', 'Charlie is rabbit.', False)
('The bear is fierce.', 'Bob is rabbit.', False)
('The bear is fierce.', 'Bob is rabbit.', False)
('The rabbit is lovely.', 'Anne is little.', False)
('The rabbit is lovely.', 'Anne is thin.', False)
('The leopard sees the rabbit.', 'Charlie is huge.', False)
('The leopard sees the rabbit.', 'Charlie is huge.', False)
('The cat is round.', 'Charlie is nice.', False)
('The cat is round.', 'Charlie is nice.', False)
('The lion is dull.', 'Alan is bad.', False)
('The lion is dull.', 'Alan is bad.', False)
('The tiger is awful.', 'Fiona is huge.', False)
('The tiger is awful.', 'Gary is huge.', False)
('The rabbit is cute.', 'Anne is bad.', False)
('The rabbit is cute.', 'Anne is bad.', False)
('The lion attacks the rabbit.', 'Anne is huge.', False)
('The lion attacks the rabbit.', 'Harry is huge.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The tiger is rough.', 'Gary is imperfect.', False)
('The tiger is rough.', 'Gary is imperfect.', False)
('The lion is fierce.', 'Anne is big.', False)
('The lion is fierce.', 'Fiona is big.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The tiger chases the rabbit.', 'Gary is imperfect.', False)
('The tiger chases the rabbit.', 'Gary is imperfect.', False)
('The mouse is smart.', 'Charlie is kind.', False)
('The mouse is smart.', 'Charlie is quiet.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The crocodile is fierce.', 'Charlie iscro.', False)
('The crocodile is fierce.', 'Charlie iscro.', False)
('The dog is adorable.', 'Fiona is clever.', False)
('The dog is adorable.', 'Fiona is clever.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cheetah chases the dog.', 'Che.', False)
('The hamster is smart.', 'Erin is kind.', False)
('The hamster is smart.', 'Erin is kind.', False)
('The lion is reckless.', 'Alan is bad.', False)
('The lion is reckless.', 'Bob is bad.', False)
('The crocodile is obese.', 'Erin is big.', False)
('The crocodile is obese.', 'Erin is big.', False)
('The cat is furry.', 'Charlie is kind.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The lion visits the cat.', 'Fiona is big.', False)
('The lion visits the cat.', 'Bob is big.', False)
('The squirrel is round.', 'Charlie is smart.', False)
('The squirrel is round.', 'Charlie is smart.', False)
('The lion is dull.', 'Alan is obese.', False)
('The lion is dull.', 'Alan is obese.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The cat is furry.', 'Charlie is nice.', False)
('The cat is furry.', 'Charlie is sad.', False)
('The lion attacks the cat.', 'Alan is big.', False)
('The lion attacks the cat.', 'Alan is big.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The cheetah is dull.', 'Che.', False)
('The cheetah is dull.', 'Che.', False)
('The bear is strong.', 'Charlie is bad.', False)
('The bear is strong.', 'Bob is bad.', False)
('The mouse is adorable.', 'Charlie is mouse.', False)
('The mouse is adorable.', 'Charlie is mouse.', False)
('The cheetah visits the mouse.', 'Che.', False)
('The cheetah visits the mouse.', 'Che.', False)
('The rabbit is kind.', 'Anne is strong.', False)
('The rabbit is kind.', 'Anne is strong.', False)
('The tiger is tired.', 'Fiona is rough.', False)
('The tiger is tired.', 'Fiona is rough.', False)
('The crocodile is strong.', 'Charlie is strong.', False)
('The crocodile is strong.', 'Charlie is strong.', False)
('The mouse is beautiful.', 'Anne is short.', False)
('The mouse is beautiful.', 'Anne is short.', False)
('The tiger chases the mouse.', 'Gary is imperfect.', False)
('The tiger chases the mouse.', 'Gary is imperfect.', False)
('The cat is smart.', 'Charlie is big.', False)
('The cat is smart.', 'Charlie is big.', False)
('The bald eagle is angry.', 'Erin is awful.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The bald eagle needs the squirrel.', 'Anne is big.', False)
('The bald eagle needs the squirrel.', 'Anne is big.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The crocodile is rough.', 'Charlie is squirrel.', False)
('The crocodile is rough.', 'Charlie is squirrel.', False)
('The lion is fierce.', 'Alan is squirrel.', False)
('The lion is fierce.', 'Alan is squirrel.', False)
('The mouse is beautiful.', 'Erin is kind.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The crocodile needs the mouse.', 'Erin is heavy.', False)
('The crocodile needs the mouse.', 'Erin is heavy.', False)
('The hamster is kind.', 'Harry is obese.', False)
('The hamster is kind.', 'Harry is obese.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The tiger is strong.', 'Gary is dull.', False)
('The tiger is strong.', 'Gary is dull.', False)
('The cat is beautiful.', 'Charlie is obese.', False)
('The cat is beautiful.', 'Charlie is obese.', False)
('The cheetah sees the cat.', 'Che.', False)
('The cheetah sees the cat.', 'Che.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The bald eagle is angry.', 'Erin is fierce.', False)
('The bald eagle is angry.', 'Erin is fierce.', False)
('The bear is big.', 'Bob is big.', False)
('The bear is big.', 'Bob is big.', False)
('The mouse is beautiful.', 'Charlie is quiet.', False)
('The mouse is beautiful.', 'Charlie is quiet.', False)
('The bald eagle visits the mouse.', 'Erin is fierce.', False)
('The bald eagle visits the mouse.', 'Erin is fierce.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The dinosaur is angry.', 'Dave is quiet.', False)
('The dinosaur is angry.', 'Dave is quiet.', False)
('The bear is heavy.', 'Bob is sad.', False)
('The bear is heavy.', 'Bob is sad.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The dinosaur visits the rabbit.', 'Dave is sad.', False)
('The dinosaur visits the rabbit.', 'Dave is sad.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The squirrel is round.', 'Charlie is quiet.', False)
('The dinosaur is slow.', 'Dave is squirrel.', False)
('The dinosaur is slow.', 'Dave is squirrel.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The bald eagle is slow.', 'Erin is imperfect.', False)
('The bald eagle is slow.', 'Erin is imperfect.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The squirrel is lovely.', 'Charlie is obese.', False)
('The squirrel is lovely.', 'Charlie is obese.', False)
('The bald eagle likes the squirrel.', 'Erin is imperfect.', False)
('The bald eagle likes the squirrel.', 'Erin is imperfect.', False)
('The cat is round.', 'Charlie is nice.', False)
('The cat is round.', 'Charlie is nice.', False)
('The bear is lazy.', 'Bob is rough.', False)
('The bear is lazy.', 'Bob is rough.', False)
('The snake is fierce.', 'Anne is rough.', False)
('The snake is fierce.', 'Anne is rough.', False)
('The mouse is beautiful.', 'Charlie is rough.', False)
('The mouse is beautiful.', 'Erin is rough.', False)
('The bear sees the mouse.', 'Bob is huge.', False)
('The bear sees the mouse.', 'Bob is huge.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The wolf is tired.', 'Fiona is bad.', False)
('The wolf is tired.', 'Fiona is bad.', False)
('The lion is fierce.', 'Fiona is huge.', False)
('The lion is fierce.', 'Fiona is huge.', False)
('The cat is cute.', 'Charlie is little.', False)
('The cat is cute.', 'Charlie is little.', False)
('The wolf chases the cat.', 'Fiona is huge.', False)
('The wolf chases the cat.', 'Fiona is huge.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The bear is fierce.', 'Bob is dull.', False)
('The bear is fierce.', 'Bob is dull.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The cheetah needs the hamster.', 'Che.', False)
('The cheetah needs the hamster.', 'Che.', False)
('The mouse is nice.', 'Anne is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The leopard is lazy.', 'Charlie is sad.', False)
('The leopard is lazy.', 'Charlie is sad.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The rabbit is furry.', 'Anne is sad.', False)
('The leopard chases the rabbit.', 'Charlie is poor.', False)
('The leopard chases the rabbit.', 'Charlie is poor.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The bear is boring.', 'Bob is rabbit.', False)
('The bear is boring.', 'Bob is rabbit.', False)
('The leopard is big.', 'Charlie is rabbit.', False)
('The leopard is big.', 'Charlie is rabbit.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The rabbit is furry.', 'Anne is quiet.', False)
('The bear visits the rabbit.', 'Anne is huge.', False)
('The bear visits the rabbit.', 'Bob is huge.', False)
('The hamster is nice.', 'Erin is small.', False)
('The hamster is nice.', 'Erin is huge.', False)
('The leopard is tired.', 'Charlie is bad.', False)
('The leopard is tired.', 'Charlie is bad.', False)
('The wolf is awful.', 'Fiona is huge.', False)
('The wolf is awful.', 'Fiona is huge.', False)
('The rabbit is furry.', 'Anne is rabbit.', False)
('The rabbit is furry.', 'Anne is rabbit.', False)
('The leopard chases the rabbit.', 'Charlie is huge.', False)
('The leopard chases the rabbit.', 'Charlie is huge.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The leopard is rough.', 'Charlie is huge.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The snake is fierce.', 'Anne is huge.', False)
('The snake is fierce.', 'Anne is huge.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The leopard attacks the hamster.', 'Charlie is imperfect.', False)
('The leopard attacks the hamster.', 'Charlie is imperfect.', False)
('The mouse is nice.', 'Erin is small.', False)
('The mouse is nice.', 'Erin is small.', False)
('The crocodile is slow.', 'Charlie is sad.', False)
('The crocodile is slow.', 'Charlie is sad.', False)
('The snake is obese.', 'Anne is sad.', False)
('The snake is obese.', 'Anne is sad.', False)
('The squirrel is small.', 'Charlie is obese.', False)
('The squirrel is small.', 'Charlie is obese.', False)
('The crocodile attacks the squirrel.', 'Erin is huge.', False)
('The crocodile attacks the squirrel.', 'Erin is huge.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The squirrel is beautiful.', 'Charlie is clever.', False)
('The falcon sees the squirrel.', 'Fiona is bad.', False)
('The falcon sees the squirrel.', 'Fiona is bad.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The bear is boring.', 'Bob is dull.', False)
('The bear is boring.', 'Bob is dull.', False)
('The bald eagle is strong.', 'Bob is attacks.', False)
('The bald eagle is strong.', 'Anne is attacks.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The bear attacks the rabbit.', 'Bob is huge.', False)
('The bear attacks the rabbit.', 'Bob is huge.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The dinosaur is slow.', 'Dave is fierce.', False)
('The dinosaur is slow.', 'Dave is fierce.', False)
('The snake is fierce.', 'Anne is huge.', False)
('The snake is fierce.', 'Anne is huge.', False)
('The hamster is adorable.', 'Harry is clever.', False)
('The hamster is adorable.', 'Harry is quiet.', False)
('The dinosaur visits the hamster.', 'Dave is imperfect.', False)
('The dinosaur visits the hamster.', 'Dave is imperfect.', False)
('The mouse is quiet.', 'Anne is kind.', False)
('The mouse is quiet.', 'Anne is kind.', False)
('The crocodile is sleepy.', 'Erin is cat.', False)
('The crocodile is sleepy.', 'Erin is cat.', False)
('The snake is obese.', 'Anne is huge.', False)
('The snake is obese.', 'Anne is huge.', False)
('The cat is adorable.', 'Charlie is thin.', False)
('The cat is adorable.', 'Charlie is thin.', False)
('The crocodile sees the cat.', 'Erin isry.', False)
('The crocodile sees the cat.', 'Erin isry.', False)
('The cat is round.', 'Charlie is obese.', False)
('The cat is round.', 'Charlie is obese.', False)
('The falcon is tired.', 'Fiona is dog.', False)
('The falcon is tired.', 'Fiona is dog.', False)
('The wolf is big.', 'Fiona is angry.', False)
('The wolf is big.', 'Fiona is angry.', False)
('The dog is cute.', 'Fiona is dog.', False)
('The dog is cute.', 'Fiona is angry.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The falcon needs the dog.', 'Fiona is strong.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The crocodile is lazy.', 'Erin is sad.', False)
('The crocodile is lazy.', 'Erin is awful.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The leopard is awful.', 'Charlie is strong.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The crocodile sees the squirrel.', 'Erin is strong.', False)
('The crocodile sees the squirrel.', 'Erin is strong.', False)
('The mouse is smart.', 'Anne is quiet.', False)
('The mouse is smart.', 'Erin is quiet.', False)
('The cheetah is slow.', 'Gary is imperfect.', False)
('The cheetah is slow.', 'Gary is imperfect.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The squirrel is cute.', 'Charlie is quiet.', False)
('The squirrel is cute.', 'Charlie is quiet.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The cheetah sees the squirrel.', 'Gary is imperfect.', False)
('The squirrel is round.', 'Charlie is smart.', False)
('The squirrel is round.', 'Charlie is smart.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The leopard is obese.', 'Charlie is heavy.', False)
('The leopard is obese.', 'Charlie is heavy.', False)
('The dog is funny.', 'Fiona is dog.', False)
('The dog is funny.', 'Fiona is thin.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The cheetah attacks the dog.', 'Che.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The crocodile is lazy.', 'Erin is sad.', False)
('The crocodile is lazy.', 'Erin is sad.', False)
('The dinosaur is fierce.', 'Dave is sad.', False)
('The dinosaur is fierce.', 'Dave is sad.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The crocodile sees the squirrel.', 'Erin is sad.', False)
('The crocodile sees the squirrel.', 'Erin is sad.', False)
('The dog is quiet.', 'Fiona is little.', False)
('The dog is quiet.', 'Fiona is little.', False)
('The wolf is angry.', 'Fiona is obese.', False)
('The wolf is angry.', 'Fiona is obese.', False)
('The tiger is obese.', 'Fiona is strong.', False)
('The tiger is obese.', 'Gary is strong.', False)
('The cat is beautiful.', 'Charlie is kind.', False)
('The cat is beautiful.', 'Charlie is kind.', False)
('The wolf likes the cat.', 'Fiona is obese.', False)
('The wolf likes the cat.', 'Fiona is imperfect.', False)
('The mouse is smart.', 'Charlie is nice.', False)
('The mouse is smart.', 'Charlie is nice.', False)
('The leopard is boring.', 'Charlie is dull.', False)
('The leopard is boring.', 'Charlie is dull.', False)
('The crocodile is strong.', 'Erin isham.', False)
('The crocodile is strong.', 'Erin isham.', False)
('The hamster is beautiful.', 'Harry is dull.', False)
('The hamster is beautiful.', 'Harry is dull.', False)
('The leopard visits the hamster.', 'Charlie is huge.', False)
('The leopard visits the hamster.', 'Charlie is huge.', False)
('The rabbit is round.', 'Anne is kind.', False)
('The rabbit is round.', 'Anne is kind.', False)
('The tiger is lazy.', 'Gary is dull.', False)
('The tiger is lazy.', 'Gary is dull.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The dog is funny.', 'Charlie is obese.', False)
('The dog is funny.', 'Charlie is obese.', False)
('The tiger likes the dog.', 'Gary is heavy.', False)
('The tiger likes the dog.', 'Gary is heavy.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The cheetah is tired.', 'Che.', False)
('The cheetah is tired.', 'Che.', False)
('The lion is strong.', 'Anne is strong.', False)
('The lion is strong.', 'Fiona is strong.', False)
('The squirrel is cute.', 'Charlie is obese.', False)
('The squirrel is cute.', 'Charlie is obese.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The bear is sleepy.', 'Bob is bad.', False)
('The bear is sleepy.', 'Bob is bad.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The crocodile is heavy.', 'Charlie is heavy.', False)
('The mouse is funny.', 'Anne is mouse.', False)
('The mouse is funny.', 'Anne is mouse.', False)
('The bear chases the mouse.', 'Bob is bad.', False)
('The bear chases the mouse.', 'Bob is bad.', False)
('The dog is round.', 'Charlie is obese.', False)
('The dog is round.', 'Charlie is obese.', False)
('The crocodile is boring.', 'Charlie is sad.', False)
('The crocodile is boring.', 'Erin is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The mouse is lovely.', 'Erin is obese.', False)
('The mouse is lovely.', 'Erin is sad.', False)
('The crocodile sees the mouse.', 'Erin is huge.', False)
('The crocodile sees the mouse.', 'Erin is huge.', False)
('The cat is round.', 'Charlie is obese.', False)
('The cat is round.', 'Charlie is obese.', False)
('The wolf is dull.', 'Fiona is angry.', False)
('The wolf is dull.', 'Fiona is angry.', False)
('The snake is heavy.', 'Anne is huge.', False)
('The snake is heavy.', 'Anne is huge.', False)
('The mouse is small.', 'Charlie is obese.', False)
('The mouse is small.', 'Erin is obese.', False)
('The wolf visits the mouse.', 'Fiona is huge.', False)
('The wolf visits the mouse.', 'Fiona is huge.', False)
('The squirrel is nice.', 'Charlie is clever.', False)
('The squirrel is nice.', 'Charlie is clever.', False)
('The leopard is lazy.', 'Charlie is dull.', False)
('The leopard is lazy.', 'Charlie is dull.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The mouse is furry.', 'Charlie is clever.', False)
('The mouse is furry.', 'Erin is dull.', False)
('The leopard visits the mouse.', 'Charlie is heavy.', False)
('The leopard visits the mouse.', 'Charlie is heavy.', False)
('The hamster is nice.', 'Harry is mouse.', False)
('The hamster is nice.', 'Harry is mouse.', False)
('The lion is angry.', 'Alan is quiet.', False)
('The lion is angry.', 'Bob is obese.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The mouse is adorable.', 'Charlie is obese.', False)
('The mouse is adorable.', 'Charlie is obese.', False)
('The lion likes the mouse.', 'Alan is obese.', False)
('The lion likes the mouse.', 'Alan is obese.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The wolf is dull.', 'Fiona is rough.', False)
('The wolf is dull.', 'Fiona is rough.', False)
('The dinosaur is heavy.', 'Dave is huge.', False)
('The dinosaur is heavy.', 'Dave is huge.', False)
('The mouse is furry.', 'Charlie is quiet.', False)
('The mouse is furry.', 'Erin is quiet.', False)
('The wolf needs the mouse.', 'Fiona is heavy.', False)
('The wolf needs the mouse.', 'Fiona is heavy.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The snake is boring.', 'Anne is sad.', False)
('The snake is boring.', 'Anne is sad.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The crocodile is obese.', 'Erin is dog.', False)
('The dog is beautiful.', 'Fiona is thin.', False)
('The dog is beautiful.', 'Fiona is thin.', False)
('The snake chases the dog.', 'Anne is heavy.', False)
('The snake chases the dog.', 'Anne is heavy.', False)
('The rabbit is round.', 'Anne is nice.', False)
('The rabbit is round.', 'Anne is nice.', False)
('The dinosaur is boring.', 'Dave is    a a.', False)
('The dinosaur is boring.', 'Dave is    a.', False)
('The leopard is obese.', 'Charlie isham.', False)
('The leopard is obese.', 'Charlie isham.', False)
('The hamster is cute.', 'Harry is rough.', False)
('The hamster is cute.', 'Harry is rough.', False)
('The dinosaur chases the hamster.', 'Dave isham.', False)
('The dinosaur chases the hamster.', 'Dave isham.', False)
('The rabbit is nice.', 'Anne is obese.', False)
('The rabbit is nice.', 'Anne is obese.', False)
('The bald eagle is boring.', 'Erin is sad.', False)
('The bald eagle is boring.', 'Erin is sad.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The cat is funny.', 'Charlie is obese.', False)
('The cat is funny.', 'Charlie is obese.', False)
('The bald eagle sees the cat.', 'Anne is huge.', False)
('The bald eagle sees the cat.', 'Anne is huge.', False)
('The cat is smart.', 'Charlie is strong.', False)
('The cat is smart.', 'Charlie is strong.', False)
('The crocodile is tired.', 'Charlie is imperfect.', False)
('The crocodile is tired.', 'Charlie is imperfect.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The wolf is obese.', 'Fiona is heavy.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The rabbit is funny.', 'Anne is quiet.', False)
('The crocodile needs the rabbit.', 'Charlie is imperfect.', False)
('The crocodile needs the rabbit.', 'Charlie is imperfect.', False)
('The dog is quiet.', 'Fiona is huge.', False)
('The dog is quiet.', 'Fiona is un.', False)
('The bear is dull.', 'Bob is bad.', False)
('The bear is dull.', 'Bob is bad.', False)
('The wolf is awful.', 'Fiona is huge.', False)
('The wolf is awful.', 'Fiona is huge.', False)
('The squirrel is funny.', 'Charlie is quiet.', False)
('The squirrel is funny.', 'Charlie is quiet.', False)
('The bear needs the squirrel.', 'Bob is heavy.', False)
('The bear needs the squirrel.', 'Bob is heavy.', False)
('The dog is round.', 'Charlie is clever.', False)
('The dog is round.', 'Charlie is clever.', False)
('The falcon is angry.', 'Fiona is dull.', False)
('The falcon is angry.', 'Fiona is dull.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The mouse is small.', 'Erin is clever.', False)
('The mouse is small.', 'Erin is clever.', False)
('The falcon needs the mouse.', 'Fiona is imperfect.', False)
('The falcon needs the mouse.', 'Fiona is imperfect.', False)
('The mouse is round.', 'Anne is kind.', False)
('The mouse is round.', 'Anne is kind.', False)
('The lion is dull.', 'Alan is bad.', False)
('The lion is dull.', 'Alan is bad.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The lion visits the rabbit.', 'Alan is bad.', False)
('The lion visits the rabbit.', 'Alan is bad.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The cheetah is tired.', 'Che.', False)
('The cheetah is tired.', 'Che.', False)
('The lion is strong.', 'Alan is sad.', False)
('The lion is strong.', 'Bob is sad.', False)
('The dog is beautiful.', 'Fiona is sleep.', False)
('The dog is beautiful.', 'Fiona is sleep.', False)
('The cheetah chases the dog.', 'Che.', False)
('The cheetah chases the dog.', 'Che.', False)
('The dog is nice.', 'Charlie is clever.', False)
('The dog is nice.', 'Charlie is clever.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The bald eagle is fierce.', 'Anne is huge.', False)
('The bald eagle is fierce.', 'Anne is huge.', False)
('The mouse is lovely.', 'Anne is small.', False)
('The mouse is lovely.', 'Charlie is small.', False)
('The cheetah sees the mouse.', 'Che.', False)
('The cheetah sees the mouse.', 'Che.', False)
('The dog is kind.', 'Fiona is high.', False)
('The dog is kind.', 'Fiona is dog.', False)
('The falcon is tired.', 'Fiona is squirrel.', False)
('The falcon is tired.', 'Fiona is squirrel.', False)
('The snake is fierce.', 'Anne is squirrel.', False)
('The snake is fierce.', 'Anne is squirrel.', False)
('The squirrel is cute.', 'Charlie is squirrel.', False)
('The squirrel is cute.', 'Charlie is squirrel.', False)
('The falcon visits the squirrel.', 'Fiona is strong.', False)
('The falcon visits the squirrel.', 'Fiona is strong.', False)
('The dog is smart.', 'Fiona is rabbit.', False)
('The dog is smart.', 'Fiona is rabbit.', False)
