('The squirrel is quiet.', 'Charlie is small.', False)
('The dog is nice.', 'Charlie is smart.', False)
('The dog is nice.', 'Charlie is smart.', False)
('The dinosaur is reckless.', 'Dave is bad.', False)
('The dinosaur is reckless.', 'Dave is bad.', False)
('The bald eagle is big.', 'Anne is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The mouse is small.', 'Charlie is bad.', False)
('The mouse is small.', 'Charlie is bad.', False)
('The dinosaur chases the mouse.', 'Dave is bad.', False)
('The dinosaur chases the mouse.', 'Dave is bad.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Gary is bad.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The squirrel is cute.', 'Charlie is clever.', False)
('The squirrel is cute.', 'Charlie is bad.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The rabbit is round.', 'Anne is smart.', False)
('The rabbit is round.', 'Anne is smart.', False)
('The tiger is tired.', 'Gary is bad.', False)
('The tiger is tired.', 'Gary is bad.', False)
('The wolf is heavy.', 'Fiona is huge.', False)
('The wolf is heavy.', 'Fiona is huge.', False)
('The cat is cute.', 'Charlie is awful.', False)
('The cat is cute.', 'Charlie is bad.', False)
('The tiger needs the cat.', 'Gary is bad.', False)
('The tiger needs the cat.', 'Gary is bad.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The wolf is boring.', 'Fiona is bad.', False)
('The wolf is boring.', 'Fiona is bad.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The dog is cute.', 'Charlie is kind.', False)
('The dog is cute.', 'Charlie is kind.', False)
('The wolf attacks the dog.', 'Fiona is bad.', False)
('The wolf attacks the dog.', 'Fiona is bad.', False)
('The hamster is nice.', 'Harry is clever.', False)
('The hamster is nice.', 'Harry is kind.', False)
('The snake is reckless.', 'Anne is obese.', False)
('The snake is reckless.', 'Anne is obese.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The rabbit is small.', 'Anne is quiet.', False)
('The snake needs the rabbit.', 'Anne is obese.', False)
('The snake needs the rabbit.', 'Anne is obese.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The falcon is sleepy.', 'Fiona is sad.', False)
('The falcon is sleepy.', 'Fiona is dull.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The dog is funny.', 'Charlie is quiet.', False)
('The falcon sees the dog.', 'Fiona is strong.', False)
('The falcon sees the dog.', 'Fiona is strong.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The bear is slow.', 'Bob is reckless.', False)
('The bear is slow.', 'Bob is reckless.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The squirrel is lovely.', 'Charlie is quiet.', False)
('The bear needs the squirrel.', 'Bob is strong.', False)
('The bear needs the squirrel.', 'Bob is strong.', False)
('The squirrel is kind.', 'Charlie is small.', False)
('The squirrel is kind.', 'Charlie is small.', False)
('The crocodile is lazy.', 'Erin is rough.', False)
('The crocodile is lazy.', 'Erin is rough.', False)
('The dinosaur is big.', 'Dave is rough.', False)
('The dinosaur is big.', 'Dave is rough.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The cat is adorable.', 'Charlie is quiet.', False)
('The crocodile visits the cat.', 'Erin is high.', False)
('The crocodile visits the cat.', 'Erin is a is  a.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The crocodile is dull.', 'Charlie is awful.', False)
('The crocodile is dull.', 'Charlie is awful.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The tiger is awful.', 'Gary is heavy.', False)
('The mouse is adorable.', 'Charlie is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The crocodile likes the mouse.', 'Charlie is bad.', False)
('The crocodile likes the mouse.', 'Charlie is bad.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The lion is reckless.', 'Alan is fierce.', False)
('The lion is reckless.', 'Alan is fierce.', False)
('The bear is fierce.', 'Bob is huge.', False)
('The bear is fierce.', 'Bob is huge.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The hamster is lovely.', 'Harry is quiet.', False)
('The lion chases the hamster.', 'Alan is fierce.', False)
('The lion chases the hamster.', 'Alan is fierce.', False)
('The squirrel is quiet.', 'Charlie is huge.', False)
('The squirrel is quiet.', 'Charlie is huge.', False)
('The falcon is sleepy.', 'Fiona is bad.', False)
('The falcon is sleepy.', 'Fiona is bad.', False)
('The tiger is fierce.', 'Gary is huge.', False)
('The tiger is fierce.', 'Gary is huge.', False)
('The cat is funny.', 'Charlie is little.', False)
('The cat is funny.', 'Charlie is little.', False)
('The falcon visits the cat.', 'Fiona is huge.', False)
('The falcon visits the cat.', 'Fiona is huge.', False)
('The cat is kind.', 'Charlie is small.', False)
('The cat is kind.', 'Charlie is small.', False)
('The wolf is slow.', 'Fiona is rough.', False)
('The wolf is slow.', 'Fiona is rough.', False)
('The snake is strong.', 'Anne is strong.', False)
('The snake is strong.', 'Anne is strong.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The wolf needs the hamster.', 'Fiona is rough.', False)
('The wolf needs the hamster.', 'Fiona is rough.', False)
('The squirrel is smart.', 'Charlie is high.', False)
('The squirrel is smart.', 'Charlie is all.', False)
('The lion is tired.', 'Bob is rabbit.', False)
('The lion is tired.', 'Bob is rabbit.', False)
('The dinosaur is strong.', 'Dave is heavy.', False)
('The dinosaur is strong.', 'Dave is heavy.', False)
('The rabbit is beautiful.', 'Anne is rabbit.', False)
('The rabbit is beautiful.', 'Anne is rabbit.', False)
('The lion chases the rabbit.', 'Anne is heavy.', False)
('The lion chases the rabbit.', 'Anne is heavy.', False)
('The cat is smart.', 'Charlie is huge.', False)
('The cat is smart.', 'Charlie is huge.', False)
('The crocodile is dull.', 'Charlie isbald.', False)
('The crocodile is dull.', 'Erin isbald.', False)
('The bald eagle is fierce.', 'Erin is heavy.', False)
('The bald eagle is fierce.', 'Anne is heavy.', False)
('The mouse is lovely.', 'Erin is dull.', False)
('The mouse is lovely.', 'Erin is dull.', False)
('The crocodile chases the mouse.', 'Charlie isbald.', False)
('The crocodile chases the mouse.', 'Charlie isbald.', False)
('The cat is smart.', 'Charlie is fur.', False)
('The cat is smart.', 'Charlie is fur.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The snake is big.', 'Anne is rabbit.', False)
('The snake is big.', 'Anne is rabbit.', False)
('The rabbit is furry.', 'Anne is sleep.', False)
('The rabbit is furry.', 'Anne is little.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The cheetah likes the rabbit.', 'Che.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The crocodile is lazy.', 'Charlie is angry.', False)
('The crocodile is lazy.', 'Charlie is angry.', False)
('The wolf is big.', 'Fiona is angry.', False)
('The wolf is big.', 'Fiona is angry.', False)
('The hamster is lovely.', 'Harry is angry.', False)
('The hamster is lovely.', 'Harry is angry.', False)
('The crocodile needs the hamster.', 'Charlie is huge.', False)
('The crocodile needs the hamster.', 'Erin is huge.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The rabbit is nice.', 'Anne is little.', False)
('The leopard is dull.', 'Charlie is fierce.', False)
('The leopard is dull.', 'Charlie is fierce.', False)
('The wolf is heavy.', 'Fiona is big.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The dog is small.', 'Fiona is clever.', False)
('The dog is small.', 'Fiona is clever.', False)
('The leopard visits the dog.', 'Charlie is fierce.', False)
('The leopard visits the dog.', 'Charlie is fierce.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The hamster is round.', 'Harry is quiet.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The falcon is big.', 'Fiona is fal.', False)
('The falcon is big.', 'Fiona is fal.', False)
('The mouse is funny.', 'Dave is fal.', False)
('The mouse is funny.', 'Charlie is fal.', False)
('The cheetah chases the mouse.', 'Che.', False)
('The cheetah chases the mouse.', 'Che.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The cheetah is rough.', 'Che.', False)
('The cheetah is rough.', 'Che.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The crocodile is obese.', 'Charlie is huge.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The squirrel is small.', 'Charlie is quiet.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The cheetah sees the squirrel.', 'Che.', False)
('The rabbit is smart.', 'Anne is small.', False)
('The rabbit is smart.', 'Anne is little.', False)
('The snake is reckless.', 'Anne is rabbit.', False)
('The snake is reckless.', 'Anne is rabbit.', False)
('The wolf is heavy.', 'Fiona is rabbit.', False)
('The wolf is heavy.', 'Fiona is rabbit.', False)
('The squirrel is small.', 'Charlie is rabbit.', False)
('The squirrel is small.', 'Charlie is rabbit.', False)
('The snake likes the squirrel.', 'Anne is strong.', False)
('The snake likes the squirrel.', 'Anne is strong.', False)
('The dog is nice.', 'Charlie is clever.', False)
('The dog is nice.', 'Charlie is clever.', False)
('The leopard is dull.', 'Charlie is fierce.', False)
('The leopard is dull.', 'Charlie is fierce.', False)
('The dinosaur is fierce.', 'Dave is strong.', False)
('The dinosaur is fierce.', 'Dave is strong.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The leopard chases the squirrel.', 'Charlie is dull.', False)
('The leopard chases the squirrel.', 'Charlie is dull.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The lion is sleepy.', 'Bob is bad.', False)
('The lion is sleepy.', 'Bob is bad.', False)
('The dinosaur is obese.', 'Dave is huge.', False)
('The dinosaur is obese.', 'Dave is huge.', False)
('The mouse is adorable.', 'Anne is small.', False)
('The mouse is adorable.', 'Anne is small.', False)
('The lion sees the mouse.', 'Harry is huge.', False)
('The lion sees the mouse.', 'Bob is huge.', False)
('The squirrel is smart.', 'Charlie is little.', False)
('The squirrel is smart.', 'Charlie is little.', False)
('The crocodile is slow.', 'Charlie isbald.', False)
('The crocodile is slow.', 'Charlie isbald.', False)
('The bald eagle is big.', 'Erin isbald.', False)
('The bald eagle is big.', 'Erin isbald.', False)
('The dog is furry.', 'Fiona is quiet.', False)
('The dog is furry.', 'Fiona is quiet.', False)
('The crocodile likes the dog.', 'Charlie is rough.', False)
('The crocodile likes the dog.', 'Charlie is bad.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The squirrel is kind.', 'Charlie is quiet.', False)
('The lion is dull.', 'Alan is quiet.', False)
('The lion is dull.', 'Alan is quiet.', False)
('The falcon is awful.', 'Fiona is sad.', False)
('The falcon is awful.', 'Fiona is sad.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The lion sees the hamster.', 'Fiona is heavy.', False)
('The lion sees the hamster.', 'Fiona is heavy.', False)
('The mouse is round.', 'Charlie is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The leopard is tired.', 'Charlie is lazy.', False)
('The leopard is tired.', 'Charlie is lazy.', False)
('The crocodile is obese.', 'Erin is huge.', False)
('The crocodile is obese.', 'Erin is cat.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The leopard likes the cat.', 'Charlie is huge.', False)
('The leopard likes the cat.', 'Charlie is huge.', False)
('The hamster is smart.', 'Harry is fierce.', False)
('The hamster is smart.', 'Harry is fierce.', False)
('The falcon is dull.', 'Fiona is quiet.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The falcon likes the cat.', 'Fiona is huge.', False)
('The rabbit is smart.', 'Anne is sleep.', False)
('The rabbit is smart.', 'Anne is sleep.', False)
('The bald eagle is slow.', 'Erin is rough.', False)
('The bald eagle is slow.', 'Erin is rough.', False)
('The snake is obese.', 'Anne is rough.', False)
('The snake is obese.', 'Anne is rough.', False)
('The dog is small.', 'Fiona is sleep.', False)
('The dog is small.', 'Fiona is sleep.', False)
('The bald eagle sees the dog.', 'Erin is huge.', False)
('The bald eagle sees the dog.', 'Erin is huge.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The lion is boring.', 'Alan is bad.', False)
('The lion is boring.', 'Alan is bad.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The mouse is lovely.', 'Erin is clever.', False)
('The mouse is lovely.', 'Erin is sad.', False)
('The lion needs the mouse.', 'Fiona is heavy.', False)
('The lion needs the mouse.', 'Fiona is heavy.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The rabbit is kind.', 'Anne is quiet.', False)
('The leopard is reckless.', 'Charlie is imperfect.', False)
('The leopard is reckless.', 'Charlie is imperfect.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The leopard visits the cat.', 'Charlie is imperfect.', False)
('The leopard visits the cat.', 'Charlie is imperfect.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The cheetah is lazy.', 'Che.', False)
('The cheetah is lazy.', 'Che.', False)
('The crocodile is heavy.', 'Charlie iscro.', False)
('The crocodile is heavy.', 'Charlie iscro.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cheetah attacks the cat.', 'Che.', False)
('The cheetah attacks the cat.', 'Che.', False)
('The squirrel is quiet.', 'Charlie is bad.', False)
('The squirrel is quiet.', 'Charlie is bad.', False)
('The falcon is tired.', 'Fiona is bad.', False)
('The falcon is tired.', 'Fiona is bad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The hamster is cute.', 'Harry is quiet.', False)
('The falcon chases the hamster.', 'Fiona is big.', False)
('The falcon chases the hamster.', 'Fiona is big.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The crocodile is slow.', 'Charlie is rabbit.', False)
('The crocodile is slow.', 'Charlie is rabbit.', False)
('The wolf is heavy.', 'Fiona is huge.', False)
('The wolf is heavy.', 'Fiona is huge.', False)
('The rabbit is funny.', 'Anne is clever.', False)
('The rabbit is funny.', 'Anne is clever.', False)
('The crocodile chases the rabbit.', 'Erin is huge.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The mouse is nice.', 'Erin is quiet.', False)
('The dinosaur is slow.', 'Dave is fierce.', False)
('The dinosaur is slow.', 'Dave is fierce.', False)
('The falcon is big.', 'Fiona is fur.', False)
('The falcon is big.', 'Fiona is fur.', False)
('The rabbit is adorable.', 'Anne is thin.', False)
('The rabbit is adorable.', 'Anne is little.', False)
('The dinosaur likes the rabbit.', 'Dave is fierce.', False)
('The dinosaur likes the rabbit.', 'Dave is fierce.', False)
('The mouse is smart.', 'Erin is small.', False)
('The mouse is smart.', 'Erin is small.', False)
('The bear is dull.', 'Bob is fierce.', False)
('The bear is dull.', 'Bob is fierce.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The bear chases the cat.', 'Bob is fierce.', False)
('The bear chases the cat.', 'Bob is fierce.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The squirrel is quiet.', 'Charlie is quiet.', False)
('The leopard is slow.', 'Charlie is bad.', False)
('The leopard is slow.', 'Charlie is bad.', False)
('The bald eagle is awful.', 'Anne is heavy.', False)
('The bald eagle is awful.', 'Anne is heavy.', False)
('The cat is funny.', 'Charlie is quiet.', False)
('The cat is funny.', 'Charlie is quiet.', False)
('The leopard sees the cat.', 'Charlie is heavy.', False)
('The leopard sees the cat.', 'Charlie is heavy.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The tiger is lazy.', 'Gary is bad.', False)
('The tiger is lazy.', 'Gary is bad.', False)
('The leopard is awful.', 'Charlie is heavy.', False)
('The leopard is awful.', 'Charlie is heavy.', False)
('The dog is cute.', 'Charlie is quiet.', False)
('The dog is cute.', 'Fiona is quiet.', False)
('The tiger attacks the dog.', 'Gary is bad.', False)
('The tiger attacks the dog.', 'Gary is bad.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The wolf is awful.', 'Fiona is lazy.', False)
('The wolf is awful.', 'Fiona is lazy.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The cheetah visits the cat.', 'Che.', False)
('The cheetah visits the cat.', 'Che.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The lion is sleepy.', 'Alan is lazy.', False)
('The lion is sleepy.', 'Alan is lazy.', False)
('The bear is awful.', 'Bob is lazy.', False)
('The bear is awful.', 'Bob is lazy.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The lion chases the cat.', 'Fiona is huge.', False)
('The lion chases the cat.', 'Fiona is huge.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The bald eagle is sleepy.', 'Erin is dull.', False)
('The bald eagle is sleepy.', 'Erin is dull.', False)
('The snake is fierce.', 'Anne is dull.', False)
('The snake is fierce.', 'Anne is dull.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The rabbit is lovely.', 'Fiona is quiet.', False)
('The bald eagle chases the rabbit.', 'Anne is huge.', False)
('The bald eagle chases the rabbit.', 'Anne is huge.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The squirrel is furry.', 'Charlie is dull.', False)
('The squirrel is furry.', 'Charlie is dull.', False)
('The dinosaur chases the squirrel.', 'Dave is heavy.', False)
('The dinosaur chases the squirrel.', 'Dave is heavy.', False)
('The rabbit is quiet.', 'Anne is small.', False)
('The rabbit is quiet.', 'Anne is small.', False)
('The dinosaur is boring.', 'Dave is rabbit.', False)
('The dinosaur is boring.', 'Dave is rabbit.', False)
('The wolf is obese.', 'Fiona is rabbit.', False)
('The wolf is obese.', 'Fiona is rabbit.', False)
('The dog is beautiful.', 'Charlie is rabbit.', False)
('The dog is beautiful.', 'Charlie is rabbit.', False)
('The dinosaur needs the dog.', 'Dave is big.', False)
('The dinosaur needs the dog.', 'Dave is big.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The bear is tired.', 'Bob is lazy.', False)
('The bear is tired.', 'Bob is lazy.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The cat is small.', 'Cat is lazy.', False)
('The cat is small.', 'Cat is lazy.', False)
('The bear needs the cat.', 'Bob is huge.', False)
('The bear needs the cat.', 'Bob is huge.', False)
('The hamster is nice.', 'Harry is quiet.', False)
('The hamster is nice.', 'Harry is quiet.', False)
('The tiger is rough.', 'Gary is bad.', False)
('The tiger is rough.', 'Gary is bad.', False)
('The bald eagle is heavy.', 'Anne is huge.', False)
('The bald eagle is heavy.', 'Erin is huge.', False)
('The rabbit is small.', 'Anne is nice.', False)
('The rabbit is small.', 'Anne is nice.', False)
('The tiger needs the rabbit.', 'Gary is bad.', False)
('The tiger needs the rabbit.', 'Gary is bad.', False)
('The squirrel is nice.', 'Charlie is obese.', False)
('The squirrel is nice.', 'Charlie is obese.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The bear is strong.', 'Anne is strong.', False)
('The bear is strong.', 'Bob is strong.', False)
('The hamster is beautiful.', 'Harry is bad.', False)
('The hamster is beautiful.', 'Harry is bad.', False)
('The falcon likes the hamster.', 'Fiona is strong.', False)
('The falcon likes the hamster.', 'Fiona is strong.', False)
('The hamster is quiet.', 'Harry is obese.', False)
('The hamster is quiet.', 'Harry is obese.', False)
('The crocodile is angry.', 'Charlie is dull.', False)
('The crocodile is angry.', 'Charlie is dull.', False)
('The bald eagle is big.', 'Erin is dull.', False)
('The bald eagle is big.', 'Erin is dull.', False)
('The dog is beautiful.', 'Charlie is obese.', False)
('The dog is beautiful.', 'Charlie is obese.', False)
('The crocodile visits the dog.', 'Charlie is huge.', False)
('The crocodile visits the dog.', 'Charlie is huge.', False)
('The rabbit is nice.', 'Anne is kind.', False)
('The rabbit is nice.', 'Anne is kind.', False)
('The dinosaur is dull.', 'Dave is bad.', False)
('The dinosaur is dull.', 'Dave is bad.', False)
('The bald eagle is fierce.', 'Bob is huge.', False)
('The bald eagle is fierce.', 'Anne is huge.', False)
('The dog is funny.', 'Fiona is dog.', False)
('The dog is funny.', 'Fiona is dog.', False)
('The dinosaur visits the dog.', 'Dave is strong.', False)
('The dinosaur visits the dog.', 'Dave is strong.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The bear is reckless.', 'Bob is dull.', False)
('The bear is reckless.', 'Bob is dull.', False)
('The crocodile is heavy.', 'Charlie is dull.', False)
('The crocodile is heavy.', 'Charlie is dull.', False)
('The mouse is lovely.', 'Charlie is obese.', False)
('The mouse is lovely.', 'Erin is obese.', False)
('The bear needs the mouse.', 'Anne is huge.', False)
('The bear needs the mouse.', 'Bob is huge.', False)
('The rabbit is nice.', 'Anne is huge.', False)
('The rabbit is nice.', 'Anne is little.', False)
('The bald eagle is sleepy.', 'Erin is bad.', False)
('The bald eagle is sleepy.', 'Erin is bad.', False)
('The lion is big.', 'Alan is strong.', False)
('The lion is big.', 'Alan is strong.', False)
('The squirrel is cute.', 'Charlie is nice.', False)
('The squirrel is cute.', 'Charlie is nice.', False)
('The bald eagle chases the squirrel.', 'Erin is bad.', False)
('The bald eagle chases the squirrel.', 'Erin is bad.', False)
('The dog is round.', 'Charlie is smart.', False)
('The dog is round.', 'Charlie is kind.', False)
('The cheetah is boring.', 'Charlie is quiet.', False)
('The cheetah is boring.', 'Che.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The falcon is obese.', 'Fiona is strong.', False)
('The mouse is funny.', 'Charlie is kind.', False)
('The mouse is funny.', 'Charlie is kind.', False)
('The cheetah likes the mouse.', 'Che.', False)
('The cheetah likes the mouse.', 'Che.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The lion is lazy.', 'Alan is slow.', False)
('The lion is lazy.', 'Alan is slow.', False)
('The wolf is strong.', 'Fiona is huge.', False)
('The wolf is strong.', 'Fiona is huge.', False)
('The dog is lovely.', 'Fiona is slow.', False)
('The dog is lovely.', 'Fiona is slow.', False)
('The lion likes the dog.', 'Anne is huge.', False)
('The lion likes the dog.', 'Fiona is huge.', False)
('The mouse is round.', 'Charlie is clever.', False)
('The mouse is round.', 'Charlie is clever.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The snake is awful.', 'Anne is huge.', False)
('The snake is awful.', 'Anne is huge.', False)
('The squirrel is lovely.', 'Charlie is mouse.', False)
('The squirrel is lovely.', 'Charlie is mouse.', False)
('The bald eagle needs the squirrel.', 'Anne is huge.', False)
('The bald eagle needs the squirrel.', 'Anne is huge.', False)
('The cat is quiet.', 'Charlie is small.', False)
('The cat is quiet.', 'Charlie is small.', False)
('The wolf is rough.', 'Fiona is rabbit.', False)
('The wolf is rough.', 'Fiona is rabbit.', False)
('The tiger is big.', 'Gary is rabbit.', False)
('The tiger is big.', 'Gary is rabbit.', False)
('The rabbit is small.', 'Anne is obese.', False)
('The rabbit is small.', 'Anne is obese.', False)
('The wolf needs the rabbit.', 'Fiona is strong.', False)
('The wolf needs the rabbit.', 'Fiona is strong.', False)
('The squirrel is smart.', 'Charlie is small.', False)
('The squirrel is smart.', 'Charlie is small.', False)
('The tiger is tired.', 'Gary is fierce.', False)
('The tiger is tired.', 'Gary is fierce.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The cat is small.', 'Charlie is fierce.', False)
('The cat is small.', 'Cat is fierce.', False)
('The tiger needs the cat.', 'Gary is fierce.', False)
('The tiger needs the cat.', 'Gary is fierce.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The snake is dull.', 'Anne is lazy.', False)
('The snake is dull.', 'Anne is lazy.', False)
('The tiger is obese.', 'Gary is lazy.', False)
('The tiger is obese.', 'Gary is lazy.', False)
('The mouse is adorable.', 'Anne is quiet.', False)
('The mouse is adorable.', 'Erin is quiet.', False)
('The snake sees the mouse.', 'Anne is strong.', False)
('The snake sees the mouse.', 'Anne is strong.', False)
('The hamster is quiet.', 'Harry is nice.', False)
('The hamster is quiet.', 'Harry is nice.', False)
('The falcon is rough.', 'Fiona is quiet.', False)
('The falcon is rough.', 'Fiona is quiet.', False)
('The tiger is awful.', 'Gary is slow.', False)
('The tiger is awful.', 'Gary is slow.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The falcon needs the squirrel.', 'Fiona is huge.', False)
('The falcon needs the squirrel.', 'Fiona is huge.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The lion is dull.', 'Bob is sad.', False)
('The lion is dull.', 'Bob is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The bald eagle is big.', 'Erin is sad.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The lion likes the squirrel.', 'Bob is round.', False)
('The lion likes the squirrel.', 'Bob is round.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The cat is nice.', 'Charlie is clever.', False)
('The leopard is tired.', 'Charlie is sad.', False)
('The leopard is tired.', 'Charlie is sad.', False)
('The crocodile is big.', 'Erin is big.', False)
('The crocodile is big.', 'Erin is huge.', False)
('The squirrel is cute.', 'Charlie is sad.', False)
('The squirrel is cute.', 'Charlie is sad.', False)
