('The squirrel is quiet.', 'Erin is funny.', False)
('The hamster is kind.', 'is kind.', False)
('The wolf is boring.', 'is dull.', False)
('The wolf is boring.', 'is dull.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The wolf attacks the dog.', 'is lazy.', False)
('The wolf attacks the dog.', 'is lazy.', False)
('The hamster is nice.', 'is nice.', False)
('The hamster is nice.', 'is nice.', False)
('The snake is reckless.', 'is lazy.', False)
('The snake is reckless.', 'is lazy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The rabbit is small.', 'is nice.', False)
('The rabbit is small.', 'is nice.', False)
('The snake needs the rabbit.', 'is bad.', False)
('The snake needs the rabbit.', 'is bad.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The falcon is sleepy.', 'Fiona is slow.', False)
('The falcon is sleepy.', 'Fiona is slow.', False)
('The wolf is strong.', 'is strong.', False)
('The wolf is strong.', 'is strong.', False)
('The dog is funny.', 'Fiona is quiet.', False)
('The dog is funny.', 'Fiona is quiet.', False)
('The falcon sees the dog.', 'Fiona is funny.', False)
('The falcon sees the dog.', 'Fiona is funny.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The bear is slow.', 'Erin is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The cheetah is awful.', 'Erin is strong.', False)
('The cheetah is awful.', 'Erin is strong.', False)
('The squirrel is lovely.', 'Fiona is quiet.', False)
('The squirrel is lovely.', 'is quiet.', False)
('The bear needs the squirrel.', 'Erin is reckless.', False)
('The bear needs the squirrel.', 'Erin is reckless.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is bad.', False)
('The cat is adorable.', 'Erin is kind.', False)
('The cat is adorable.', 'Erin is kind.', False)
('The crocodile visits the cat.', 'Erin is big.', False)
('The crocodile visits the cat.', 'Erin is big.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The squirrel is nice.', 'Erin is smart.', False)
('The crocodile is dull.', 'Erin is dull.', False)
('The crocodile is dull.', 'Erin is dull.', False)
('The tiger is awful.', 'Erin is fierce.', False)
('The tiger is awful.', 'Erin is fierce.', False)
('The mouse is adorable.', 'Erin is smart.', False)
('The mouse is adorable.', 'Erin is smart.', False)
('The crocodile likes the mouse.', 'Erin is bad.', False)
('The crocodile likes the mouse.', 'Erin is bad.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The lion is reckless.', 'Erin is lazy.', False)
('The lion is reckless.', 'Erin is lazy.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The hamster is lovely.', 'is quiet.', False)
('The hamster is lovely.', 'is quiet.', False)
('The lion chases the hamster.', 'Erin is fierce.', False)
('The lion chases the hamster.', 'Erin is fierce.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The falcon is sleepy.', 'Fiona is sleep.', False)
('The falcon is sleepy.', 'Fiona is sleep.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The cat is funny.', 'Charlie is small.', False)
('The cat is funny.', 'Charlie is small.', False)
('The falcon visits the cat.', 'Fiona is lazy.', False)
('The falcon visits the cat.', 'Fiona is lazy.', False)
('The cat is kind.', 'Charlie is beautiful.', False)
('The cat is kind.', 'Charlie is beautiful.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The snake is strong.', 'Erin is strong.', False)
('The snake is strong.', 'Erin is strong.', False)
('The hamster is beautiful.', 'is kind.', False)
('The hamster is beautiful.', 'is kind.', False)
('The wolf needs the hamster.', 'is strong.', False)
('The wolf needs the hamster.', 'is strong.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The lion is tired.', 'Erin is nice.', False)
('The lion is tired.', 'Erin is nice.', False)
('The dinosaur is strong.', 'Erin is heavy.', False)
('The dinosaur is strong.', 'Erin is heavy.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The lion chases the rabbit.', 'Erin is lazy.', False)
('The lion chases the rabbit.', 'Erin is lazy.', False)
('The cat is smart.', 'Cat is slow.', False)
('The cat is smart.', 'Charlie is slow.', False)
('The crocodile is dull.', 'Cro is slow.', False)
('The crocodile is dull.', 'Cro is slow.', False)
('The bald eagle is fierce.', 'Erin is fierce.', False)
('The bald eagle is fierce.', 'Erin is fierce.', False)
('The mouse is lovely.', 'Erin is slow.', False)
('The mouse is lovely.', 'Erin is slow.', False)
('The crocodile chases the mouse.', 'Cro is slow.', False)
('The crocodile chases the mouse.', 'Cro is slow.', False)
('The cat is smart.', 'Erin is fur.', False)
('The cat is smart.', 'Erin is fur.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The cheetah is sleepy.', 'Erin is sleep.', False)
('The snake is big.', 'is bad.', False)
('The snake is big.', 'is bad.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The cheetah likes the rabbit.', 'Erin is big.', False)
('The cheetah likes the rabbit.', 'Erin is big.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The wolf is big.', 'is strong.', False)
('The wolf is big.', 'is strong.', False)
('The hamster is lovely.', 'is strong.', False)
('The hamster is lovely.', 'is strong.', False)
('The crocodile needs the hamster.', 'Cro is strong.', False)
('The crocodile needs the hamster.', 'Cro is strong.', False)
('The rabbit is nice.', 'Erin is slow.', False)
('The rabbit is nice.', 'Erin is slow.', False)
('The leopard is dull.', 'Erin is lazy.', False)
('The leopard is dull.', 'Erin is lazy.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The dog is small.', 'Fiona is small.', False)
('The dog is small.', 'Fiona is nice.', False)
('The leopard visits the dog.', 'Erin is lazy.', False)
('The leopard visits the dog.', 'Erin is lazy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The falcon is big.', 'Fiona is bad.', False)
('The falcon is big.', 'Fiona is bad.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The cheetah chases the mouse.', 'Erin is bad.', False)
('The cheetah chases the mouse.', 'Erin is bad.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The cheetah is rough.', 'Erin is rough.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The crocodile is obese.', 'Cro is bad.', False)
('The squirrel is small.', 'Fiona is small.', False)
('The squirrel is small.', 'Fiona is small.', False)
('The cheetah sees the squirrel.', 'Erin is reckless.', False)
('The cheetah sees the squirrel.', 'Erin is reckless.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The snake is reckless.', 'Erin is slow.', False)
('The snake is reckless.', 'Erin is slow.', False)
('The wolf is heavy.', 'Erin is heavy.', False)
('The wolf is heavy.', 'is obese.', False)
('The squirrel is small.', 'Erin is small.', False)
('The squirrel is small.', 'Erin is small.', False)
('The snake likes the squirrel.', 'Erin is heavy.', False)
('The snake likes the squirrel.', 'Erin is heavy.', False)
('The dog is nice.', 'Fiona is kind.', False)
('The dog is nice.', 'Fiona is kind.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The leopard chases the squirrel.', 'Charlie is slow.', False)
('The leopard chases the squirrel.', 'Charlie is slow.', False)
('The dog is nice.', 'Erin is nice.', False)
('The dog is nice.', 'Erin is nice.', False)
('The lion is sleepy.', 'Erin is sad.', False)
('The lion is sleepy.', 'Erin is sad.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The mouse is adorable.', 'Erin is cute.', False)
('The lion sees the mouse.', 'Erin is strong.', False)
('The lion sees the mouse.', 'Erin is strong.', False)
('The squirrel is smart.', 'Erin is chase.', False)
('The squirrel is smart.', 'Erin is chase.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The bald eagle is big.', 'Alan is fierce.', False)
('The bald eagle is big.', 'Charlie is fierce.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The crocodile likes the dog.', 'Erin is fierce.', False)
('The crocodile likes the dog.', 'Erin is fierce.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The lion is dull.', 'Erin is slow.', False)
('The lion is dull.', 'Erin is slow.', False)
('The falcon is awful.', 'Fiona is slow.', False)
('The falcon is awful.', 'Fiona is slow.', False)
('The hamster is beautiful.', 'is kind.', False)
('The hamster is beautiful.', 'is kind.', False)
('The lion sees the hamster.', 'Erin is slow.', False)
('The lion sees the hamster.', 'Erin is slow.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The leopard is tired.', 'Charlie is slow.', False)
('The leopard is tired.', 'Charlie is dull.', False)
('The crocodile is obese.', 'Erin is obese.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The cat is cute.', 'Erin is cute.', False)
('The cat is cute.', 'Erin is cute.', False)
('The leopard likes the cat.', 'Charlie is lazy.', False)
('The leopard likes the cat.', 'Charlie is lazy.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The falcon is dull.', 'Fiona is smart.', False)
('The falcon is dull.', 'Fiona is smart.', False)
('The cheetah is heavy.', 'Erin is bad.', False)
('The cheetah is heavy.', 'Erin is bad.', False)
('The cat is lovely.', 'Erin is smart.', False)
('The cat is lovely.', 'Erin is smart.', False)
('The falcon likes the cat.', 'Fiona is slow.', False)
('The falcon likes the cat.', 'Fiona is slow.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'is smart.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The snake is obese.', 'is obese.', False)
('The snake is obese.', 'is obese.', False)
('The dog is small.', 'Fiona is smart.', False)
('The dog is small.', 'Fiona is smart.', False)
('The bald eagle sees the dog.', 'Charlie is strong.', False)
('The bald eagle sees the dog.', 'Charlie is strong.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The lion is boring.', 'Erin is dull.', False)
('The lion is boring.', 'Erin is dull.', False)
('The bald eagle is heavy.', 'Fiona is heavy.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The mouse is lovely.', 'Erin is smart.', False)
('The mouse is lovely.', 'Erin is smart.', False)
('The lion needs the mouse.', 'Erin is heavy.', False)
('The lion needs the mouse.', 'Erin is heavy.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The cat is lovely.', 'Cat is kind.', False)
('The cat is lovely.', 'Cat is kind.', False)
('The leopard visits the cat.', 'Charlie is reckless.', False)
('The leopard visits the cat.', 'Charlie is reckless.', False)
('The rabbit is smart.', 'is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The crocodile is heavy.', 'Cro is heavy.', False)
('The cat is furry.', 'Erin is smart.', False)
('The cat is furry.', 'Erin is smart.', False)
('The cheetah attacks the cat.', 'Erin is sad.', False)
('The cheetah attacks the cat.', 'Erin is slow.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The falcon is tired.', 'Fiona is tired.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The hamster is cute.', 'is quiet.', False)
('The hamster is cute.', 'is quiet.', False)
('The falcon chases the hamster.', 'Fiona is slow.', False)
('The falcon chases the hamster.', 'Fiona is slow.', False)
('The squirrel is nice.', 'Erin is kind.', False)
('The squirrel is nice.', 'Erin is kind.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The rabbit is funny.', 'Fiona is funny.', False)
('The rabbit is funny.', 'is funny.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The crocodile chases the rabbit.', 'Erin is heavy.', False)
('The mouse is nice.', 'Erin is kind.', False)
('The mouse is nice.', 'Erin is kind.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The dinosaur is slow.', 'Erin is slow.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The rabbit is adorable.', 'Alan is tiny.', False)
('The rabbit is adorable.', 'Erin is tiny.', False)
('The dinosaur likes the rabbit.', 'Erin is slow.', False)
('The dinosaur likes the rabbit.', 'Erin is slow.', False)
('The mouse is smart.', 'Erin is nice.', False)
('The mouse is smart.', 'Erin is nice.', False)
('The bear is dull.', 'Erin is dull.', False)
('The bear is dull.', 'Erin is dull.', False)
('The snake is heavy.', 'is heavy.', False)
('The snake is heavy.', 'is heavy.', False)
('The cat is beautiful.', 'Erin is smart.', False)
('The cat is beautiful.', 'Erin is smart.', False)
('The bear chases the cat.', 'Erin is bad.', False)
('The bear chases the cat.', 'Erin is dull.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The bald eagle is awful.', 'Charlie is obese.', False)
('The bald eagle is awful.', 'Charlie is obese.', False)
('The cat is funny.', 'Erin is quiet.', False)
('The cat is funny.', 'Erin is quiet.', False)
('The leopard sees the cat.', 'Charlie is slow.', False)
('The leopard sees the cat.', 'Charlie is slow.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The tiger is lazy.', 'Erin is strong.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The leopard is awful.', 'Charlie is huge.', False)
('The dog is cute.', 'Fiona is clever.', False)
('The dog is cute.', 'Fiona is quiet.', False)
('The tiger attacks the dog.', 'Erin is attacks.', False)
('The tiger attacks the dog.', 'Erin is attacks.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The cheetah is sleepy.', 'Erin is sad.', False)
('The cheetah is sleepy.', 'Erin is sad.', False)
('The wolf is awful.', 'is bad.', False)
('The wolf is awful.', 'is bad.', False)
('The cat is cute.', 'Erin is nice.', False)
('The cat is cute.', 'Erin is quiet.', False)
('The cheetah visits the cat.', 'Erin is lazy.', False)
('The cheetah visits the cat.', 'Erin is lazy.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The lion is sleepy.', 'Erin is sleep.', False)
('The lion is sleepy.', 'Erin is sleep.', False)
('The bear is awful.', 'Erin is bad.', False)
('The bear is awful.', 'Erin is bad.', False)
('The cat is furry.', 'Erin is smart.', False)
('The cat is furry.', 'Erin is smart.', False)
('The lion chases the cat.', 'Erin is lazy.', False)
('The lion chases the cat.', 'Erin is lazy.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The bald eagle is sleepy.', 'Erin is poor.', False)
('The bald eagle is sleepy.', 'Erin is poor.', False)
('The snake is fierce.', 'Erin is fierce.', False)
('The snake is fierce.', 'Erin is fierce.', False)
('The rabbit is lovely.', 'Fiona is quiet.', False)
('The rabbit is lovely.', 'Fiona is quiet.', False)
('The bald eagle chases the rabbit.', 'Erin is chase.', False)
('The bald eagle chases the rabbit.', 'Erin is chase.', False)
('The rabbit is nice.', 'is nice.', False)
('The rabbit is nice.', 'is nice.', False)
('The dinosaur is lazy.', 'Erin is awful.', False)
('The dinosaur is lazy.', 'Erin is awful.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The dinosaur chases the squirrel.', 'Erin is heavy.', False)
('The dinosaur chases the squirrel.', 'Erin is heavy.', False)
('The rabbit is quiet.', 'Erin is quiet.', False)
('The rabbit is quiet.', 'Erin is quiet.', False)
('The dinosaur is boring.', 'Erin is bad.', False)
('The dinosaur is boring.', 'Erin is sad.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'is obese.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dinosaur needs the dog.', 'Erin is lazy.', False)
('The dinosaur needs the dog.', 'Erin is lazy.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The bear is tired.', 'Erin is tired.', False)
('The bear is tired.', 'Erin is tired.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'Charlie is big.', False)
('The cat is small.', 'Cat is round.', False)
('The cat is small.', 'Erin is round.', False)
('The bear needs the cat.', 'Erin is lazy.', False)
('The bear needs the cat.', 'Erin is lazy.', False)
('The hamster is nice.', 'is round.', False)
('The hamster is nice.', 'is round.', False)
('The tiger is rough.', 'Erin is lazy.', False)
('The tiger is rough.', 'Erin is lazy.', False)
('The bald eagle is heavy.', 'Alan is heavy.', False)
('The bald eagle is heavy.', 'Charlie is heavy.', False)
('The rabbit is small.', 'Erin is small.', False)
('The rabbit is small.', 'Erin is small.', False)
('The tiger needs the rabbit.', 'Erin is bad.', False)
('The tiger needs the rabbit.', 'Erin is lazy.', False)
('The squirrel is nice.', 'Erin is clever.', False)
('The squirrel is nice.', 'Erin is clever.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The bear is strong.', 'Charlie is strong.', False)
('The bear is strong.', 'Charlie is strong.', False)
('The hamster is beautiful.', 'Erin is nice.', False)
('The hamster is beautiful.', 'Erin is sad.', False)
('The falcon likes the hamster.', 'Fiona is strong.', False)
('The falcon likes the hamster.', 'Fiona is strong.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The crocodile is angry.', 'Erin is sad.', False)
('The crocodile is angry.', 'Erin is sad.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The dog is beautiful.', 'Fiona is quiet.', False)
('The crocodile visits the dog.', 'Cro is strong.', False)
('The crocodile visits the dog.', 'Cro is strong.', False)
('The rabbit is nice.', 'Alan is nice.', False)
('The rabbit is nice.', 'Alan is nice.', False)
('The dinosaur is dull.', 'Erin is bad.', False)
('The dinosaur is dull.', 'Erin is sad.', False)
('The bald eagle is fierce.', 'Charlie is fierce.', False)
('The bald eagle is fierce.', 'Charlie is fierce.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dinosaur visits the dog.', 'Erin is visits visits visits visits visits visit is visits.', False)
('The dinosaur visits the dog.', 'Erin is visits visits visits visits visits visits visits visits visits visits visits visits visits visits visits vi', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The bear is reckless.', 'Erin is reckless.', False)
('The bear is reckless.', 'Erin is reckless.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The crocodile is heavy.', 'Erin is heavy.', False)
('The mouse is lovely.', 'Erin is smart.', False)
('The mouse is lovely.', 'Erin is smart.', False)
('The bear needs the mouse.', 'Erin is heavy.', False)
('The bear needs the mouse.', 'Erin is heavy.', False)
('The rabbit is nice.', 'Erin is nice.', False)
('The rabbit is nice.', 'Erin is strong.', False)
('The bald eagle is sleepy.', 'Erin is lazy.', False)
('The bald eagle is sleepy.', 'Erin is lazy.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The bald eagle chases the squirrel.', 'Erin is strong.', False)
('The bald eagle chases the squirrel.', 'Erin is strong.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Fiona is round.', False)
('The cheetah is boring.', 'Erin is funny.', False)
('The cheetah is boring.', 'Erin is funny.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The cheetah likes the mouse.', 'Erin is funny.', False)
('The cheetah likes the mouse.', 'Erin is funny.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The wolf is strong.', 'is fierce.', False)
('The wolf is strong.', 'is fierce.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The lion likes the dog.', 'Erin is slow.', False)
('The lion likes the dog.', 'Erin is slow.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The bald eagle is angry.', 'Charlie is lazy.', False)
('The bald eagle is angry.', 'Charlie is lazy.', False)
('The snake is awful.', 'is strong.', False)
('The snake is awful.', 'is strong.', False)
('The squirrel is lovely.', 'Fiona is fur.', False)
('The squirrel is lovely.', 'is fur.', False)
('The bald eagle needs the squirrel.', 'Erin is strong.', False)
('The bald eagle needs the squirrel.', 'Erin is strong.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The wolf is rough.', 'is rough.', False)
('The wolf is rough.', 'is rough.', False)
('The tiger is big.', 'Erin is rough.', False)
('The tiger is big.', 'Erin is rough.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is quiet.', False)
('The wolf needs the rabbit.', 'is bad.', False)
('The wolf needs the rabbit.', 'is big.', False)
('The squirrel is smart.', 'Fiona is smart.', False)
('The squirrel is smart.', 'Fiona is smart.', False)
('The tiger is tired.', 'Erin is bad.', False)
('The tiger is tired.', 'Erin is bad.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cat is small.', 'Erin is small.', False)
('The cat is small.', 'Erin is small.', False)
('The tiger needs the cat.', 'Erin is bad.', False)
('The tiger needs the cat.', 'Erin is bad.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The snake is dull.', 'is slow.', False)
('The snake is dull.', 'is slow.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The mouse is adorable.', 'Erin is round.', False)
('The mouse is adorable.', 'Erin is round.', False)
('The snake sees the mouse.', 'is lazy.', False)
('The snake sees the mouse.', 'is lazy.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The falcon is rough.', 'Fiona is quiet.', False)
('The falcon is rough.', 'Fiona is quiet.', False)
('The tiger is awful.', 'Erin is sad.', False)
('The tiger is awful.', 'Erin is sad.', False)
('The squirrel is furry.', 'Fiona is quiet.', False)
('The squirrel is furry.', 'Fiona is quiet.', False)
('The falcon needs the squirrel.', 'Fiona is slow.', False)
('The falcon needs the squirrel.', 'Fiona is slow.', False)
('The cat is nice.', 'Erin is quiet.', False)
('The cat is nice.', 'Erin is quiet.', False)
('The lion is dull.', 'Erin is dull.', False)
('The lion is dull.', 'Erin is dull.', False)
('The bald eagle is big.', 'Alan is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The lion likes the squirrel.', 'Erin is slow.', False)
('The lion likes the squirrel.', 'Erin is slow.', False)
('The cat is nice.', 'Erin is nice.', False)
('The cat is nice.', 'Erin is nice.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The crocodile is big.', 'Erin is big.', False)
('The crocodile is big.', 'Erin is big.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'S is nice.', False)
('The leopard attacks the squirrel.', 'Charlie is slow.', False)
('The leopard attacks the squirrel.', 'Charlie is slow.', False)
('The rabbit is kind.', 'Erin is kind.', False)
('The rabbit is kind.', 'Erin is strong.', False)
('The crocodile is angry.', 'Erin is angry.', False)
('The crocodile is angry.', 'Erin is angry.', False)
('The bald eagle is big.', 'Alan is big.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The dog is beautiful.', 'Fiona is nice.', False)
('The crocodile chases the dog.', 'Erin is chase.', False)
('The crocodile chases the dog.', 'Erin is chase.', False)
('The rabbit is nice.', 'is nice.', False)
('The rabbit is nice.', 'is nice.', False)
('The bear is dull.', 'Fiona is slow.', False)
('The bear is dull.', 'Erin is slow.', False)
('The snake is obese.', 'Erin is heavy.', False)
('The snake is obese.', 'Erin is heavy.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The bear visits the mouse.', 'Erin is lazy.', False)
('The bear visits the mouse.', 'Erin is lazy.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bald eagle is tired.', 'Erin is sad.', False)
('The bald eagle is tired.', 'Erin is poor.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The bald eagle sees the cat.', 'Charlie is heavy.', False)
('The bald eagle sees the cat.', 'Charlie is heavy.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The lion is heavy.', 'Erin is heavy.', False)
('The mouse is small.', 'Erin is smart.', False)
('The mouse is small.', 'Erin is smart.', False)
('The dinosaur visits the mouse.', 'Erin is heavy.', False)
('The dinosaur visits the mouse.', 'Erin is heavy.', False)
