('Fiona is high.', 'Fiona is small.', False)
('Anne is thin.', 'Anne is clever.', False)
('Anne is thin.', 'Anne is clever.', False)
('Charlie is wealthy.', 'Charlie is clever.', False)
('Charlie is wealthy.', 'Charlie is clever.', False)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Fiona is high.', 'Fiona is small.', False)
('Fiona is high.', 'Fiona is small.', False)
('Dave is tiny.', 'Dave is small.', False)
('Dave is tiny.', 'Dave is small.', False)
('Gary is quiet.', 'Gary is clever.', False)
('Gary is quiet.', 'Gary is poor.', False)
('Alan is bad.', 'Alan is sad.', False)
('Alan is bad.', 'Alan is sad.', False)
('Gary is big.', 'Gary is small.', False)
('Gary is big.', 'Gary is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Erin is kind.', 'Erin is kind.', True)
('Erin is kind.', 'Erin is kind.', True)
('Bob is poor.', 'Bob is imperfect.', False)
('Bob is poor.', 'Bob is imperfect.', False)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Erin is short.', 'Erin is clever.', False)
('Erin is short.', 'Erin is clever.', False)
('Anne is quiet.', 'Anne is clever.', False)
('Anne is quiet.', 'Anne is clever.', False)
('Fiona is poor.', 'Fiona is imperfect.', False)
('Fiona is poor.', 'Fiona is imperfect.', False)
('Erin is high.', 'Erin is strong.', False)
('Erin is high.', 'Erin is strong.', False)
('Anne is tiny.', 'Anne is clever.', False)
('Anne is tiny.', 'Anne is clever.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Fiona is wealthy.', 'Fiona is clever.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Charlie is huge.', 'Charlie is strong.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Alan is nice.', 'Alan is smart.', False)
('Alan is nice.', 'Alan is smart.', False)
('Dave is rough.', 'Dave is sad.', False)
('Dave is rough.', 'Dave is sad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Bob is little.', 'Bob is clever.', False)
('Bob is little.', 'Bob is clever.', False)
('Alan is smart.', 'Alan is clever.', False)
('Alan is smart.', 'Alan is clever.', False)
('Charlie is imperfect.', 'Charlie is sad.', False)
('Charlie is imperfect.', 'Charlie is sad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Harry is little.', 'Harry is small.', False)
('Harry is little.', 'Harry is small.', False)
('Gary is nice.', 'Gary is clever.', False)
('Gary is nice.', 'Gary is clever.', False)
('Fiona is imperfect.', 'Fiona is sad.', False)
('Fiona is imperfect.', 'Fiona is sad.', False)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Dave is little.', 'Dave is small.', False)
('Dave is little.', 'Dave is small.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Harry is rough.', 'Harry is sad.', False)
('Harry is rough.', 'Harry is sad.', False)
('Alan is huge.', 'Alan is strong.', False)
('Alan is huge.', 'Alan is strong.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Gary is sad.', 'Gary is sad.', True)
('Gary is sad.', 'Gary is sad.', True)
('Fiona is huge.', 'Fiona is small.', False)
('Fiona is huge.', 'Fiona is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Harry is clever.', 'Harry is clever.', True)
('Harry is clever.', 'Harry is clever.', True)
('Anne is poor.', 'Anne is sad.', False)
('Anne is poor.', 'Anne is sad.', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Gary is little.', 'Gary is small.', False)
('Gary is little.', 'Gary is small.', False)
('Anne is quiet.', 'Anne is kind.', False)
('Anne is quiet.', 'Anne is kind.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Harry is heavy.', 'Harry is strong.', False)
('Harry is heavy.', 'Harry is strong.', False)
('Erin is thin.', 'Erin is small.', False)
('Erin is thin.', 'Erin is small.', False)
('Gary is kind.', 'Gary is kind.', True)
('Gary is kind.', 'Gary is kind.', True)
('Bob is dull.', 'Bob is sad.', False)
('Bob is dull.', 'Bob is sad.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Anne is kind.', 'Anne is kind.', True)
('Anne is kind.', 'Anne is kind.', True)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is bad.', False)
('Harry is big.', 'Harry is strong.', False)
('Harry is big.', 'Harry is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is high.', 'Erin is strong.', False)
('Erin is high.', 'Erin is strong.', False)
('Anne is short.', 'Anne is small.', False)
('Anne is short.', 'Anne is small.', False)
('Alan is clever.', 'Alan is clever.', True)
('Alan is clever.', 'Alan is clever.', True)
('Harry is bad.', 'Harry is sad.', False)
('Harry is bad.', 'Harry is sad.', False)
('Alan is huge.', 'Alan is small.', False)
('Alan is huge.', 'Alan is small.', False)
('Harry is little.', 'Harry is small.', False)
('Harry is little.', 'Harry is clever.', False)
('Anne is nice.', 'Anne is clever.', False)
('Anne is nice.', 'Anne is clever.', False)
('Bob is bad.', 'Bob is imperfect.', False)
('Bob is bad.', 'Bob is imperfect.', False)
('Alan is high.', 'Alan is strong.', False)
('Alan is high.', 'Alan is strong.', False)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Gary is wealthy.', 'Gary is clever.', False)
('Gary is wealthy.', 'Gary is clever.', False)
('Bob is bad.', 'Bob is dull.', False)
('Bob is bad.', 'Bob is dull.', False)
('Erin is huge.', 'Erin is small.', False)
('Erin is huge.', 'Erin is strong.', False)
('Fiona is tiny.', 'Fiona is small.', False)
('Fiona is tiny.', 'Fiona is small.', False)
('Alan is nice.', 'Alan is kind.', False)
('Alan is nice.', 'Alan is kind.', False)
('Dave is dull.', 'Dave is bad.', False)
('Dave is dull.', 'Dave is bad.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Anne is tiny.', 'Anne is small.', False)
('Anne is tiny.', 'Anne is small.', False)
('Gary is kind.', 'Gary is clever.', False)
('Gary is kind.', 'Gary is clever.', False)
('Dave is poor.', 'Dave is imperfect.', False)
('Dave is poor.', 'Dave is imperfect.', False)
('Harry is heavy.', 'Harry is small.', False)
('Harry is heavy.', 'Harry is small.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Alan is smart.', 'Alan is kind.', False)
('Alan is smart.', 'Alan is kind.', False)
('Anne is imperfect.', 'Anne is sad.', False)
('Anne is imperfect.', 'Anne is sad.', False)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Gary is little.', 'Gary is strong.', False)
('Gary is little.', 'Gary is strong.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Fiona is imperfect.', 'Fiona is sad.', False)
('Fiona is imperfect.', 'Fiona is sad.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Charlie is wealthy.', 'Charlie is     is     is   ', False)
('Charlie is wealthy.', 'Charlie is    people is    people is   .', False)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Dave is short.', 'Dave is small.', False)
('Dave is short.', 'Dave is small.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Erin is bad.', 'Erin is sad.', False)
('Erin is bad.', 'Erin is sad.', False)
('Harry is big.', 'Harry is strong.', False)
('Harry is big.', 'Harry is strong.', False)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Anne is smart.', 'Anne is clever.', False)
('Anne is smart.', 'Anne is clever.', False)
('Bob is bad.', 'Bob is sad.', False)
('Bob is bad.', 'Bob is sad.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Anne is thin.', 'Anne is small.', False)
('Anne is thin.', 'Anne is small.', False)
('Bob is kind.', 'Bob is kind.', True)
('Bob is kind.', 'Bob is kind.', True)
('Charlie is poor.', 'Charlie is imperfect.', False)
('Charlie is poor.', 'Charlie is imperfect.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Harry is kind.', 'Harry is kind.', True)
('Harry is kind.', 'Harry is kind.', True)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Harry is kind.', 'Harry is clever.', False)
('Harry is kind.', 'Harry is clever.', False)
('Erin is bad.', 'Erin is sad.', False)
('Erin is bad.', 'Erin is sad.', False)
('Harry is heavy.', 'Harry is strong.', False)
('Harry is heavy.', 'Harry is strong.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Gary is quiet.', 'Gary is     and is     is   ', False)
('Gary is quiet.', 'Gary is     and and  is    and and', False)
('Fiona is sad.', 'Fiona is sad.', True)
('Fiona is sad.', 'Fiona is sad.', True)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Harry is little.', 'Harry is small.', False)
('Harry is little.', 'Harry is clever.', False)
('Charlie is kind.', 'Charlie is clever.', False)
('Charlie is kind.', 'Charlie is clever.', False)
('Bob is poor.', 'Bob is sad.', False)
('Bob is poor.', 'Bob is sad.', False)
('Anne is heavy.', 'Anne is strong.', False)
('Anne is heavy.', 'Anne is strong.', False)
('Alan is little.', 'Alan is small.', False)
('Alan is little.', 'Alan is small.', False)
('Gary is kind.', 'Gary is clever.', False)
('Gary is kind.', 'Gary is clever.', False)
('Dave is bad.', 'Dave is sad.', False)
('Dave is bad.', 'Dave is sad.', False)
('Bob is huge.', 'Bob is strong.', False)
('Bob is huge.', 'Bob is strong.', False)
('Charlie is little.', 'Charlie is clever.', False)
('Charlie is little.', 'Charlie is clever.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Harry is imperfect.', 'Harry is imperfect.', True)
('Harry is imperfect.', 'Harry is poor.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Gary is thin.', 'Gary is small.', False)
('Gary is thin.', 'Gary is small.', False)
('Dave is nice.', 'Dave is clever.', False)
('Dave is nice.', 'Dave is clever.', False)
('Harry is imperfect.', 'Harry is sad.', False)
('Harry is imperfect.', 'Harry is sad.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Charlie is nice.', 'Charlie is clever.', False)
('Charlie is nice.', 'Charlie is clever.', False)
('Bob is bad.', 'Bob is poor.', False)
('Bob is bad.', 'Bob is poor.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Fiona is little.', 'Fiona is small.', False)
('Fiona is little.', 'Fiona is small.', False)
('Bob is quiet.', 'Bob is clever.', False)
('Bob is quiet.', 'Bob is clever.', False)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is tiny.', 'Erin is small.', False)
('Erin is tiny.', 'Erin is small.', False)
('Charlie is wealthy.', 'Charlie is clever.', False)
('Charlie is wealthy.', 'Charlie is clever.', False)
('Gary is sad.', 'Gary is sad.', True)
('Gary is sad.', 'Gary is sad.', True)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Charlie is tiny.', 'Charlie is small.', False)
('Charlie is tiny.', 'Charlie is small.', False)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is strong.', 'Fiona is strong.', True)
('Fiona is strong.', 'Fiona is strong.', True)
('Gary is short.', 'Gary is strong.', False)
('Gary is short.', 'Gary is strong.', False)
('Anne is quiet.', 'Anne is kind.', False)
('Anne is quiet.', 'Anne is kind.', False)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Dave is huge.', 'Dave is strong.', False)
('Dave is huge.', 'Dave is strong.', False)
('Harry is short.', 'Harry is small.', False)
('Harry is short.', 'Harry is small.', False)
('Charlie is smart.', 'Charlie is clever.', False)
('Charlie is smart.', 'Charlie is clever.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Erin is huge.', 'Erin is clever.', False)
('Erin is huge.', 'Erin is strong.', False)
('Bob is short.', 'Bob is clever.', False)
('Bob is short.', 'Bob is clever.', False)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Gary is heavy.', 'Gary is clever.', False)
('Gary is heavy.', 'Gary is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Dave is clever.', 'Dave is clever.', True)
('Dave is clever.', 'Dave is clever.', True)
('Charlie is poor.', 'Charlie is imperfect.', False)
('Charlie is poor.', 'Charlie is imperfect.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Gary is thin.', 'Gary is small.', False)
('Gary is thin.', 'Gary is small.', False)
('Bob is wealthy.', 'Bob is clever.', False)
('Bob is wealthy.', 'Bob is clever.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Fiona is rough.', 'Fiona is sad.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Bob is short.', 'Bob is small.', False)
('Bob is short.', 'Bob is small.', False)
('Harry is wealthy.', 'Harry is clever.', False)
('Harry is wealthy.', 'Harry is clever.', False)
('Anne is rough.', 'Anne is dull.', False)
('Anne is rough.', 'Anne is dull.', False)
('Gary is huge.', 'Gary is small.', False)
('Gary is huge.', 'Gary is small.', False)
('Harry is tiny.', 'Harry is small.', False)
('Harry is tiny.', 'Harry is small.', False)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Gary is short.', 'Gary is small.', False)
('Gary is short.', 'Gary is small.', False)
('Alan is quiet.', 'Alan is clever.', False)
('Alan is quiet.', 'Alan is clever.', False)
('Anne is sad.', 'Anne is sad.', True)
('Anne is sad.', 'Anne is sad.', True)
('Dave is huge.', 'Dave is strong.', False)
('Dave is huge.', 'Dave is strong.', False)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Erin is wealthy.', 'Erin is kind.', False)
('Erin is wealthy.', 'Erin is kind.', False)
('Anne is poor.', 'Anne is imperfect.', False)
('Anne is poor.', 'Anne is imperfect.', False)
('Harry is huge.', 'Harry is strong.', False)
('Harry is huge.', 'Harry is strong.', False)
('Fiona is little.', 'Fiona is clever.', False)
('Fiona is little.', 'Fiona is clever.', False)
('Erin is smart.', 'Erin is clever.', False)
('Erin is smart.', 'Erin is clever.', False)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Anne is imperfect.', 'Anne is imperfect.', True)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Bob is little.', 'Bob is clever.', False)
('Bob is little.', 'Bob is clever.', False)
('Alan is smart.', 'Alan is clever.', False)
('Alan is smart.', 'Alan is clever.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Harry is high.', 'Harry is small.', False)
('Harry is high.', 'Harry is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Fiona is short.', 'Fiona is small.', False)
('Anne is nice.', 'Anne is clever.', False)
('Anne is nice.', 'Anne is poor.', False)
('Erin is rough.', 'Erin is imperfect.', False)
('Erin is rough.', 'Erin is imperfect.', False)
('Erin is heavy.', 'Erin is strong.', False)
('Erin is heavy.', 'Erin is strong.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Anne is nice.', 'Anne is clever.', False)
('Anne is nice.', 'Anne is clever.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Bob is tiny.', 'Bob is small.', False)
('Bob is tiny.', 'Bob is small.', False)
('Alan is clever.', 'Alan is clever.', True)
('Alan is clever.', 'Alan is clever.', True)
('Gary is bad.', 'Gary is sad.', False)
('Gary is bad.', 'Gary is sad.', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Anne is little.', 'Anne is small.', False)
('Anne is little.', 'Anne is small.', False)
('Gary is smart.', 'Gary is kind.', False)
('Gary is smart.', 'Gary is kind.', False)
('Harry is dull.', 'Harry is dull.', True)
('Harry is dull.', 'Harry is dull.', True)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Dave is small.', 'Dave is small.', True)
('Dave is small.', 'Dave is small.', True)
('Bob is quiet.', 'Bob is clever.', False)
('Bob is quiet.', 'Bob is clever.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Erin is small.', 'Erin is small.', True)
('Erin is small.', 'Erin is small.', True)
('Bob is clever.', 'Bob is clever.', True)
('Bob is clever.', 'Bob is clever.', True)
('Charlie is poor.', 'Charlie is sad.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Harry is high.', 'Harry is strong.', False)
('Harry is high.', 'Harry is strong.', False)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Gary is kind.', 'Gary is kind.', True)
('Gary is kind.', 'Gary is kind.', True)
('Anne is poor.', 'Anne is dull.', False)
('Anne is poor.', 'Anne is rough.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Dave is thin.', 'Dave is small.', False)
('Dave is thin.', 'Dave is small.', False)
('Charlie is quiet.', 'Charlie is clever.', False)
('Charlie is quiet.', 'Charlie is clever.', False)
('Harry is dull.', 'Harry is sad.', False)
('Harry is dull.', 'Harry is sad.', False)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Bob is short.', 'Bob is small.', False)
('Bob is short.', 'Bob is small.', False)
('Harry is clever.', 'Harry is clever.', True)
('Harry is clever.', 'Harry is clever.', True)
('Gary is dull.', 'Gary is dull.', True)
('Gary is dull.', 'Gary is dull.', True)
('Dave is strong.', 'Dave is strong.', True)
('Dave is strong.', 'Dave is strong.', True)
('Fiona is small.', 'Fiona is small.', True)
('Fiona is small.', 'Fiona is small.', True)
('Alan is clever.', 'Alan is clever.', True)
('Alan is clever.', 'Alan is clever.', True)
('Harry is poor.', 'Harry is sad.', False)
('Harry is poor.', 'Harry is sad.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Charlie is thin.', 'Charlie is small.', False)
('Charlie is thin.', 'Charlie is clever.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Erin is imperfect.', 'Erin is imperfect.', True)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Anne is thin.', 'Anne is small.', False)
('Anne is thin.', 'Anne is small.', False)
('Charlie is clever.', 'Charlie is clever.', True)
('Charlie is clever.', 'Charlie is clever.', True)
('Bob is imperfect.', 'Bob is bad.', False)
('Bob is imperfect.', 'Bob is bad.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is strong.', False)
('Charlie is short.', 'Charlie is small.', False)
('Charlie is short.', 'Charlie is small.', False)
('Anne is quiet.', 'Anne is clever.', False)
('Anne is quiet.', 'Anne is clever.', False)
('Erin is bad.', 'Erin is sad.', False)
('Erin is bad.', 'Erin is sad.', False)
('Charlie is huge.', 'Charlie is small.', False)
('Charlie is huge.', 'Charlie is small.', False)
('Bob is little.', 'Bob is small.', False)
('Bob is little.', 'Bob is small.', False)
('Erin is wealthy.', 'Erin is kind.', False)
('Erin is wealthy.', 'Erin is kind.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Erin is heavy.', 'Erin is strong.', False)
('Erin is heavy.', 'Erin is strong.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Bob is wealthy.', 'Bob is kind.', False)
('Anne is sad.', 'Anne is sad.', True)
('Anne is sad.', 'Anne is sad.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Charlie is small.', 'Charlie is small.', True)
('Charlie is small.', 'Charlie is small.', True)
('Erin is smart.', 'Erin is kind.', False)
('Erin is smart.', 'Erin is kind.', False)
('Harry is rough.', 'Harry is bad.', False)
('Harry is rough.', 'Harry is bad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Alan is little.', 'Alan is small.', False)
('Alan is little.', 'Alan is small.', False)
('Fiona is wealthy.', 'Fiona is kind.', False)
('Fiona is wealthy.', 'Fiona is kind.', False)
('Dave is sad.', 'Dave is sad.', True)
('Dave is sad.', 'Dave is sad.', True)
('Alan is high.', 'Alan is strong.', False)
('Alan is high.', 'Alan is strong.', False)
('Dave is thin.', 'Dave is small.', False)
('Dave is thin.', 'Dave is small.', False)
('Gary is nice.', 'Gary is clever.', False)
('Gary is nice.', 'Gary is clever.', False)
('Anne is dull.', 'Anne is dull.', True)
('Anne is dull.', 'Anne is dull.', True)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Harry is wealthy.', 'Harry is kind.', False)
('Harry is wealthy.', 'Harry is kind.', False)
('Alan is imperfect.', 'Alan is sad.', False)
('Alan is imperfect.', 'Alan is sad.', False)
('Bob is huge.', 'Bob is strong.', False)
('Bob is huge.', 'Bob is strong.', False)
('Harry is short.', 'Harry is small.', False)
('Harry is short.', 'Harry is small.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Dave is quiet.', 'Dave is clever.', False)
('Gary is sad.', 'Gary is sad.', True)
('Gary is sad.', 'Gary is sad.', True)
('Gary is huge.', 'Gary is strong.', False)
('Gary is huge.', 'Gary is strong.', False)
('Fiona is little.', 'Fiona is clever.', False)
('Fiona is little.', 'Fiona is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Erin is quiet.', 'Erin is clever.', False)
('Charlie is imperfect.', 'Charlie is sad.', False)
('Charlie is imperfect.', 'Charlie is sad.', False)
('Bob is heavy.', 'Bob is strong.', False)
('Bob is heavy.', 'Bob is strong.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Fiona is thin.', 'Fiona is small.', False)
('Alan is smart.', 'Alan is smart.', True)
('Alan is smart.', 'Alan is smart.', True)
('Erin is dull.', 'Erin is sad.', False)
('Erin is dull.', 'Erin is sad.', False)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Bob is thin.', 'Bob is clever.', False)
('Bob is thin.', 'Bob is clever.', False)
('Charlie is quiet.', 'Charlie is clever.', False)
('Charlie is quiet.', 'Charlie is clever.', False)
('Alan is bad.', 'Alan is dull.', False)
('Alan is bad.', 'Alan is dull.', False)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Gary is tiny.', 'Gary is small.', False)
('Gary is tiny.', 'Gary is small.', False)
('Harry is clever.', 'Harry is clever.', True)
('Harry is clever.', 'Harry is clever.', True)
('Bob is rough.', 'Bob is dull.', False)
('Bob is rough.', 'Bob is dull.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Gary is thin.', 'Gary is small.', False)
('Gary is thin.', 'Gary is small.', False)
('Charlie is nice.', 'Charlie is kind.', False)
('Charlie is nice.', 'Charlie is kind.', False)
('Dave is poor.', 'Dave is sad.', False)
('Dave is poor.', 'Dave is sad.', False)
('Bob is huge.', 'Bob is small.', False)
('Bob is huge.', 'Bob is high.', False)
('Harry is small.', 'Harry is small.', True)
('Harry is small.', 'Harry is small.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Fiona is clever.', 'Fiona is clever.', True)
('Charlie is dull.', 'Charlie is sad.', False)
('Charlie is dull.', 'Charlie is sad.', False)
('Erin is huge.', 'Erin is strong.', False)
('Erin is huge.', 'Erin is strong.', False)
('Bob is little.', 'Bob is clever.', False)
('Bob is little.', 'Bob is clever.', False)
('Gary is kind.', 'Gary is clever.', False)
('Gary is kind.', 'Gary is clever.', False)
('Charlie is bad.', 'Charlie is imperfect.', False)
('Charlie is bad.', 'Charlie is imperfect.', False)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Bob is tiny.', 'Bob is small.', False)
('Bob is tiny.', 'Bob is small.', False)
('Gary is nice.', 'Gary is kind.', False)
('Gary is nice.', 'Gary is kind.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Alan is big.', 'Alan is strong.', False)
('Alan is big.', 'Alan is strong.', False)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is small.', True)
('Gary is quiet.', 'Gary is clever.', False)
('Gary is quiet.', 'Gary is clever.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Charlie is bad.', 'Charlie is sad.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Dave is heavy.', 'Dave is strong.', False)
('Alan is thin.', 'Alan is small.', False)
('Alan is thin.', 'Alan is small.', False)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Gary is dull.', 'Gary is bad.', False)
('Gary is dull.', 'Gary is bad.', False)
