('Fiona is high.', 'The lion is lion is lion is lion is lion is lio', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Erin is tiny.', 'The lion is short.', False)
('Erin is tiny.', 'The lion is short.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is little.', 'The lion is dull.', False)
('Erin is little.', 'The bald eagle is small.', False)
('Anne is kind.', 'The lion is kind.', False)
('Anne is kind.', 'The lion is kind.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Anne is tiny.', 'The lion is small.', False)
('Anne is tiny.', 'The lion is small.', False)
('Bob is smart.', 'The dog is smart.', False)
('Bob is smart.', 'The Bob is smart.', False)
('Erin is rough.', 'The lion is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Harry is high.', 'The bald eagle is high.', False)
('Harry is high.', 'The Harry is high.', False)
('Fiona is small.', 'The ficon is small.', False)
('Fiona is small.', 'The ficon is small.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Dave is sad.', 'The dinosaur is big.', False)
('Dave is sad.', 'The dinosaur is big.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Anne is thin.', 'The lion is thin.', False)
('Anne is thin.', 'The lion is thin.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Bob is dull.', 'The bear is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The bear is big.', False)
('Harry is thin.', 'The lion is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Charlie is short.', 'The wolf is wolf is wolf is wolf is a wol', False)
('Charlie is short.', 'The Charlie is short.', False)
('Fiona is clever.', 'The lion is wealthy.', False)
('Fiona is clever.', 'The lion is wealthy.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Erin is clever.', 'The lion is nice.', False)
('Erin is clever.', 'The lion is nice.', False)
('Bob is imperfect.', 'The bear is imperfect.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Fiona is high.', 'The lion is high.', False)
('Fiona is high.', 'The lion is high.', False)
('Erin is tiny.', 'The lion is bald eagle is adorable.', False)
('Erin is tiny.', 'The lion is erinagle is adorable.', False)
('Bob is wealthy.', 'The bear is wealthy.', False)
('Bob is wealthy.', 'The Bob is nice.', False)
('Alan is rough.', 'The lion is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is high.', 'The bald eagle is big.', False)
('Alan is high.', 'The Alan is big.', False)
('Anne is thin.', 'The lion is dull.', False)
('Anne is thin.', 'The lion is dull.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Fiona is high.', 'The ficon is big.', False)
('Fiona is high.', 'The lion is big.', False)
('Dave is tiny.', 'The Dave is wealthy.', False)
('Dave is tiny.', 'The Dave is wealthy.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Fiona is little.', 'The lion is wealthy.', False)
('Fiona is little.', 'The lion is wealthy.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The bear is big.', False)
('Erin is short.', 'The lion is small.', False)
('Erin is short.', 'The lion is small.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Fiona is poor.', 'The lion is awful.', False)
('Fiona is poor.', 'The lion is awful.', False)
('Erin is high.', 'The lion is strong.', False)
('Erin is high.', 'The lion is strong.', False)
('Anne is tiny.', 'The lion is small.', False)
('Anne is tiny.', 'The lion is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Gary is tiny.', 'The bald eagle is short.', False)
('Gary is tiny.', 'The bald eagle is short.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Bob is little.', 'The Bob is cute.', False)
('Bob is little.', 'The Bob is cute.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Dave is high.', 'The Dave is high.', False)
('Dave is high.', 'The Dave is high.', False)
('Harry is little.', 'The lion is short.', False)
('Harry is little.', 'The lion is short.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Fiona is imperfect.', 'The falcon is imperfect.', False)
('Fiona is imperfect.', 'The falcon is imperfect.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Dave is little.', 'The Dave is person is person is person is person is person.', False)
('Dave is little.', 'The Dave is person is person is person is person is person.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Harry is small.', 'The lion is small.', False)
('Harry is small.', 'The lion is small.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Gary is sad.', 'The Gary is sad.', False)
('Gary is sad.', 'The Gary is sad.', False)
('Fiona is huge.', 'The ficon is heavy.', False)
('Fiona is huge.', 'The ficon is heavy.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Gary is little.', 'The bald eagle is short.', False)
('Gary is little.', 'The bald eagle is short.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Erin is thin.', 'The lion is thin.', False)
('Erin is thin.', 'The lion is thin.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Bob is dull.', 'The dinosaur is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Anne is kind.', 'The lion is kind.', False)
('Anne is kind.', 'The lion is kind.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Fiona is kind.', 'The falcon is kind.', False)
('Fiona is kind.', 'The falcon is kind.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Erin is high.', 'The lion is strong.', False)
('Anne is short.', 'The lion is short.', False)
('Anne is short.', 'The lion is short.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Harry is bad.', 'The lion is bad.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Alan is huge.', 'The lion is big.', False)
('Alan is huge.', 'The bald eagle is big.', False)
('Harry is little.', 'The lion is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Bob is bad.', 'The dinosaur is bad.', False)
('Bob is bad.', 'The Bob is bad.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The lion is small.', False)
('Gary is wealthy.', 'The bald eagle is quiet.', False)
('Gary is wealthy.', 'The bald eagle is quiet.', False)
('Bob is bad.', 'The lion is bad.', False)
('Bob is bad.', 'The bald eagle is bad.', False)
('Erin is huge.', 'The lion is heavy.', False)
('Erin is huge.', 'The lion is heavy.', False)
('Fiona is tiny.', 'The ficon is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Dave is dull.', 'The dinosaur is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Anne is tiny.', 'The lion is small.', False)
('Anne is tiny.', 'The lion is small.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Gary is little.', 'The bald eagle is short.', False)
('Gary is little.', 'The bald eagle is short.', False)
('Bob is wealthy.', 'The Bob is kind.', False)
('Bob is wealthy.', 'The Bob is kind.', False)
('Fiona is imperfect.', 'The falcon is imperfect.', False)
('Fiona is imperfect.', 'The falcon is imperfect.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Bob is sad.', 'The bear is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The bear is big.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Charlie is wealthy.', 'The Charlie is kind.', False)
('Erin is bad.', 'The lion is bad.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Fiona is small.', 'The ficon is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Anne is smart.', 'The lion is big.', False)
('Anne is smart.', 'The lion is smart.', False)
('Bob is bad.', 'The Bob is bad.', False)
('Bob is bad.', 'The Bob is bad.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Anne is thin.', 'The lion is a lion is a lion is a lio', False)
('Anne is thin.', 'The lion is bald eagle is dull.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Harry is kind.', 'The lion is kind.', False)
('Harry is kind.', 'The lion is kind.', False)
('Alan is sad.', 'The lion is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Harry is heavy.', 'The lion is heavy.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Alan is little.', 'The Alan is heavy.', False)
('Alan is little.', 'The Alan is heavy.', False)
('Gary is kind.', 'The bald eagle is heavy.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Bob is huge.', 'The bear is big.', False)
('Bob is huge.', 'The bear is big.', False)
('Charlie is little.', 'The wolf is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Harry is imperfect.', 'The lion is imperfect.', False)
('Harry is imperfect.', 'The lion is imperfect.', False)
('Anne is high.', 'The lion is high.', False)
('Anne is high.', 'The lion is high.', False)
('Gary is thin.', 'The bald eagle is short.', False)
('Gary is thin.', 'The bald eagle is short.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Fiona is short.', 'The ficon is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Bob is bad.', 'The bear is bad.', False)
('Bob is bad.', 'The bear is bad.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Fiona is little.', 'The ficon is wealthy.', False)
('Fiona is little.', 'The lion is wealthy.', False)
('Bob is quiet.', 'The bear is quiet.', False)
('Bob is quiet.', 'The bear is quiet.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is tiny.', 'The lion is tiger is small.', False)
('Erin is tiny.', 'The lion is tiger is small.', False)
('Charlie is wealthy.', 'The Charlie is quiet.', False)
('Charlie is wealthy.', 'The Charlie is quiet.', False)
('Gary is sad.', 'The Gary is sad.', False)
('Gary is sad.', 'The Gary is sad.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Dave is clever.', 'The dinosaur is smart.', False)
('Dave is clever.', 'The dinosaur is smart.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Gary is short.', 'The bald eagle is short.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Bob is sad.', 'The dinosaur is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Dave is huge.', 'The dinosaur is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Harry is short.', 'The Harry is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Fiona is rough.', 'The ficon is rough.', False)
('Fiona is rough.', 'The ficon is rough.', False)
('Erin is huge.', 'The bald eagle is strong.', False)
('Erin is huge.', 'The lion is strong.', False)
('Bob is short.', 'The bob is short.', False)
('Bob is short.', 'The Bob is short.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Bob is wealthy.', 'The bald eagle is quiet.', False)
('Bob is wealthy.', 'The bald eagle is quiet.', False)
('Fiona is rough.', 'The ficon is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Bob is short.', 'The Bob is short.', False)
('Bob is short.', 'The Bob is short.', False)
('Harry is wealthy.', 'The Harry is quiet.', False)
('Harry is wealthy.', 'The Harry is quiet.', False)
('Anne is rough.', 'The lion is rough.', False)
('Anne is rough.', 'The lion is rough.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Harry is tiny.', 'The lion is bald eagle is small.', False)
('Harry is tiny.', 'The lion is bald eagle is small.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Bob is strong.', 'The bald eagle is strong.', False)
('Bob is strong.', 'The bear is strong.', False)
('Gary is short.', 'The bald eagle is wealthy.', False)
('Gary is short.', 'The bald eagle is wealthy.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Anne is sad.', 'The lion is sad.', False)
('Anne is sad.', 'The lion is sad.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The bald eagle is wealthy.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Harry is huge.', 'The lion is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Fiona is little.', 'The ficon is beautiful.', False)
('Fiona is little.', 'The lion is lion is lion is lion is lion is lio', False)
('Erin is smart.', 'The bald eagle is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Bob is little.', 'The Bob is small.', False)
('Bob is little.', 'The Bob is small.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Harry is high.', 'The Harry is high.', False)
('Harry is high.', 'The Harry is strong.', False)
('Fiona is short.', 'The ficon is short.', False)
('Fiona is short.', 'The ficon is short.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Anne is nice.', 'The lion is nice.', False)
('Anne is nice.', 'The lion is nice.', False)
('Fiona is dull.', 'The ficon is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Anne is high.', 'The lion is high.', False)
('Anne is high.', 'The lion is high.', False)
('Bob is tiny.', 'The bald eagle is slow.', False)
('Bob is tiny.', 'The Bob is slow.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Gary is bad.', 'The Gary is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Anne is little.', 'The lion is short.', False)
('Anne is little.', 'The lion is short.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Bob is quiet.', 'The bear is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Anne is big.', 'The lion is big.', False)
('Anne is big.', 'The lion is big.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Bob is clever.', 'The Bob is quiet.', False)
('Bob is clever.', 'The Bob is quiet.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Harry is high.', 'The Harry is strong.', False)
('Harry is high.', 'The Harry is nice.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Gary is kind.', 'The bald eagle is kind.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is poor.', 'The lion is poor.', False)
('Anne is high.', 'The lion is strong.', False)
('Anne is high.', 'The lion is strong.', False)
('Dave is thin.', 'The dinosaur is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Charlie is quiet.', 'The wolf is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Harry is dull.', 'The lion is dull.', False)
('Harry is dull.', 'The lion is dull.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Bob is short.', 'The bob is small.', False)
('Bob is short.', 'The Bob is small.', False)
('Harry is clever.', 'The lion is big.', False)
('Harry is clever.', 'The lion is smart.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Fiona is small.', 'The ficon is small.', False)
('Fiona is small.', 'The ficon is small.', False)
('Alan is clever.', 'The Alan is small.', False)
('Alan is clever.', 'The Alan is small.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Anne is high.', 'The lion is high.', False)
('Anne is high.', 'The lion is high.', False)
('Charlie is thin.', 'The Charlie is beautiful.', False)
('Charlie is thin.', 'The Charlie is beautiful.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Erin is imperfect.', 'The lion is imperfect.', False)
('Erin is imperfect.', 'The lion is imperfect.', False)
('Dave is high.', 'The dinosaur is strong.', False)
('Dave is high.', 'The dinosaur is strong.', False)
('Anne is thin.', 'The lion is dull.', False)
('Anne is thin.', 'The lion is dull.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Bob is imperfect.', 'The Bob is imperfect.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Dave is big.', 'The dinosaur is big.', False)
('Charlie is short.', 'The wolf is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Anne is quiet.', 'The lion is quiet.', False)
('Erin is bad.', 'The lion is bad.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Charlie is huge.', 'The bald eagle is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Bob is little.', 'The lion is small.', False)
('Bob is little.', 'The bald eagle is small.', False)
('Erin is wealthy.', 'The bald eagle is quiet.', False)
('Erin is wealthy.', 'The bald eagle is quiet.', False)
('Fiona is poor.', 'The falcon is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is dull.', False)
('Bob is wealthy.', 'The Bob is wealthy.', False)
('Bob is wealthy.', 'The Bob is wealthy.', False)
('Anne is sad.', 'The lion is sad.', False)
('Anne is sad.', 'The lion is sad.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The bald eagle is smart.', False)
('Harry is rough.', 'The lion is rough.', False)
('Harry is rough.', 'The lion is rough.', False)
('Bob is strong.', 'The bear is strong.', False)
('Bob is strong.', 'The bear is strong.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Fiona is wealthy.', 'The lion is kind.', False)
('Fiona is wealthy.', 'The lion is kind.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Alan is high.', 'The lion is big.', False)
