('Fiona is big.', 'The lion is poor.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Bob is kind.', 'The dog is bad.', False)
('Bob is kind.', 'The dog is rough.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Charlie is big.', 'The Charlie is small.', False)
('Charlie is big.', 'The Charlie is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Anne is quiet.', 'The bald eagle is sad.', False)
('Anne is quiet.', 'The bald eagle is sad.', False)
('Alan is bad.', 'The Alan is big.', False)
('Alan is bad.', 'The Alan is big.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is big.', False)
('Fiona is short.', 'The falcon is big.', False)
('Fiona is short.', 'The falcon is big.', False)
('Erin is wealthy.', 'The lion is big.', False)
('Erin is wealthy.', 'The lion is big.', False)
('Harry is imperfect.', 'The Harry is wealthy.', False)
('Harry is imperfect.', 'The Harry is wealthy.', False)
('Gary is big.', 'The dog is sad.', False)
('Gary is big.', 'The dog is sad.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Dave is clever.', 'The Dave is small.', False)
('Dave is clever.', 'The Dave is small.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Bob is sad.', 'The dog is sad.', False)
('Alan is high.', 'The Alan is big.', False)
('Alan is high.', 'The Alan is big.', False)
('Anne is short.', 'The bald eagle is sad.', False)
('Anne is short.', 'The bald eagle is sad.', False)
('Harry is nice.', 'The Harry is sad.', False)
('Harry is nice.', 'The Harry is sad.', False)
('Gary is imperfect.', 'The dog is small.', False)
('Gary is imperfect.', 'The dog is small.', False)
('Fiona is strong.', 'The lion is small.', False)
('Fiona is strong.', 'The lion is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Bob is rough.', 'The dog is small.', False)
('Bob is rough.', 'The dog is small.', False)
('Harry is huge.', 'The Harry is sad.', False)
('Harry is huge.', 'The Harry is sad.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Charlie is kind.', 'The Charlie is small.', False)
('Charlie is kind.', 'The Charlie is small.', False)
('Bob is sad.', 'The dog is small.', False)
('Bob is sad.', 'The dog is small.', False)
('Erin is high.', 'The lion is high.', False)
('Erin is high.', 'The lion is high.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Alan is nice.', 'The Alan is small.', False)
('Alan is nice.', 'The Alan is small.', False)
('Harry is rough.', 'The Harry is nice.', False)
('Harry is rough.', 'The Harry is sad.', False)
('Charlie is heavy.', 'The Charlie is poor.', False)
('Charlie is heavy.', 'The Charlie is poor.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Anne is smart.', 'The bald eagle is poor.', False)
('Anne is smart.', 'The bald eagle is poor.', False)
('Bob is poor.', 'The Bob is small.', False)
('Bob is poor.', 'The dog is small.', False)
('Gary is heavy.', 'The dog is smart.', False)
('Gary is heavy.', 'The dog is smart.', False)
('Anne is small.', 'The bald eagle is nice.', False)
('Anne is small.', 'The bald eagle is nice.', False)
('Erin is nice.', 'The lion is bad.', False)
('Erin is nice.', 'The lion is bad.', False)
('Dave is dull.', 'The Dave is nice.', False)
('Dave is dull.', 'The Dave is nice.', False)
('Harry is strong.', 'The Harry is small.', False)
('Harry is strong.', 'The Harry is small.', False)
('Erin is thin.', 'The bald eagle is small.', False)
('Erin is thin.', 'The bald eagle is small.', False)
('Dave is quiet.', 'The Dave is big.', False)
('Dave is quiet.', 'The Dave is big.', False)
('Gary is sad.', 'The dog is small.', False)
('Gary is sad.', 'The dog is small.', False)
('Bob is high.', 'The dog is small.', False)
('Bob is high.', 'The dog is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Gary is wealthy.', 'The dog is small.', False)
('Gary is wealthy.', 'The dog is sad.', False)
('Erin is sad.', 'The bald eagle is small.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Gary is strong.', 'The dog is sad.', False)
('Gary is strong.', 'The dog is sad.', False)
('Bob is thin.', 'The dog is small.', False)
('Bob is thin.', 'The dog is small.', False)
('Erin is clever.', 'The lion is bad.', False)
('Erin is clever.', 'The lion is bad.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Erin is big.', 'The lion is poor.', False)
('Erin is big.', 'The lion is poor.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Gary is poor.', 'The dog is small.', False)
('Gary is poor.', 'The dog is small.', False)
('Bob is big.', 'Thebob is poor.', False)
('Bob is big.', 'The dog is poor.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Harry is kind.', 'The Harry is small.', False)
('Harry is kind.', 'The Harry is small.', False)
('Gary is poor.', 'The dog is small.', False)
('Gary is poor.', 'The dog is small.', False)
('Erin is strong.', 'The lion is sad.', False)
('Erin is strong.', 'The lion is sad.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Bob is huge.', 'Thebob is sad.', False)
('Bob is huge.', 'The dog is sad.', False)
('Gary is short.', 'The dog is rough.', False)
('Gary is short.', 'The dog is rough.', False)
('Anne is nice.', 'The bald eagle is poor.', False)
('Anne is nice.', 'The bald eagle is poor.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Fiona is high.', 'The falcon is heavy.', False)
('Gary is tiny.', 'The dog is high.', False)
('Gary is tiny.', 'The dog is high.', False)
('Erin is smart.', 'The lion is sad.', False)
('Erin is smart.', 'The lion is sad.', False)
('Dave is rough.', 'The Dave is big.', False)
('Dave is rough.', 'The dog is strong.', False)
('Alan is high.', 'The Alan is poor.', False)
('Alan is high.', 'The Alan is poor.', False)
('Harry is little.', 'The lion is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Anne is quiet.', 'The bald eagle is small.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Alan is huge.', 'The Alan is sad.', False)
('Alan is huge.', 'The Alan is sad.', False)
('Gary is thin.', 'The dog is poor.', False)
('Gary is thin.', 'The dog is poor.', False)
('Anne is clever.', 'The bald eagle is poor.', False)
('Anne is clever.', 'The bald eagle is poor.', False)
('Harry is sad.', 'The Harry is smart.', False)
('Harry is sad.', 'The Harry is smart.', False)
('Alan is heavy.', 'The Alan is poor.', False)
('Alan is heavy.', 'The Alan is poor.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Harry is smart.', 'The Harry is small.', False)
('Harry is smart.', 'The Harry is small.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Bob is little.', 'Thebob is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Erin is wealthy.', 'The lion is small.', False)
('Erin is wealthy.', 'The lion is poor.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Charlie is heavy.', 'The Charlie is small.', False)
('Charlie is heavy.', 'The Charlie is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Bob is kind.', 'The Bob is sad.', False)
('Bob is kind.', 'The dog is sad.', False)
('Harry is bad.', 'The Harry is small.', False)
('Harry is bad.', 'The Harry is small.', False)
('Alan is strong.', 'The Alan is small.', False)
('Alan is strong.', 'The Alan is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Bob is wealthy.', 'The Bob is sad.', False)
('Bob is wealthy.', 'The dog is sad.', False)
('Erin is bad.', 'The bald eagle is sad.', False)
('Erin is bad.', 'The bald eagle is sad.', False)
('Charlie is strong.', 'The Charlie is bad.', False)
('Charlie is strong.', 'The Charlie is bad.', False)
('Erin is thin.', 'The lion is bad.', False)
('Erin is thin.', 'The lion is bad.', False)
('Gary is quiet.', 'The dog is bad.', False)
('Gary is quiet.', 'The dog is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The falcon is bad.', False)
('Fiona is big.', 'The falcon is small.', False)
('Fiona is big.', 'The falcon is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Alan is clever.', 'The Alan is sad.', False)
('Alan is clever.', 'The Alan is sad.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Erin is kind.', 'The lion is smart.', False)
('Erin is kind.', 'The lion is rough.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Harry is high.', 'The Harry is poor.', False)
('Harry is high.', 'The Harry is poor.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Bob is wealthy.', 'The Bob is big.', False)
('Bob is wealthy.', 'Thebob is big.', False)
('Dave is poor.', 'The Dave is small.', False)
('Dave is poor.', 'The Dave is small.', False)
('Alan is strong.', 'The Alan is big.', False)
('Alan is strong.', 'The Alan is big.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Charlie is kind.', 'The Charlie is poor.', False)
('Charlie is kind.', 'The Charlie is poor.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is strong.', 'The Dave is small.', False)
('Dave is strong.', 'The Dave is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Harry is clever.', 'The Harry is poor.', False)
('Harry is clever.', 'The Harry is poor.', False)
('Bob is bad.', 'The Bob is poor.', False)
('Bob is bad.', 'Thebob is poor.', False)
('Erin is high.', 'The lion is sad.', False)
('Erin is high.', 'The lion is sad.', False)
('Bob is short.', 'The Bob is poor.', False)
('Bob is short.', 'The Bob is poor.', False)
('Fiona is smart.', 'The lion is poor.', False)
('Fiona is smart.', 'The lion is poor.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Gary is huge.', 'The dog is rough.', False)
('Gary is huge.', 'The dog is poor.', False)
('Bob is tiny.', 'The dog is small.', False)
('Bob is tiny.', 'The dog is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Harry is poor.', 'The lion is smart.', False)
('Harry is poor.', 'The Harry is smart.', False)
('Alan is high.', 'The Alan is poor.', False)
('Alan is high.', 'The Alan is poor.', False)
('Bob is small.', 'The dog is rough.', False)
('Bob is small.', 'The dog is rough.', False)
('Erin is wealthy.', 'The lion is smart.', False)
('Erin is wealthy.', 'The lion is smart.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Anne is strong.', 'The bald eagle is small.', False)
('Anne is strong.', 'The bald eagle is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Bob is clever.', 'The dog is smart.', False)
('Bob is clever.', 'The dog is smart.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Gary is big.', 'The dog is poor.', False)
('Gary is big.', 'The dog is poor.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Fiona is quiet.', 'The lion is sad.', False)
('Fiona is quiet.', 'The lion is sad.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Harry is big.', 'The Harry is small.', False)
('Harry is big.', 'The Harry is small.', False)
('Dave is thin.', 'The Dave is smart.', False)
('Dave is thin.', 'The Dave is smart.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Charlie is bad.', 'The Charlie is big.', False)
('Charlie is bad.', 'The Charlie is big.', False)
('Erin is high.', 'The lion is small.', False)
('Erin is high.', 'The lion is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Harry is poor.', 'The Harry is small.', False)
('Harry is poor.', 'The Harry is small.', False)
('Fiona is big.', 'The lion is poor.', False)
('Fiona is big.', 'The lion is poor.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Erin is smart.', 'The bald eagle is nice.', False)
('Erin is smart.', 'The lion is nice.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Dave is tiny.', 'The Dave is smart.', False)
('Dave is tiny.', 'The dog is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Gary is rough.', 'The dog is smart.', False)
('Gary is rough.', 'The dog is smart.', False)
('Harry is heavy.', 'The Harry is sad.', False)
('Harry is heavy.', 'The Harry is sad.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is heavy.', False)
('Erin is wealthy.', 'The lion is small.', False)
('Erin is wealthy.', 'The lion is small.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Anne is sad.', 'The bald eagle is sad.', False)
('Alan is heavy.', 'The Alan is bad.', False)
('Alan is heavy.', 'The Alan is bad.', False)
('Charlie is short.', 'The Charlie is bad.', False)
('Charlie is short.', 'The Charlie is bad.', False)
('Erin is clever.', 'The lion is poor.', False)
('Erin is clever.', 'The lion is poor.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Gary is high.', 'The dog is small.', False)
('Gary is high.', 'The dog is small.', False)
('Charlie is small.', 'The Charlie is sad.', False)
('Charlie is small.', 'The Charlie is sad.', False)
('Fiona is nice.', 'The lion is poor.', False)
('Fiona is nice.', 'The lion is poor.', False)
('Alan is imperfect.', 'The Alan is small.', False)
('Alan is imperfect.', 'The Alan is small.', False)
('Gary is big.', 'The dog is small.', False)
('Gary is big.', 'The dog is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Fiona is wealthy.', 'The lion is poor.', False)
('Fiona is wealthy.', 'The lion is poor.', False)
('Charlie is bad.', 'The Charlie is poor.', False)
('Charlie is bad.', 'The Charlie is poor.', False)
('Erin is big.', 'The lion is poor.', False)
('Erin is big.', 'The lion is poor.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Erin is strong.', 'The lion is small.', False)
('Erin is strong.', 'The lion is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Charlie is dull.', 'The Charlie is smart.', False)
('Charlie is dull.', 'The Charlie is smart.', False)
('Anne is big.', 'The Anne is big.', False)
('Anne is big.', 'The Anne is big.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Erin is quiet.', 'The lion is small.', False)
('Erin is quiet.', 'The lion is small.', False)
('Alan is bad.', 'The Alan is big.', False)
('Alan is bad.', 'The Alan is big.', False)
('Gary is strong.', 'The dog is smart.', False)
('Gary is strong.', 'The dog is smart.', False)
('Alan is tiny.', 'The Alan is smart.', False)
('Alan is tiny.', 'The Alan is smart.', False)
('Erin is quiet.', 'The lion is bad.', False)
('Erin is quiet.', 'The lion is bad.', False)
('Charlie is imperfect.', 'The Charlie is smart.', False)
('Charlie is imperfect.', 'The Charlie is rough.', False)
('Charlie is strong.', 'The Charlie is sad.', False)
('Charlie is strong.', 'The Charlie is sad.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Dave is kind.', 'The Dave is small.', False)
('Dave is kind.', 'The Dave is small.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Dave is heavy.', 'The Dave is poor.', False)
('Dave is heavy.', 'The Dave is poor.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Gary is smart.', 'The dog is small.', False)
('Gary is smart.', 'The dog is small.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Harry is wealthy.', 'The Harry is rough.', False)
('Harry is wealthy.', 'The Harry is rough.', False)
('Anne is dull.', 'The bald eagle is small.', False)
('Anne is dull.', 'The bald eagle is small.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Erin is kind.', 'The lion is smart.', False)
('Erin is kind.', 'The lion is smart.', False)
('Charlie is imperfect.', 'The Charlie is short.', False)
('Charlie is imperfect.', 'The Charlie is short.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Erin is small.', 'The lion is smart.', False)
('Erin is small.', 'The lion is smart.', False)
('Charlie is quiet.', 'The Charlie is sad.', False)
('Charlie is quiet.', 'The Charlie is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Gary is rough.', 'The dog is smart.', False)
('Gary is rough.', 'The dog is smart.', False)
('Bob is big.', 'The Bob is poor.', False)
('Bob is big.', 'Thebob is poor.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Gary is wealthy.', 'The dog is big.', False)
('Gary is wealthy.', 'The dog is big.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Fiona is poor.', 'The lion is poor.', False)
('Charlie is high.', 'The Charlie is small.', False)
('Charlie is high.', 'The Charlie is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Harry is quiet.', 'The Harry is rough.', False)
('Harry is quiet.', 'The Harry is rough.', False)
('Alan is rough.', 'The Alan is small.', False)
('Alan is rough.', 'The Alan is small.', False)
('Charlie is heavy.', 'The Charlie is smart.', False)
('Charlie is heavy.', 'The Charlie is smart.', False)
('Gary is small.', 'The dog is smart.', False)
('Gary is small.', 'The dog is smart.', False)
('Erin is smart.', 'The lion is sad.', False)
('Erin is smart.', 'The lion is sad.', False)
('Anne is rough.', 'The bald eagle is sad.', False)
('Anne is rough.', 'The bald eagle is sad.', False)
('Alan is strong.', 'The Alan is poor.', False)
('Alan is strong.', 'The Alan is poor.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Bob is smart.', 'The dog is small.', False)
('Bob is smart.', 'The dog is small.', False)
('Anne is poor.', 'The bald eagle is small.', False)
('Anne is poor.', 'The bald eagle is small.', False)
('Anne is big.', 'The bald eagle is small.', False)
('Anne is big.', 'The bald eagle is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is quiet.', 'The Harry is poor.', False)
('Harry is quiet.', 'The Harry is poor.', False)
('Gary is imperfect.', 'The dog is poor.', False)
('Gary is imperfect.', 'The dog is poor.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Fiona is small.', 'The falcon is smart.', False)
('Fiona is small.', 'The falcon is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Harry is big.', 'The Harry is small.', False)
('Harry is big.', 'The Harry is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Bob is smart.', 'Thebob is smart.', False)
('Bob is smart.', 'Thebob is smart.', False)
('Erin is imperfect.', 'The lion is small.', False)
('Erin is imperfect.', 'The rabbit is small.', False)
('Charlie is heavy.', 'The Charlie is small.', False)
('Charlie is heavy.', 'The Charlie is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Dave is quiet.', 'The Dave is rough.', False)
('Dave is quiet.', 'The Dave is smart.', False)
('Anne is dull.', 'The bald eagle is small.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Erin is heavy.', 'The lion is imperfect.', False)
('Erin is heavy.', 'The lion is rough.', False)
('Harry is short.', 'The Harry is sad.', False)
('Harry is short.', 'The Harry is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Dave is huge.', 'The Dave is poor.', False)
('Dave is huge.', 'The Dave is poor.', False)
('Harry is small.', 'The lion is poor.', False)
('Harry is small.', 'The Harry is poor.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Alan is high.', 'The Alan is bad.', False)
('Alan is high.', 'The Alan is bad.', False)
('Gary is small.', 'The dog is smart.', False)
('Gary is small.', 'The dog is smart.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Fiona is bad.', 'The lion is big.', False)
('Fiona is bad.', 'The lion is big.', False)
('Gary is high.', 'The dog is small.', False)
('Gary is high.', 'The dog is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Anne is thin.', 'The bald eagle is small.', False)
('Alan is quiet.', 'The Alan is small.', False)
('Alan is quiet.', 'The Alan is small.', False)
('Erin is imperfect.', 'The bald eagle is small.', False)
('Erin is imperfect.', 'The bald eagle is small.', False)
('Charlie is heavy.', 'The Charlie is bad.', False)
('Charlie is heavy.', 'The Charlie is bad.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Erin is bad.', 'The bald eagle is poor.', False)
('Erin is bad.', 'The bald eagle is poor.', False)
('Alan is big.', 'The Alan is small.', False)
('Alan is big.', 'The Alan is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Erin is quiet.', 'The lion is sad.', False)
('Erin is quiet.', 'The lion is sad.', False)
('Charlie is poor.', 'The Charlie is small.', False)
('Charlie is poor.', 'The Charlie is small.', False)
('Gary is strong.', 'The dog is poor.', False)
('Gary is strong.', 'The dog is poor.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Harry is kind.', 'The Harry is smart.', False)
('Harry is kind.', 'The Harry is smart.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Harry is huge.', 'The Harry is poor.', False)
('Harry is huge.', 'The Harry is poor.', False)
('Erin is tiny.', 'The lion is sad.', False)
('Erin is tiny.', 'The lion is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Charlie is kind.', 'The Charlie is sad.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Charlie is strong.', 'The Charlie is small.', False)
('Charlie is strong.', 'The Charlie is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Gary is clever.', 'The dog is small.', False)
('Gary is clever.', 'The dog is small.', False)
('Dave is rough.', 'The Dave is small.', False)
('Dave is rough.', 'The dog is small.', False)
('Bob is big.', 'The Bob is small.', False)
('Bob is big.', 'Thebob is small.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is bad.', False)
('Harry is wealthy.', 'The Harry is bad.', False)
('Alan is imperfect.', 'The Alan is big.', False)
('Alan is imperfect.', 'The Alan is big.', False)
('Erin is high.', 'The lion is heavy.', False)
('Erin is high.', 'The lion is heavy.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Gary is wealthy.', 'The dog is poor.', False)
('Gary is wealthy.', 'The dog is poor.', False)
('Alan is dull.', 'The Alan is poor.', False)
('Alan is dull.', 'The Alan is poor.', False)
('Fiona is strong.', 'The lion is sad.', False)
('Fiona is strong.', 'The lion is sad.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Gary is sad.', 'The dog is small.', False)
('Gary is sad.', 'The dog is small.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Erin is quiet.', 'The lion is small.', False)
('Erin is quiet.', 'The lion is small.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The falcon is bad.', False)
('Fiona is strong.', 'The lion is nice.', False)
('Fiona is strong.', 'The lion is nice.', False)
('Gary is tiny.', 'The dog is nice.', False)
('Gary is tiny.', 'The dog is rough.', False)
('Alan is clever.', 'The Alan is poor.', False)
('Alan is clever.', 'The Alan is poor.', False)
('Charlie is imperfect.', 'The Charlie is poor.', False)
('Charlie is imperfect.', 'The Charlie is poor.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Anne is clever.', 'The bald eagle is sad.', False)
('Anne is clever.', 'The bald eagle is sad.', False)
('Alan is dull.', 'The Alan is small.', False)
('Alan is dull.', 'The Alan is small.', False)
('Dave is huge.', 'The Dave is poor.', False)
('Dave is huge.', 'The Dave is poor.', False)
('Anne is small.', 'The bald eagle is sad.', False)
('Anne is small.', 'The bald eagle is sad.', False)
