('The dog is round.', 'The dog is round.', True)
('The bald eagle chases the hamster.', 'The bald eagle chases the hamster.', True)
('The dog is smart.', 'The dog is boring.', False)
('The dog is smart.', 'The dog is boring.', False)
('The bear is dull.', 'The bear is boring.', False)
('The bear is dull.', 'The bear is boring.', False)
('The bald eagle is fierce.', 'The bald eagle is strong.', False)
('The bald eagle is fierce.', 'The bald eagle is dull.', False)
('The squirrel is funny.', 'The squirrel is boring.', False)
('The squirrel is funny.', 'The squirrel is boring.', False)
('The bear sees the squirrel.', 'The bear sees the squirrel.', True)
('The bear sees the squirrel.', 'The bear sees the squirrel.', True)
('The cat is quiet.', 'The cat is sleepy.', False)
('The cat is quiet.', 'The cat is sleepy.', False)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The dinosaur is fierce.', 'The dinosaur is sleepy.', False)
('The dinosaur is fierce.', 'The dinosaur is sleepy.', False)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The leopard visits the hamster.', 'The leopard visits the hamster.', True)
('The leopard visits the hamster.', 'The leopard visits the hamster.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The cheetah is awful.', 'The cheetah is sleepy.', False)
('The cheetah is awful.', 'The cheetah is sleepy.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The snake needs the cat.', 'The snake needs the cat.', True)
('The snake needs the cat.', 'The snake needs the cat.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The bear is dull.', 'The bear is nice.', False)
('The bear is dull.', 'The bear is nice.', False)
('The snake is fierce.', 'The snake is dull.', False)
('The snake is fierce.', 'The snake is dull.', False)
('The rabbit is small.', 'The rabbit is cute.', False)
('The rabbit is small.', 'The rabbit is cute.', False)
('The bear visits the rabbit.', 'The bear visits the rabbit.', True)
('The bear visits the rabbit.', 'The bear visits the rabbit.', True)
('The dog is smart.', 'The dog is lovely.', False)
('The dog is smart.', 'The dog is lovely.', False)
('The dinosaur is dull.', 'The dinosaur is slow.', False)
('The dinosaur is dull.', 'The dinosaur is beautiful.', False)
('The leopard is strong.', 'The leopard is beautiful.', False)
('The leopard is strong.', 'The leopard is beautiful.', False)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The dinosaur sees the rabbit.', 'The dinosaur sees the rabbit.', True)
('The dinosaur sees the rabbit.', 'The dinosaur sees the rabbit.', True)
('The squirrel is quiet.', 'The squirrel is nice.', False)
('The squirrel is quiet.', 'The squirrel is nice.', False)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The rabbit is adorable.', 'The rabbit is nice.', False)
('The rabbit is adorable.', 'The rabbit is nice.', False)
('The dinosaur needs the rabbit.', 'The dinosaur needs the rabbit.', True)
('The dinosaur needs the rabbit.', 'The dinosaur needs the rabbit.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The bald eagle is angry.', 'The bald eagle is beautiful.', False)
('The bald eagle is angry.', 'The bald eagle is beautiful.', False)
('The crocodile is obese.', 'The crocodile is beautiful.', False)
('The crocodile is obese.', 'The crocodile is beautiful.', False)
('The dog is furry.', 'The dog is adorable.', False)
('The dog is furry.', 'The dog is adorable.', False)
('The bald eagle sees the dog.', 'The bald eagle sees the dog.', True)
('The bald eagle sees the dog.', 'The bald eagle sees the dog.', True)
('The mouse is kind.', 'The mouse is smart.', False)
('The mouse is kind.', 'The mouse is smart.', False)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The bear is obese.', 'The bear is sleepy.', False)
('The bear is obese.', 'The bear is sleepy.', False)
('The dog is adorable.', 'The dog is smart.', False)
('The dog is adorable.', 'The dog is smart.', False)
('The wolf chases the dog.', 'The wolf chases the dog.', True)
('The wolf chases the dog.', 'The wolf chases the dog.', True)
('The cat is quiet.', 'The cat is big.', False)
('The cat is quiet.', 'The cat is big.', False)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The crocodile is obese.', 'The crocodile is big.', False)
('The crocodile is obese.', 'The crocodile is big.', False)
('The hamster is small.', 'The hamster is round.', False)
('The hamster is small.', 'The hamster is round.', False)
('The falcon visits the hamster.', 'The falcon visits the hamster.', True)
('The falcon visits the hamster.', 'The falcon visits the hamster.', True)
('The dog is round.', 'The dog is slow.', False)
('The dog is round.', 'The dog is slow.', False)
('The wolf is reckless.', 'The wolf is round.', False)
('The wolf is reckless.', 'The wolf is round.', False)
('The tiger is strong.', 'The tiger is big.', False)
('The tiger is strong.', 'The tiger is big.', False)
('The hamster is cute.', 'The hamster is nice.', False)
('The hamster is cute.', 'The hamster is nice.', False)
('The wolf needs the hamster.', 'The wolf needs the hamster.', True)
('The wolf needs the hamster.', 'The wolf needs the hamster.', True)
('The dog is smart.', 'The dog is beautiful.', False)
('The dog is smart.', 'The dog is beautiful.', False)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The bald eagle is awful.', 'The bald eagle is reckless.', False)
('The bald eagle is awful.', 'The bald eagle is reckless.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The leopard needs the cat.', 'The leopard needs the cat.', True)
('The leopard needs the cat.', 'The leopard needs the cat.', True)
('The cat is quiet.', 'The cat is round.', False)
('The cat is quiet.', 'The cat is round.', False)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The hamster is cute.', 'The hamster is heavy.', False)
('The hamster is cute.', 'The hamster is heavy.', False)
('The falcon needs the hamster.', 'The falcon needs the hamster.', True)
('The falcon needs the hamster.', 'The falcon needs the hamster.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The crocodile is obese.', 'The crocodile is sleepy.', False)
('The crocodile is obese.', 'The crocodile is sleepy.', False)
('The dog is small.', 'The dog is sleepy.', False)
('The dog is small.', 'The dog is sleepy.', False)
('The cheetah sees the dog.', 'The cheetah sees the dog.', True)
('The cheetah sees the dog.', 'The cheetah sees the dog.', True)
('The rabbit is quiet.', 'The rabbit is beautiful.', False)
('The rabbit is quiet.', 'The rabbit is beautiful.', False)
('The falcon is lazy.', 'The falcon is dull.', False)
('The falcon is lazy.', 'The falcon is dull.', False)
('The lion is strong.', 'The lion is nice.', False)
('The lion is strong.', 'The lion is nice.', False)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The falcon likes the mouse.', 'The falcon likes the mouse.', True)
('The falcon likes the mouse.', 'The falcon likes the mouse.', True)
('The hamster is round.', 'The hamster is nice.', False)
('The hamster is round.', 'The hamster is nice.', False)
('The tiger is reckless.', 'The tiger is round.', False)
('The tiger is reckless.', 'The tiger is round.', False)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The rabbit is cute.', 'The rabbit is nice.', False)
('The rabbit is cute.', 'The rabbit is nice.', False)
('The tiger attacks the rabbit.', 'The tiger attacks the rabbit.', True)
('The tiger attacks the rabbit.', 'The tiger attacks the rabbit.', True)
('The rabbit is kind.', 'The rabbit is beautiful.', False)
('The rabbit is kind.', 'The rabbit is beautiful.', False)
('The crocodile is slow.', 'The crocodile is slow.', True)
('The crocodile is slow.', 'The crocodile is beautiful.', False)
('The falcon is strong.', 'The falcon is beautiful.', False)
('The falcon is strong.', 'The falcon is beautiful.', False)
('The cat is small.', 'The cat is beautiful.', False)
('The cat is small.', 'The cat is beautiful.', False)
('The crocodile needs the cat.', 'The crocodile needs the cat.', True)
('The crocodile needs the cat.', 'The crocodile needs the cat.', True)
('The mouse is quiet.', 'The mouse is nice.', False)
('The mouse is quiet.', 'The mouse is nice.', False)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The snake is big.', 'The snake is beautiful.', False)
('The snake is big.', 'The snake is beautiful.', False)
('The hamster is cute.', 'The hamster is beautiful.', False)
('The hamster is cute.', 'The hamster is beautiful.', False)
('The leopard attacks the hamster.', 'The leopard attacks the hamster.', True)
('The leopard attacks the hamster.', 'The leopard attacks the hamster.', True)
('The hamster is smart.', 'The hamster is nice.', False)
('The hamster is smart.', 'The hamster is nice.', False)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The dinosaur is awful.', 'The dinosaur is nice.', False)
('The dinosaur is awful.', 'The dinosaur is nice.', False)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is nice.', False)
('The leopard visits the dog.', 'The leopard visits the dog.', True)
('The leopard visits the dog.', 'The leopard visits the dog.', True)
('The squirrel is kind.', 'The squirrel is adorable.', False)
('The squirrel is kind.', 'The squirrel is adorable.', False)
('The crocodile is lazy.', 'The crocodile is boring.', False)
('The crocodile is lazy.', 'The crocodile is boring.', False)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The dog is adorable.', 'The dog is adorable.', True)
('The crocodile likes the dog.', 'The crocodile likes the dog.', True)
('The crocodile likes the dog.', 'The crocodile likes the dog.', True)
('The hamster is kind.', 'The hamster is smart.', False)
('The hamster is kind.', 'The hamster is slow.', False)
('The wolf is rough.', 'The wolf is slow.', False)
('The wolf is rough.', 'The wolf is slow.', False)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The wolf needs the squirrel.', 'The wolf needs the squirrel.', True)
('The wolf needs the squirrel.', 'The wolf needs the squirrel.', True)
('The mouse is quiet.', 'The mouse is lovely.', False)
('The mouse is quiet.', 'The mouse is lovely.', False)
('The bear is tired.', 'The bear is slow.', False)
('The bear is tired.', 'The bear is slow.', False)
('The leopard is awful.', 'The leopard is tired.', False)
('The leopard is awful.', 'The leopard is tired.', False)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The bear chases the squirrel.', 'The bear chases the squirrel.', True)
('The bear chases the squirrel.', 'The bear chases the squirrel.', True)
('The mouse is smart.', 'The mouse is beautiful.', False)
('The mouse is smart.', 'The mouse is beautiful.', False)
('The leopard is rough.', 'The leopard is beautiful.', False)
('The leopard is rough.', 'The leopard is beautiful.', False)
('The snake is obese.', 'The snake is beautiful.', False)
('The snake is obese.', 'The snake is beautiful.', False)
('The dog is funny.', 'The dog is beautiful.', False)
('The dog is funny.', 'The dog is beautiful.', False)
('The leopard chases the dog.', 'The leopard chases the dog.', True)
('The leopard chases the dog.', 'The leopard chases the dog.', True)
('The dog is kind.', 'The dog is slow.', False)
('The dog is kind.', 'The dog is slow.', False)
('The leopard is boring.', 'The leopard is boring.', True)
('The leopard is boring.', 'The leopard is boring.', True)
('The dinosaur is fierce.', 'The dinosaur is boring.', False)
('The dinosaur is fierce.', 'The dinosaur is boring.', False)
('The hamster is furry.', 'The hamster is nice.', False)
('The hamster is furry.', 'The hamster is nice.', False)
('The leopard sees the hamster.', 'The leopard sees the hamster.', True)
('The leopard sees the hamster.', 'The leopard sees the hamster.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The cheetah is boring.', 'The cheetah is boring.', True)
('The lion is fierce.', 'The lion is boring.', False)
('The lion is fierce.', 'The lion is boring.', False)
('The hamster is funny.', 'The hamster is round.', False)
('The hamster is funny.', 'The hamster is cute.', False)
('The cheetah visits the hamster.', 'The cheetah visits the hamster.', True)
('The cheetah visits the hamster.', 'The cheetah visits the hamster.', True)
('The rabbit is round.', 'The rabbit is nice.', False)
('The rabbit is round.', 'The rabbit is nice.', False)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The snake is heavy.', 'The snake is big.', False)
('The snake is heavy.', 'The snake is slow.', False)
('The squirrel is small.', 'The squirrel is heavy.', False)
('The squirrel is small.', 'The squirrel is heavy.', False)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The lion likes the squirrel.', 'The lion likes the squirrel.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The falcon is lazy.', 'The falcon is slow.', False)
('The falcon is lazy.', 'The falcon is slow.', False)
('The wolf is strong.', 'The wolf is heavy.', False)
('The wolf is strong.', 'The wolf is lazy.', False)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The falcon attacks the rabbit.', 'The falcon attacks the rabbit.', True)
('The falcon attacks the rabbit.', 'The falcon attacks the rabbit.', True)
('The cat is kind.', 'The cat is nice.', False)
('The cat is kind.', 'The cat is nice.', False)
('The snake is reckless.', 'The snake is reckless.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The lion is strong.', 'The lion is beautiful.', False)
('The lion is strong.', 'The lion is beautiful.', False)
('The mouse is cute.', 'The mouse is beautiful.', False)
('The mouse is cute.', 'The mouse is beautiful.', False)
('The snake needs the mouse.', 'The snake needs the mouse.', True)
('The snake needs the mouse.', 'The snake needs the mouse.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The wolf is boring.', 'The wolf is round.', False)
('The wolf is boring.', 'The wolf is round.', False)
('The bald eagle is obese.', 'The bald eagle is boring.', False)
('The bald eagle is obese.', 'The bald eagle is boring.', False)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The wolf visits the rabbit.', 'The wolf visits the rabbit.', True)
('The wolf visits the rabbit.', 'The wolf visits the rabbit.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The lion is tired.', 'The lion is tired.', True)
('The lion is tired.', 'The lion is tired.', True)
('The wolf is fierce.', 'The wolf is heavy.', False)
('The wolf is fierce.', 'The wolf is heavy.', False)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The lion sees the cat.', 'The lion sees the cat.', True)
('The lion sees the cat.', 'The lion sees the cat.', True)
('The hamster is kind.', 'The hamster is lovely.', False)
('The hamster is kind.', 'The hamster is beautiful.', False)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The wolf is fierce.', 'The wolf is sleepy.', False)
('The wolf is fierce.', 'The wolf is sleepy.', False)
('The cat is lovely.', 'The cat is beautiful.', False)
('The cat is lovely.', 'The cat is beautiful.', False)
('The lion needs the cat.', 'The lion needs the cat.', True)
('The lion needs the cat.', 'The lion needs the cat.', True)
('The cat is smart.', 'The cat is round.', False)
('The cat is smart.', 'The cat is round.', False)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The crocodile attacks the hamster.', 'The crocodile attacks the hamster.', True)
('The crocodile attacks the hamster.', 'The crocodile attacks the hamster.', True)
('The squirrel is kind.', 'The squirrel is smart.', False)
('The squirrel is kind.', 'The squirrel is smart.', False)
('The wolf is dull.', 'The wolf is dull.', True)
('The wolf is dull.', 'The wolf is dull.', True)
('The leopard is obese.', 'The leopard is dull.', False)
('The leopard is obese.', 'The leopard is dull.', False)
('The rabbit is furry.', 'The rabbit is smart.', False)
('The rabbit is furry.', 'The rabbit is smart.', False)
('The wolf visits the rabbit.', 'The wolf visits the rabbit.', True)
('The wolf visits the rabbit.', 'The wolf visits the rabbit.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The lion is tired.', 'The lion is tired.', True)
('The lion is tired.', 'The lion is tired.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The lion likes the mouse.', 'The lion likes the mouse.', True)
('The lion likes the mouse.', 'The lion likes the mouse.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The leopard is lazy.', 'The leopard is nice.', False)
('The leopard is lazy.', 'The leopard is nice.', False)
('The dinosaur is heavy.', 'The dinosaur is lazy.', False)
('The dinosaur is heavy.', 'The dinosaur is lazy.', False)
('The hamster is adorable.', 'The hamster is boring.', False)
('The hamster is adorable.', 'The hamster is boring.', False)
('The leopard needs the hamster.', 'The leopard needs the hamster.', True)
('The leopard needs the hamster.', 'The leopard needs the hamster.', True)
('The cat is kind.', 'The cat is big.', False)
('The cat is kind.', 'The cat is big.', False)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The falcon is big.', 'The falcon is big.', True)
('The falcon is big.', 'The falcon is big.', True)
('The rabbit is adorable.', 'The rabbit is big.', False)
('The rabbit is adorable.', 'The rabbit is big.', False)
('The leopard attacks the rabbit.', 'The leopard attacks the rabbit.', True)
('The leopard attacks the rabbit.', 'The leopard attacks the rabbit.', True)
('The mouse is quiet.', 'The mouse is beautiful.', False)
('The mouse is quiet.', 'The mouse is beautiful.', False)
('The snake is lazy.', 'The snake is beautiful.', False)
('The snake is lazy.', 'The snake is beautiful.', False)
('The leopard is obese.', 'The leopard is beautiful.', False)
('The leopard is obese.', 'The leopard is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The snake likes the dog.', 'The snake likes the dog.', True)
('The snake likes the dog.', 'The snake likes the dog.', True)
('The hamster is kind.', 'The hamster is round.', False)
('The hamster is kind.', 'The hamster is round.', False)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The cheetah is lazy.', 'The cheetah is lazy.', True)
('The lion is awful.', 'The lion is round.', False)
('The lion is awful.', 'The lion is round.', False)
('The mouse is small.', 'The mouse is round.', False)
('The mouse is small.', 'The mouse is round.', False)
('The cheetah attacks the mouse.', 'The cheetah attacks the mouse.', True)
('The cheetah attacks the mouse.', 'The cheetah attacks the mouse.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The rabbit is furry.', 'The rabbit is nice.', False)
('The rabbit is furry.', 'The rabbit is nice.', False)
('The leopard chases the rabbit.', 'The leopard chases the rabbit.', True)
('The leopard chases the rabbit.', 'The leopard chases the rabbit.', True)
('The hamster is nice.', 'The hamster is beautiful.', False)
('The hamster is nice.', 'The hamster is beautiful.', False)
('The bald eagle is reckless.', 'The bald eagle is slow.', False)
('The bald eagle is reckless.', 'The bald eagle is slow.', False)
('The lion is awful.', 'The lion is awful.', True)
('The lion is awful.', 'The lion is awful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The bald eagle visits the cat.', 'The bald eagle visits the cat.', True)
('The bald eagle visits the cat.', 'The bald eagle visits the cat.', True)
('The rabbit is quiet.', 'The rabbit is nice.', False)
('The rabbit is quiet.', 'The rabbit is nice.', False)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The bear is obese.', 'The bear is nice.', False)
('The bear is obese.', 'The bear is nice.', False)
('The cat is small.', 'The cat is nice.', False)
('The cat is small.', 'The cat is nice.', False)
('The falcon visits the cat.', 'The falcon visits the cat.', True)
('The falcon visits the cat.', 'The falcon visits the cat.', True)
('The hamster is smart.', 'The hamster is nice.', False)
('The hamster is smart.', 'The hamster is nice.', False)
('The cheetah is lazy.', 'The cheetah is smart.', False)
('The cheetah is lazy.', 'The cheetah is smart.', False)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The cheetah visits the mouse.', 'The cheetah visits the mouse.', True)
('The cheetah visits the mouse.', 'The cheetah visits the mouse.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The falcon is tired.', 'The falcon is sleepy.', False)
('The falcon is tired.', 'The falcon is sleepy.', False)
('The cheetah is fierce.', 'The cheetah is tired.', False)
('The cheetah is fierce.', 'The cheetah is tired.', False)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The falcon visits the hamster.', 'The falcon visits the hamster.', True)
('The falcon visits the hamster.', 'The falcon visits the hamster.', True)
('The dog is quiet.', 'The dog is smart.', False)
('The dog is quiet.', 'The dog is smart.', False)
('The tiger is slow.', 'The tiger is slow.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The lion is big.', 'The lion is slow.', False)
('The lion is big.', 'The lion is slow.', False)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The tiger chases the squirrel.', 'The tiger chases the squirrel.', True)
('The tiger chases the squirrel.', 'The tiger chases the squirrel.', True)
('The squirrel is kind.', 'The squirrel is nice.', False)
('The squirrel is kind.', 'The squirrel is nice.', False)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The wolf is strong.', 'The wolf is beautiful.', False)
('The wolf is strong.', 'The wolf is beautiful.', False)
('The mouse is small.', 'The mouse is beautiful.', False)
('The mouse is small.', 'The mouse is beautiful.', False)
('The tiger needs the mouse.', 'The tiger needs the mouse.', True)
('The tiger needs the mouse.', 'The tiger needs the mouse.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The bear is slow.', 'The bear is smart.', False)
('The bear is slow.', 'The bear is slow.', True)
('The tiger is strong.', 'The tiger is slow.', False)
('The tiger is strong.', 'The tiger is slow.', False)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The bear needs the rabbit.', 'The bear needs the rabbit.', True)
('The bear needs the rabbit.', 'The bear needs the rabbit.', True)
('The dog is kind.', 'The dog is nice.', False)
('The dog is kind.', 'The dog is nice.', False)
('The lion is boring.', 'The lion is boring.', True)
('The lion is boring.', 'The lion is boring.', True)
('The bear is obese.', 'The bear is beautiful.', False)
('The bear is obese.', 'The bear is beautiful.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The lion sees the mouse.', 'The lion sees the mouse.', True)
('The lion sees the mouse.', 'The lion sees the mouse.', True)
('The hamster is smart.', 'The hamster is nice.', False)
('The hamster is smart.', 'The hamster is smart.', True)
('The crocodile is lazy.', 'The crocodile is smart.', False)
('The crocodile is lazy.', 'The crocodile is smart.', False)
('The bear is awful.', 'The bear is nice.', False)
('The bear is awful.', 'The bear is nice.', False)
('The rabbit is furry.', 'The rabbit is nice.', False)
('The rabbit is furry.', 'The rabbit is nice.', False)
('The crocodile chases the rabbit.', 'The crocodile chases the rabbit.', True)
('The crocodile chases the rabbit.', 'The crocodile chases the rabbit.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The bear is obese.', 'The bear is boring.', False)
('The bear is obese.', 'The bear is boring.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The dinosaur needs the rabbit.', 'The dinosaur needs the rabbit.', True)
('The dinosaur needs the rabbit.', 'The dinosaur needs the rabbit.', True)
('The hamster is kind.', 'The hamster is nice.', False)
('The hamster is kind.', 'The hamster is nice.', False)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The cheetah is obese.', 'The cheetah is slow.', False)
('The cheetah is obese.', 'The cheetah is slow.', False)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is smart.', False)
('The dinosaur attacks the rabbit.', 'The dinosaur attacks the rabbit.', True)
('The dinosaur attacks the rabbit.', 'The dinosaur attacks the rabbit.', True)
('The squirrel is round.', 'The squirrel is beautiful.', False)
('The squirrel is round.', 'The squirrel is beautiful.', False)
('The snake is rough.', 'The snake is round.', False)
('The snake is rough.', 'The snake is round.', False)
('The bald eagle is big.', 'The bald eagle is beautiful.', False)
('The bald eagle is big.', 'The bald eagle is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The dog is small.', 'The dog is beautiful.', False)
('The snake chases the dog.', 'The snake chases the dog.', True)
('The snake chases the dog.', 'The snake chases the dog.', True)
('The mouse is smart.', 'The mouse is beautiful.', False)
('The mouse is smart.', 'The mouse is beautiful.', False)
('The bear is reckless.', 'The bear is reckless.', True)
('The bear is reckless.', 'The bear is reckless.', True)
('The falcon is awful.', 'The falcon is beautiful.', False)
('The falcon is awful.', 'The falcon is beautiful.', False)
('The squirrel is lovely.', 'The squirrel is beautiful.', False)
('The squirrel is lovely.', 'The squirrel is beautiful.', False)
('The bear sees the squirrel.', 'The bear sees the squirrel.', True)
('The bear sees the squirrel.', 'The bear sees the squirrel.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The leopard is angry.', 'The leopard is round.', False)
('The leopard is angry.', 'The leopard is round.', False)
('The bear is obese.', 'The bear is awful.', False)
('The bear is obese.', 'The bear is awful.', False)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The leopard likes the hamster.', 'The leopard likes the hamster.', True)
('The leopard likes the hamster.', 'The leopard likes the hamster.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The tiger is dull.', 'The tiger is round.', False)
('The tiger is dull.', 'The tiger is round.', False)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The tiger chases the rabbit.', 'The tiger chases the rabbit.', True)
('The tiger chases the rabbit.', 'The tiger chases the rabbit.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The crocodile is dull.', 'The crocodile is smart.', False)
