('The squirrel is kind.', 'Charlie is small.', False)
('The squirrel is funny.', 'Charlie is dull.', False)
('The squirrel is funny.', 'Charlie is dull.', False)
('The lion likes the squirrel.', 'Harry is strong.', False)
('The lion likes the squirrel.', 'Harry is strong.', False)
('The hamster is quiet.', 'Harry is clever.', False)
('The hamster is quiet.', 'Harry is clever.', False)
('The lion is angry.', 'Bob is dull.', False)
('The lion is angry.', 'Bob is dull.', False)
('The falcon is heavy.', 'Fiona is dull.', False)
('The falcon is heavy.', 'Fiona is dull.', False)
('The rabbit is furry.', 'Anne is dull.', False)
('The rabbit is furry.', 'Anne is dull.', False)
('The lion visits the rabbit.', 'Anne is heavy.', False)
('The lion visits the rabbit.', 'Fiona is heavy.', False)
('The hamster is smart.', 'Harry is smart.', False)
('The hamster is smart.', 'Harry is smart.', False)
('The cheetah is sleepy.', 'Che.', False)
('The cheetah is sleepy.', 'Che.', False)
('The dinosaur is strong.', 'Dave is reckless.', False)
('The dinosaur is strong.', 'Dave is reckless.', False)
('The squirrel is cute.', 'Charlie is smart.', False)
('The squirrel is cute.', 'Charlie is smart.', False)
('The cheetah needs the squirrel.', 'Che.', False)
('The cheetah needs the squirrel.', 'Che.', False)
('The hamster is smart.', 'Harry is dull.', False)
('The hamster is smart.', 'Harry is dull.', False)
('The crocodile is sleepy.', 'Charlie is bad.', False)
('The crocodile is sleepy.', 'Charlie is bad.', False)
('The leopard is awful.', 'Charlie is heavy.', False)
('The leopard is awful.', 'Charlie is heavy.', False)
('The rabbit is furry.', 'Anne is smart.', False)
('The rabbit is furry.', 'Anne is smart.', False)
('The crocodile needs the rabbit.', 'Charlie is heavy.', False)
('The crocodile needs the rabbit.', 'Charlie is heavy.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The bald eagle is angry.', 'Erin is angry.', False)
('The bald eagle is angry.', 'Erin is angry.', False)
('The crocodile is heavy.', 'Charlie is heavy.', False)
('The crocodile is heavy.', 'Charlie is heavy.', False)
('The mouse is furry.', 'Anne is thin.', False)
('The mouse is furry.', 'Anne is thin.', False)
('The bald eagle visits the mouse.', 'Erin is angry.', False)
('The bald eagle visits the mouse.', 'Erin is angry.', False)
('The mouse is kind.', 'Charlie is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The crocodile is sleepy.', 'Erin is fierce.', False)
('The crocodile is sleepy.', 'Erin is fierce.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The lion is fierce.', 'Anne is huge.', False)
('The squirrel is adorable.', 'Charlie is kind.', False)
('The squirrel is adorable.', 'Charlie is kind.', False)
('The crocodile attacks the squirrel.', 'Erin is fierce.', False)
('The crocodile attacks the squirrel.', 'Erin is fierce.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The tiger is angry.', 'Gary is angry.', False)
('The tiger is angry.', 'Gary is angry.', False)
('The bear is fierce.', 'Anne is huge.', False)
('The bear is fierce.', 'Bob is huge.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The tiger attacks the hamster.', 'Gary is angry.', False)
('The tiger attacks the hamster.', 'Gary is angry.', False)
('The dog is smart.', 'Charlie is smart.', False)
('The dog is smart.', 'Charlie is smart.', False)
('The dinosaur is lazy.', 'Dave is dog.', False)
('The dinosaur is lazy.', 'Dave is dog.', False)
('The bald eagle is big.', 'Erin is dog.', False)
('The bald eagle is big.', 'Erin is dog.', False)
('The hamster is furry.', 'Harry is smart.', False)
('The hamster is furry.', 'Harry is smart.', False)
('The dinosaur likes the hamster.', 'Dave is big.', False)
('The dinosaur likes the hamster.', 'Dave is big.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The cat is smart.', 'Charlie is smart.', False)
('The crocodile is tired.', 'Charlie is dull.', False)
('The crocodile is tired.', 'Charlie is dull.', False)
('The snake is awful.', 'Anne is huge.', False)
('The snake is awful.', 'Anne is huge.', False)
('The rabbit is furry.', 'Anne is smart.', False)
('The rabbit is furry.', 'Anne is smart.', False)
('The crocodile likes the rabbit.', 'Charlie is dull.', False)
('The crocodile likes the rabbit.', 'Charlie is dull.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The lion is tired.', 'Bob is dull.', False)
('The lion is tired.', 'Bob is dull.', False)
('The crocodile is big.', 'Charlie is big.', False)
('The crocodile is big.', 'Charlie is big.', False)
('The hamster is beautiful.', 'Harry is dull.', False)
('The hamster is beautiful.', 'Harry is dull.', False)
('The lion sees the hamster.', 'Harry is big.', False)
('The lion sees the hamster.', 'Harry is big.', False)
('The squirrel is nice.', 'Charlie is nice.', False)
('The squirrel is nice.', 'Charlie is nice.', False)
('The cheetah is dull.', 'Che.', False)
('The cheetah is dull.', 'Che.', False)
('The bald eagle is awful.', 'Erin is big.', False)
('The bald eagle is awful.', 'Erin is big.', False)
('The hamster is small.', 'Harry is nice.', False)
('The hamster is small.', 'Harry is nice.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The cheetah likes the hamster.', 'Che.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The rabbit is kind.', 'Anne is kind.', False)
('The wolf is slow.', 'Fiona is squirrel.', False)
('The wolf is slow.', 'Fiona is squirrel.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The squirrel is funny.', 'Charlie is kind.', False)
('The squirrel is funny.', 'Charlie is kind.', False)
('The wolf chases the squirrel.', 'Fiona is huge.', False)
('The wolf chases the squirrel.', 'Fiona is huge.', False)
('The dog is nice.', 'Fiona is rough.', False)
('The dog is nice.', 'Fiona is rough.', False)
('The crocodile is rough.', 'Charlie is rough.', False)
('The crocodile is rough.', 'Charlie is rough.', False)
('The tiger is fierce.', 'Fiona is big.', False)
('The tiger is fierce.', 'Fiona is big.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The crocodile likes the hamster.', 'Charlie is big.', False)
('The crocodile likes the hamster.', 'Charlie is big.', False)
('The hamster is quiet.', 'Harry is nice.', False)
('The hamster is quiet.', 'Harry is nice.', False)
('The snake is slow.', 'Anne is rough.', False)
('The snake is slow.', 'Anne is rough.', False)
('The dinosaur is awful.', 'Dave is rough.', False)
('The dinosaur is awful.', 'Dave is rough.', False)
('The squirrel is beautiful.', 'Charlie is rough.', False)
('The squirrel is beautiful.', 'Charlie is rough.', False)
('The snake likes the squirrel.', 'Anne is huge.', False)
('The snake likes the squirrel.', 'Anne is huge.', False)
('The mouse is smart.', 'Charlie is smart.', False)
('The mouse is smart.', 'Charlie is smart.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The falcon is rough.', 'Fiona is rough.', False)
('The wolf is fierce.', 'Fiona is big.', False)
('The wolf is fierce.', 'Fiona is big.', False)
('The cat is adorable.', 'Charlie is smart.', False)
('The cat is adorable.', 'Charlie is smart.', False)
('The falcon likes the cat.', 'Fiona is rough.', False)
('The falcon likes the cat.', 'Fiona is rough.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The leopard is reckless.', 'Charlie is rough.', False)
('The leopard is reckless.', 'Charlie is rough.', False)
('The crocodile is obese.', 'Anne is strong.', False)
('The crocodile is obese.', 'Erin is strong.', False)
('The cat is beautiful.', 'Charlie is rough.', False)
('The cat is beautiful.', 'Charlie is rough.', False)
('The leopard attacks the cat.', 'Charlie is strong.', False)
('The leopard attacks the cat.', 'Charlie is strong.', False)
('The squirrel is smart.', 'Charlie is smart.', False)
('The squirrel is smart.', 'Charlie is smart.', False)
('The tiger is boring.', 'Gary is bad.', False)
('The tiger is boring.', 'Gary isbald.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The bald eagle is awful.', 'Erin is bad.', False)
('The hamster is small.', 'Harry is clever.', False)
('The hamster is small.', 'Harry is clever.', False)
('The tiger attacks the hamster.', 'Gary is huge.', False)
('The tiger attacks the hamster.', 'Gary is huge.', False)
('The cat is round.', 'Charlie is clever.', False)
('The cat is round.', 'Charlie is clever.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The falcon is dull.', 'Fiona is dull.', False)
('The bald eagle is fierce.', 'Anne is heavy.', False)
('The bald eagle is fierce.', 'Anne is heavy.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The rabbit is furry.', 'Anne is clever.', False)
('The falcon sees the rabbit.', 'Fiona is heavy.', False)
('The falcon sees the rabbit.', 'Fiona is heavy.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The wolf is reckless.', 'Fiona is rough.', False)
('The wolf is reckless.', 'Fiona is rough.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The leopard is obese.', 'Charlie is huge.', False)
('The hamster is lovely.', 'Harry is round.', False)
('The hamster is lovely.', 'Harry is round.', False)
('The wolf sees the hamster.', 'Fiona is huge.', False)
('The wolf sees the hamster.', 'Fiona is huge.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The dog is quiet.', 'Charlie is quiet.', False)
('The lion is angry.', 'Bob is dull.', False)
('The lion is angry.', 'Bob is dull.', False)
('The falcon is fierce.', 'Fiona is dull.', False)
('The falcon is fierce.', 'Fiona is dull.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The lion needs the rabbit.', 'Anne is huge.', False)
('The lion needs the rabbit.', 'Bob is huge.', False)
('The hamster is kind.', 'Harry is kind.', False)
('The hamster is kind.', 'Harry is kind.', False)
('The leopard is reckless.', 'Charlie is slow.', False)
('The leopard is reckless.', 'Charlie is slow.', False)
('The wolf is fierce.', 'Fiona is slow.', False)
('The wolf is fierce.', 'Fiona is slow.', False)
('The dog is small.', 'Charlie is kind.', False)
('The dog is small.', 'Charlie is kind.', False)
('The leopard attacks the dog.', 'Charlie is huge.', False)
('The leopard attacks the dog.', 'Charlie is huge.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The dinosaur is boring.', 'Dave is dull.', False)
('The dinosaur is boring.', 'Dave is dull.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The dinosaur chases the mouse.', 'Dave is dull.', False)
('The dinosaur chases the mouse.', 'Dave is dull.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The cheetah is angry.', 'Che.', False)
('The cheetah is angry.', 'Che.', False)
('The snake is fierce.', 'Anne is dog.', False)
('The snake is fierce.', 'Anne is dog.', False)
('The squirrel is small.', 'Charlie is nice.', False)
('The squirrel is small.', 'Charlie is nice.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The cheetah chases the squirrel.', 'Charlie is huge.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The squirrel is round.', 'Charlie is nice.', False)
('The bald eagle is boring.', 'Erin is sad.', False)
('The bald eagle is boring.', 'Erin is sad.', False)
('The snake is fierce.', 'Anne is sad.', False)
('The snake is fierce.', 'Anne is sad.', False)
('The rabbit is furry.', 'Anne is thin.', False)
('The rabbit is furry.', 'Anne is thin.', False)
('The bald eagle likes the rabbit.', 'Erin is sad.', False)
('The bald eagle likes the rabbit.', 'Erin is sad.', False)
('The cat is smart.', 'Charlie is strong.', False)
('The cat is smart.', 'Charlie is heavy.', False)
('The lion is slow.', 'Alan is dull.', False)
('The lion is slow.', 'Alan is dull.', False)
('The bear is strong.', 'Charlie is dull.', False)
('The bear is strong.', 'Bob is dull.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The dog is furry.', 'Fiona is nice.', False)
('The lion needs the dog.', 'Fiona is dull.', False)
('The lion needs the dog.', 'Bob is dull.', False)
('The dog is smart.', 'Charlie is smart.', False)
('The dog is smart.', 'Charlie is smart.', False)
('The leopard is angry.', 'Charlie is angry.', False)
('The leopard is angry.', 'Charlie is angry.', False)
('The snake is heavy.', 'Anne is huge.', False)
('The snake is heavy.', 'Anne is huge.', False)
('The mouse is funny.', 'Charlie is smart.', False)
('The mouse is funny.', 'Charlie is smart.', False)
('The leopard visits the mouse.', 'Charlie is angry.', False)
('The leopard visits the mouse.', 'Charlie is angry.', False)
('The squirrel is smart.', 'Charlie is smart.', False)
('The squirrel is smart.', 'Charlie is smart.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The leopard is dull.', 'Charlie is dull.', False)
('The cheetah is obese.', 'Che.', False)
('The cheetah is obese.', 'Che.', False)
('The rabbit is cute.', 'Anne is smart.', False)
('The rabbit is cute.', 'Anne is smart.', False)
('The leopard needs the rabbit.', 'Charlie is dull.', False)
('The leopard needs the rabbit.', 'Charlie is dull.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The lion is boring.', 'Harry is dull.', False)
('The lion is boring.', 'Harry is dull.', False)
('The bald eagle is obese.', 'Anne is strong.', False)
('The bald eagle is obese.', 'Anne is strong.', False)
('The squirrel is funny.', 'Charlie is nice.', False)
('The squirrel is funny.', 'Charlie is nice.', False)
('The lion attacks the squirrel.', 'Harry is strong.', False)
('The lion attacks the squirrel.', 'Harry is strong.', False)
('The hamster is quiet.', 'Harry is nice.', False)
('The hamster is quiet.', 'Harry is nice.', False)
('The lion is angry.', 'Bob is dull.', False)
('The lion is angry.', 'Bob is dull.', False)
('The tiger is heavy.', 'Gary is dull.', False)
('The tiger is heavy.', 'Gary is dull.', False)
('The squirrel is beautiful.', 'Fiona is small.', False)
('The squirrel is beautiful.', 'Fiona is small.', False)
('The lion chases the squirrel.', 'Anne is heavy.', False)
('The lion chases the squirrel.', 'Fiona is heavy.', False)
('The rabbit is quiet.', 'Anne is clever.', False)
('The rabbit is quiet.', 'Anne is clever.', False)
('The cheetah is dull.', 'Che.', False)
('The cheetah is dull.', 'Che.', False)
('The tiger is obese.', 'Gary is rabbit.', False)
('The tiger is obese.', 'Gary is rabbit.', False)
('The squirrel is lovely.', 'Charlie is adorable.', False)
('The squirrel is lovely.', 'Charlie is adorable.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The cheetah chases the squirrel.', 'Che.', False)
('The dog is smart.', 'Fiona is dull.', False)
('The dog is smart.', 'Fiona is dull.', False)
('The bald eagle is reckless.', 'Erin is bad.', False)
('The bald eagle is reckless.', 'Erin is bad.', False)
('The lion is awful.', 'Anne is strong.', False)
('The lion is awful.', 'Fiona is strong.', False)
('The squirrel is adorable.', 'Charlie is bad.', False)
('The squirrel is adorable.', 'Charlie is bad.', False)
('The bald eagle sees the squirrel.', 'Erin is strong.', False)
('The bald eagle sees the squirrel.', 'Erin is strong.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The rabbit is nice.', 'Anne is nice.', False)
('The bald eagle is boring.', 'Erin is dull.', False)
('The bald eagle is boring.', 'Erin is dull.', False)
('The snake is fierce.', 'Anne is dull.', False)
('The snake is fierce.', 'Anne is dull.', False)
('The mouse is cute.', 'Charlie is nice.', False)
('The mouse is cute.', 'Erin is dull.', False)
('The bald eagle sees the mouse.', 'Anne is huge.', False)
('The bald eagle sees the mouse.', 'Anne is huge.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The snake is tired.', 'Anne is tired.', False)
('The snake is tired.', 'Anne is tired.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The dog is adorable.', 'Charlie is tired.', False)
('The dog is adorable.', 'Charlie is dull.', False)
('The snake chases the dog.', 'Anne is tired.', False)
('The snake chases the dog.', 'Anne is tired.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The cat is nice.', 'Charlie is nice.', False)
('The tiger is dull.', 'Gary is dull.', False)
('The tiger is dull.', 'Gary is dull.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The hamster is small.', 'Harry is nice.', False)
('The hamster is small.', 'Harry is nice.', False)
('The tiger sees the hamster.', 'Gary is dull.', False)
('The tiger sees the hamster.', 'Gary is dull.', False)
('The mouse is kind.', 'Charlie is kind.', False)
('The mouse is kind.', 'Charlie is kind.', False)
('The crocodile is dull.', 'Charlie is dull.', False)
('The crocodile is dull.', 'Charlie is dull.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The cat is cute.', 'Charlie is thin.', False)
('The cat is cute.', 'Charlie is thin.', False)
('The crocodile sees the cat.', 'Charlie is huge.', False)
('The crocodile sees the cat.', 'Charlie is huge.', False)
('The hamster is round.', 'Harry is kind.', False)
('The hamster is round.', 'Harry is kind.', False)
('The bear is angry.', 'Bob is slow.', False)
('The bear is angry.', 'Bob is slow.', False)
('The falcon is obese.', 'Fiona is sad.', False)
('The falcon is obese.', 'Fiona is sad.', False)
('The mouse is cute.', 'Charlie is kind.', False)
('The mouse is cute.', 'Erin is kind.', False)
('The bear likes the mouse.', 'Anne is huge.', False)
('The bear likes the mouse.', 'Bob is huge.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The snake is slow.', 'Anne is dull.', False)
('The snake is slow.', 'Anne is dull.', False)
('The bear is obese.', 'Bob is dull.', False)
('The bear is obese.', 'Bob is dull.', False)
('The cat is adorable.', 'Charlie is slow.', False)
('The cat is adorable.', 'Charlie is slow.', False)
('The snake visits the cat.', 'Anne is obese.', False)
('The snake visits the cat.', 'Anne is obese.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dinosaur is angry.', 'Dave is sad.', False)
('The dinosaur is angry.', 'Dave is sad.', False)
('The snake is heavy.', 'Anne is sad.', False)
('The snake is heavy.', 'Anne is sad.', False)
('The hamster is beautiful.', 'Harry is sad.', False)
('The hamster is beautiful.', 'Harry is sad.', False)
('The dinosaur chases the hamster.', 'Dave is sad.', False)
('The dinosaur chases the hamster.', 'Dave is sad.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The rabbit is quiet.', 'Anne is quiet.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The snake is heavy.', 'Anne is dull.', False)
('The dog is cute.', 'Charlie is dull.', False)
('The dog is cute.', 'Charlie is dull.', False)
('The dinosaur chases the dog.', 'Dave is heavy.', False)
('The dinosaur chases the dog.', 'Dave is heavy.', False)
('The hamster is kind.', 'Harry is dull.', False)
('The hamster is kind.', 'Harry is dull.', False)
('The leopard is sleepy.', 'Charlie is dull.', False)
('The leopard is sleepy.', 'Charlie is fierce.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Charlie is nice.', False)
('The leopard visits the dog.', 'Charlie is dull.', False)
('The leopard visits the dog.', 'Charlie is dull.', False)
('The squirrel is kind.', 'Charlie is kind.', False)
('The squirrel is kind.', 'Charlie is kind.', False)
('The wolf is tired.', 'Fiona is dull.', False)
('The wolf is tired.', 'Fiona is dull.', False)
('The snake is strong.', 'Anne is strong.', False)
('The snake is strong.', 'Anne is strong.', False)
('The rabbit is lovely.', 'Anne is round.', False)
('The rabbit is lovely.', 'Anne is round.', False)
('The wolf chases the rabbit.', 'Fiona is dull.', False)
('The wolf chases the rabbit.', 'Fiona is dull.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The rabbit is smart.', 'Anne is nice.', False)
('The leopard is reckless.', 'Charlie is quiet.', False)
('The leopard is reckless.', 'Charlie is quiet.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Charlie is strong.', False)
('The mouse is beautiful.', 'Charlie is quiet.', False)
('The mouse is beautiful.', 'Charlie is quiet.', False)
('The leopard attacks the mouse.', 'Charlie is strong.', False)
('The leopard attacks the mouse.', 'Charlie is strong.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The dog is nice.', 'Charlie is nice.', False)
('The crocodile is reckless.', 'Charlie is rough.', False)
('The crocodile is reckless.', 'Charlie is rough.', False)
('The dinosaur is strong.', 'Dave is rough.', False)
('The dinosaur is strong.', 'Dave is rough.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The cat is cute.', 'Charlie is nice.', False)
('The crocodile needs the cat.', 'Charlie is strong.', False)
('The crocodile needs the cat.', 'Erin is strong.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The mouse is kind.', 'Charlie is quiet.', False)
('The wolf is boring.', 'Fiona is dull.', False)
('The wolf is boring.', 'Fiona is dull.', False)
('The bald eagle is obese.', 'Anne is heavy.', False)
('The bald eagle is obese.', 'Anne is heavy.', False)
('The rabbit is furry.', 'Anne is thin.', False)
('The rabbit is furry.', 'Anne is thin.', False)
('The wolf chases the rabbit.', 'Fiona is dull.', False)
('The wolf chases the rabbit.', 'Fiona is dull.', False)
('The dog is nice.', 'Fiona is small.', False)
('The dog is nice.', 'Fiona is small.', False)
('The dinosaur is lazy.', 'Dave is sad.', False)
('The dinosaur is lazy.', 'Dave is dull.', False)
('The leopard is big.', 'Charlie is sad.', False)
('The leopard is big.', 'Charlie is sad.', False)
('The hamster is beautiful.', 'Harry is kind.', False)
('The hamster is beautiful.', 'Harry is kind.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The dinosaur sees the hamster.', 'Dave is huge.', False)
('The hamster is nice.', 'Harry is clever.', False)
('The hamster is nice.', 'Harry is clever.', False)
('The crocodile is reckless.', 'Charlie is clever.', False)
('The crocodile is reckless.', 'Charlie is quiet.', False)
('The lion is big.', 'Fiona is rough.', False)
('The lion is big.', 'Bob is rough.', False)
('The squirrel is furry.', 'Fiona is thin.', False)
('The squirrel is furry.', 'Fiona is thin.', False)
('The crocodile sees the squirrel.', 'Charlie is poor.', False)
('The crocodile sees the squirrel.', 'Charlie is poor.', False)
('The mouse is quiet.', 'Anne is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The lion is slow.', 'Alan is lazy.', False)
('The lion is slow.', 'Alan is lazy.', False)
('The wolf is fierce.', 'Fiona is lazy.', False)
('The wolf is fierce.', 'Fiona is lazy.', False)
('The hamster is funny.', 'Erin is thin.', False)
('The hamster is funny.', 'Erin is thin.', False)
('The lion chases the hamster.', 'Anne is fierce.', False)
('The lion chases the hamster.', 'Harry is fierce.', False)
('The dog is kind.', 'Charlie is nice.', False)
('The dog is kind.', 'Charlie is nice.', False)
('The lion is reckless.', 'Alan is rough.', False)
('The lion is reckless.', 'Harry is rough.', False)
('The wolf is awful.', 'Fiona is rough.', False)
('The wolf is awful.', 'Fiona is rough.', False)
('The rabbit is cute.', 'Anne is round.', False)
('The rabbit is cute.', 'Anne is round.', False)
('The lion sees the rabbit.', 'Harry is round.', False)
('The lion sees the rabbit.', 'Harry is round.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The leopard is lazy.', 'Charlie is bad.', False)
('The leopard is lazy.', 'Charlie is bad.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The bald eagle is heavy.', 'Anne is heavy.', False)
('The dog is funny.', 'Charlie is clever.', False)
('The dog is funny.', 'Charlie is clever.', False)
('The leopard chases the dog.', 'Charlie is heavy.', False)
('The leopard chases the dog.', 'Charlie is heavy.', False)
('The hamster is round.', 'Harry is nice.', False)
('The hamster is round.', 'Harry is nice.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The falcon is reckless.', 'Fiona is rough.', False)
('The cheetah is awful.', 'Che.', False)
('The cheetah is awful.', 'Che.', False)
('The mouse is furry.', 'Charlie is nice.', False)
('The mouse is furry.', 'Charlie is nice.', False)
('The falcon sees the mouse.', 'Fiona is heavy.', False)
('The falcon sees the mouse.', 'Fiona is heavy.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The mouse is quiet.', 'Charlie is quiet.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The wolf is big.', 'Fiona is big.', False)
('The wolf is big.', 'Fiona is big.', False)
('The squirrel is adorable.', 'Charlie is thin.', False)
('The squirrel is adorable.', 'Charlie is thin.', False)
('The cheetah likes the squirrel.', 'Che.', False)
('The cheetah likes the squirrel.', 'Che.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The squirrel is kind.', 'Charlie is nice.', False)
('The bald eagle is tired.', 'Erin is sad.', False)
('The bald eagle is tired.', 'Erin is sad.', False)
('The crocodile is awful.', 'Charlie is huge.', False)
('The crocodile is awful.', 'Charlie is huge.', False)
('The dog is adorable.', 'Fiona is nice.', False)
('The dog is adorable.', 'Fiona is nice.', False)
('The bald eagle sees the dog.', 'Anne is huge.', False)
('The bald eagle sees the dog.', 'Erin is huge.', False)
('The mouse is kind.', 'Charlie is nice.', False)
('The mouse is kind.', 'Charlie is nice.', False)
('The lion is rough.', 'Alan is rough.', False)
('The lion is rough.', 'Alan is rough.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The cat is small.', 'Charlie is nice.', False)
('The cat is small.', 'Charlie is nice.', False)
('The lion needs the cat.', 'Alan is rough.', False)
('The lion needs the cat.', 'Alan is rough.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The bald eagle is tired.', 'Erin is dull.', False)
('The crocodile is awful.', 'Charlie is huge.', False)
('The crocodile is awful.', 'Charlie is huge.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The hamster is funny.', 'Harry is nice.', False)
('The bald eagle visits the hamster.', 'Erin is awful.', False)
('The bald eagle visits the hamster.', 'Erin is awful.', False)
('The rabbit is kind.', 'Anne is clever.', False)
('The rabbit is kind.', 'Anne is clever.', False)
('The leopard is sleepy.', 'Charlie is rough.', False)
('The leopard is sleepy.', 'Charlie is rough.', False)
('The tiger is heavy.', 'Gary is rough.', False)
('The tiger is heavy.', 'Gary is rough.', False)
('The hamster is beautiful.', 'Harry is clever.', False)
('The hamster is beautiful.', 'Harry is clever.', False)
('The leopard visits the hamster.', 'Charlie is heavy.', False)
('The leopard visits the hamster.', 'Charlie is heavy.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The falcon is dull.', 'Fiona is angry.', False)
('The falcon is dull.', 'Fiona is angry.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The squirrel is furry.', 'Charlie is kind.', False)
('The squirrel is furry.', 'Charlie is nice.', False)
('The falcon needs the squirrel.', 'Fiona is strong.', False)
('The falcon needs the squirrel.', 'Fiona is strong.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The dinosaur is angry.', 'Dave is slow.', False)
('The dinosaur is angry.', 'Dave is slow.', False)
('The wolf is awful.', 'Fiona is slow.', False)
('The wolf is awful.', 'Fiona is slow.', False)
('The rabbit is cute.', 'Anne is slow.', False)
('The rabbit is cute.', 'Anne is slow.', False)
('The dinosaur sees the rabbit.', 'Dave is huge.', False)
('The dinosaur sees the rabbit.', 'Dave is huge.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The dog is kind.', 'Charlie is kind.', False)
('The tiger is sleepy.', 'Gary is angry.', False)
('The tiger is sleepy.', 'Gary is angry.', False)
('The crocodile is fierce.', 'Charlie is angry.', False)
('The crocodile is fierce.', 'Charlie is angry.', False)
