('The squirrel is kind.', 'Fiona is bad.', False)
('The bald eagle is fierce.', 'Alan is fierce.', False)
('The squirrel is funny.', 'Fiona is fierce.', False)
('The squirrel is funny.', 'Fiona is fierce.', False)
('The lion likes the squirrel.', 'Erin is fierce.', False)
('The lion likes the squirrel.', 'Erin is fierce.', False)
('The hamster is quiet.', 'is fur.', False)
('The hamster is quiet.', 'Erin is fur.', False)
('The lion is angry.', 'Erin is poor.', False)
('The lion is angry.', 'Erin is slow.', False)
('The falcon is heavy.', 'Fiona is obese.', False)
('The falcon is heavy.', 'Fiona is obese.', False)
('The rabbit is furry.', 'Fiona is fur.', False)
('The rabbit is furry.', 'Fiona is fur.', False)
('The lion visits the rabbit.', 'Erin is visits visits visits visits visits visits visits', False)
('The lion visits the rabbit.', 'Erin is visits high.', False)
('The hamster is smart.', 'is fierce.', False)
('The hamster is smart.', 'is fierce.', False)
('The cheetah is sleepy.', 'Erin is fierce.', False)
('The cheetah is sleepy.', 'Erin is fierce.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The dinosaur is strong.', 'Erin is fierce.', False)
('The squirrel is cute.', 'S is fierce.', False)
('The squirrel is cute.', 'Erin is fierce.', False)
('The cheetah needs the squirrel.', 'Erin is high.', False)
('The cheetah needs the squirrel.', 'Erin is high.', False)
('The hamster is smart.', 'Erin is lazy.', False)
('The hamster is smart.', 'Erin is lazy.', False)
('The crocodile is sleepy.', 'Erin is lazy.', False)
('The crocodile is sleepy.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is obese.', False)
('The leopard is awful.', 'Charlie is obese.', False)
('The rabbit is furry.', 'Fiona is lazy.', False)
('The rabbit is furry.', 'Fiona is lazy.', False)
('The crocodile needs the rabbit.', 'Erin is high.', False)
('The crocodile needs the rabbit.', 'Erin is strong.', False)
('The cat is quiet.', 'Erin is lazy.', False)
('The cat is quiet.', 'Erin is lazy.', False)
('The bald eagle is angry.', 'Alan is lazy.', False)
('The bald eagle is angry.', 'Alan is lazy.', False)
('The crocodile is heavy.', 'Cro is lazy.', False)
('The crocodile is heavy.', 'Cro is lazy.', False)
('The mouse is furry.', 'Erin is lazy.', False)
('The mouse is furry.', 'Erin is lazy.', False)
('The bald eagle visits the mouse.', 'Alan is lazy.', False)
('The bald eagle visits the mouse.', 'Alan is lazy.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The crocodile is sleepy.', 'Erin is slow.', False)
('The crocodile is sleepy.', 'Erin is slow.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The squirrel is adorable.', 'Fiona is slow.', False)
('The squirrel is adorable.', 'Fiona is slow.', False)
('The crocodile attacks the squirrel.', 'Cro is slow.', False)
('The crocodile attacks the squirrel.', 'Cro is slow.', False)
('The rabbit is quiet.', 'is lazy.', False)
('The rabbit is quiet.', 'is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The hamster is furry.', 'is lazy.', False)
('The hamster is furry.', 'is lazy.', False)
('The tiger attacks the hamster.', 'Erin is bad.', False)
('The tiger attacks the hamster.', 'Erin is lazy.', False)
('The dog is smart.', 'Fiona is kind.', False)
('The dog is smart.', 'Erin is kind.', False)
('The dinosaur is lazy.', 'Erin is fierce.', False)
('The dinosaur is lazy.', 'Erin is fierce.', False)
('The bald eagle is big.', 'Alan is fierce.', False)
('The bald eagle is big.', 'Alan is fierce.', False)
('The hamster is furry.', 'is kind.', False)
('The hamster is furry.', 'is fur.', False)
('The dinosaur likes the hamster.', 'Erin is strong.', False)
('The dinosaur likes the hamster.', 'Erin is strong.', False)
('The cat is smart.', 'Erin is clever.', False)
('The cat is smart.', 'Erin is fur.', False)
('The crocodile is tired.', 'Erin is fierce.', False)
('The crocodile is tired.', 'Erin is fierce.', False)
('The snake is awful.', 'is fierce.', False)
('The snake is awful.', 'Erin is fierce.', False)
('The rabbit is furry.', 'Fiona is fur.', False)
('The rabbit is furry.', 'Fiona is fur.', False)
('The crocodile likes the rabbit.', 'Cro is fierce.', False)
('The crocodile likes the rabbit.', 'Cro is fierce.', False)
('The squirrel is nice.', 'Fiona is smart.', False)
('The squirrel is nice.', 'Fiona is smart.', False)
('The lion is tired.', 'Erin is obese.', False)
('The lion is tired.', 'Erin is obese.', False)
('The crocodile is big.', 'Cro is obese.', False)
('The crocodile is big.', 'Cro is obese.', False)
('The hamster is beautiful.', 'is obese.', False)
('The hamster is beautiful.', 'is obese.', False)
('The lion sees the hamster.', 'Erin is obese.', False)
('The lion sees the hamster.', 'Erin is obese.', False)
('The squirrel is nice.', 'Fiona is slow.', False)
('The squirrel is nice.', 'Erin is slow.', False)
('The cheetah is dull.', 'Erin is slow.', False)
('The cheetah is dull.', 'Erin is slow.', False)
('The bald eagle is awful.', 'Alan is slow.', False)
('The bald eagle is awful.', 'Charlie is slow.', False)
('The hamster is small.', 'is slow.', False)
('The hamster is small.', 'is slow.', False)
('The cheetah likes the hamster.', 'Erin is slow.', False)
('The cheetah likes the hamster.', 'Erin is slow.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The cheetah is fierce.', 'Erin is slow.', False)
('The cheetah is fierce.', 'Erin is slow.', False)
('The squirrel is funny.', 'Fiona is clever.', False)
('The squirrel is funny.', 'Fiona is kind.', False)
('The wolf chases the squirrel.', 'is chase.', False)
('The wolf chases the squirrel.', 'is chase.', False)
('The dog is nice.', 'Fiona is obese.', False)
('The dog is nice.', 'Fiona is obese.', False)
('The crocodile is rough.', 'Erin is bad.', False)
('The crocodile is rough.', 'Erin is bad.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The tiger is fierce.', 'Erin is fierce.', False)
('The hamster is funny.', 'is clever.', False)
('The hamster is funny.', 'is clever.', False)
('The crocodile likes the hamster.', 'Erin is huge.', False)
('The crocodile likes the hamster.', 'Erin is huge.', False)
('The hamster is quiet.', 'is kind.', False)
('The hamster is quiet.', 'is kind.', False)
('The snake is slow.', 'is slow.', False)
('The snake is slow.', 'is slow.', False)
('The dinosaur is awful.', 'Erin is slow.', False)
('The dinosaur is awful.', 'Erin is slow.', False)
('The squirrel is beautiful.', 'Fiona is slow.', False)
('The squirrel is beautiful.', 'Fiona is slow.', False)
('The snake likes the squirrel.', 'Fiona is slow.', False)
('The snake likes the squirrel.', 'Fiona is slow.', False)
('The mouse is smart.', 'Erin is lazy.', False)
('The mouse is smart.', 'Erin is lazy.', False)
('The falcon is rough.', 'Fiona is lazy.', False)
('The falcon is rough.', 'Fiona is lazy.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'is fierce.', False)
('The cat is adorable.', 'Cat is lazy.', False)
('The cat is adorable.', 'Erin is lazy.', False)
('The falcon likes the cat.', 'Fiona is lazy.', False)
('The falcon likes the cat.', 'Fiona is lazy.', False)
('The rabbit is nice.', 'is lazy.', False)
('The rabbit is nice.', 'Alan is lazy.', False)
('The leopard is reckless.', 'Charlie is lazy.', False)
('The leopard is reckless.', 'Charlie is lazy.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The crocodile is obese.', 'Cro is obese.', False)
('The cat is beautiful.', 'Cat is bad.', False)
('The cat is beautiful.', 'Cat is lazy.', False)
('The leopard attacks the cat.', 'Charlie is obese.', False)
('The leopard attacks the cat.', 'Charlie is obese.', False)
('The squirrel is smart.', 'is slow.', False)
('The squirrel is smart.', 'is slow.', False)
('The tiger is boring.', 'Erin is slow.', False)
('The tiger is boring.', 'Erin is slow.', False)
('The bald eagle is awful.', 'Alan is slow.', False)
('The bald eagle is awful.', 'Fiona is slow.', False)
('The hamster is small.', 'is slow.', False)
('The hamster is small.', 'is slow.', False)
('The tiger attacks the hamster.', 'Erin is slow.', False)
('The tiger attacks the hamster.', 'Erin is slow.', False)
('The cat is round.', 'Erin is slow.', False)
('The cat is round.', 'Erin is slow.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The bald eagle is fierce.', 'Charlie is fierce.', False)
('The bald eagle is fierce.', 'Charlie is fierce.', False)
('The rabbit is furry.', 'is slow.', False)
('The rabbit is furry.', 'is slow.', False)
('The falcon sees the rabbit.', 'Fiona is fierce.', False)
('The falcon sees the rabbit.', 'Fiona is fierce.', False)
('The mouse is quiet.', 'Erin is smart.', False)
('The mouse is quiet.', 'Erin is smart.', False)
('The wolf is reckless.', 'is smart.', False)
('The wolf is reckless.', 'is smart.', False)
('The leopard is obese.', 'Charlie is strong.', False)
('The leopard is obese.', 'Charlie is strong.', False)
('The hamster is lovely.', 'Erin is obese.', False)
('The hamster is lovely.', 'Erin is obese.', False)
('The wolf sees the hamster.', 'Charlie is strong.', False)
('The wolf sees the hamster.', 'Charlie is strong.', False)
('The dog is quiet.', 'Fiona is kind.', False)
('The dog is quiet.', 'Fiona is kind.', False)
('The lion is angry.', 'Erin is sad.', False)
('The lion is angry.', 'Erin is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The rabbit is beautiful.', 'Fiona is kind.', False)
('The rabbit is beautiful.', 'Fiona is kind.', False)
('The lion needs the rabbit.', 'Erin is strong.', False)
('The lion needs the rabbit.', 'Erin is strong.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The leopard is reckless.', 'Erin is reckless.', False)
('The wolf is fierce.', 'is reckless.', False)
('The wolf is fierce.', 'is reckless.', False)
('The dog is small.', 'Fiona is reckless.', False)
('The dog is small.', 'Fiona is clever.', False)
('The leopard attacks the dog.', 'Charlie is slow.', False)
('The leopard attacks the dog.', 'Charlie is slow.', False)
('The cat is quiet.', 'Erin is kind.', False)
('The cat is quiet.', 'Erin is kind.', False)
('The dinosaur is boring.', 'Erin is sad.', False)
('The dinosaur is boring.', 'Erin is sad.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The mouse is cute.', 'Erin is kind.', False)
('The mouse is cute.', 'Erin is kind.', False)
('The dinosaur chases the mouse.', 'Erin is sad.', False)
('The dinosaur chases the mouse.', 'Erin is bad.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The dog is nice.', 'Fiona is lazy.', False)
('The cheetah is angry.', 'Erin is lazy.', False)
('The cheetah is angry.', 'Erin is lazy.', False)
('The snake is fierce.', 'is lazy.', False)
('The snake is fierce.', 'is lazy.', False)
('The squirrel is small.', 'Fiona is lazy.', False)
('The squirrel is small.', 'Fiona is lazy.', False)
('The cheetah chases the squirrel.', 'Erin is slow.', False)
('The cheetah chases the squirrel.', 'Erin is heavy.', False)
('The squirrel is round.', 'Fiona is kind.', False)
('The squirrel is round.', 'Erin is kind.', False)
('The bald eagle is boring.', 'Alan is fierce.', False)
('The bald eagle is boring.', 'Alan is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The rabbit is furry.', 'Charlie is fur.', False)
('The rabbit is furry.', 'Charlie is fur.', False)
('The bald eagle likes the rabbit.', 'Alan is fierce.', False)
('The bald eagle likes the rabbit.', 'Erin is fierce.', False)
('The cat is smart.', 'Cat is lazy.', False)
('The cat is smart.', 'Erin is lazy.', False)
('The lion is slow.', 'Erin is sad.', False)
('The lion is slow.', 'Erin is sad.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The bear is strong.', 'Erin is fierce.', False)
('The dog is furry.', 'Fiona is lazy.', False)
('The dog is furry.', 'Fiona is lazy.', False)
('The lion needs the dog.', 'Erin is high.', False)
('The lion needs the dog.', 'Erin is bad.', False)
('The dog is smart.', 'Fiona is kind.', False)
('The dog is smart.', 'Fiona is clever.', False)
('The leopard is angry.', 'Charlie is fierce.', False)
('The leopard is angry.', 'Charlie is fierce.', False)
('The snake is heavy.', 'is fierce.', False)
('The snake is heavy.', 'is fierce.', False)
('The mouse is funny.', 'Erin is fierce.', False)
('The mouse is funny.', 'Erin is fierce.', False)
('The leopard visits the mouse.', 'Charlie is fierce.', False)
('The leopard visits the mouse.', 'Charlie is fierce.', False)
('The squirrel is smart.', 'S is bad.', False)
('The squirrel is smart.', 'Erin is lazy.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The cheetah is obese.', 'Erin is obese.', False)
('The rabbit is cute.', 'Fiona is obese.', False)
('The rabbit is cute.', 'Fiona is obese.', False)
('The leopard needs the rabbit.', 'Charlie is bad.', False)
('The leopard needs the rabbit.', 'Charlie is bad.', False)
('The dog is round.', 'Fiona is kind.', False)
('The dog is round.', 'Fiona is kind.', False)
('The lion is boring.', 'Erin is obese.', False)
('The lion is boring.', 'Erin is obese.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The squirrel is funny.', 'Fiona is obese.', False)
('The squirrel is funny.', 'Fiona is obese.', False)
('The lion attacks the squirrel.', 'Erin is obese.', False)
('The lion attacks the squirrel.', 'Erin is obese.', False)
('The hamster is quiet.', 'Erin is slow.', False)
('The hamster is quiet.', 'Erin is slow.', False)
('The lion is angry.', 'Erin is slow.', False)
('The lion is angry.', 'Erin is slow.', False)
('The tiger is heavy.', 'Erin is sad.', False)
('The tiger is heavy.', 'Erin is sad.', False)
('The squirrel is beautiful.', 'Fiona is slow.', False)
('The squirrel is beautiful.', 'Fiona is slow.', False)
('The lion chases the squirrel.', 'Erin is chase.', False)
('The lion chases the squirrel.', 'Erin is chase.', False)
('The rabbit is quiet.', 'is clever.', False)
('The rabbit is quiet.', 'Alan is clever.', False)
('The cheetah is dull.', 'Erin is poor.', False)
('The cheetah is dull.', 'Erin is  poor.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The squirrel is lovely.', 'Fiona is bad.', False)
('The squirrel is lovely.', 'Fiona is bad.', False)
('The cheetah chases the squirrel.', 'Erin is obese.', False)
('The cheetah chases the squirrel.', 'Erin is obese.', False)
('The dog is smart.', 'Fiona is reckless.', False)
('The dog is smart.', 'Fiona is bad.', False)
('The bald eagle is reckless.', 'Charlie is lazy.', False)
('The bald eagle is reckless.', 'Charlie is lazy.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The squirrel is adorable.', 'Fiona is fierce.', False)
('The squirrel is adorable.', 'Fiona is fierce.', False)
('The bald eagle sees the squirrel.', 'Charlie is fierce.', False)
('The bald eagle sees the squirrel.', 'Charlie is fierce.', False)
('The rabbit is nice.', 'Alan is slow.', False)
('The rabbit is nice.', 'Alan is slow.', False)
('The bald eagle is boring.', 'Alan is slow.', False)
('The bald eagle is boring.', 'Charlie is slow.', False)
('The snake is fierce.', 'Erin is slow.', False)
('The snake is fierce.', 'Erin is slow.', False)
('The mouse is cute.', 'Erin is slow.', False)
('The mouse is cute.', 'Erin is slow.', False)
('The bald eagle sees the mouse.', 'Charlie is strong.', False)
('The bald eagle sees the mouse.', 'Charlie is strong.', False)
('The cat is quiet.', 'Erin is kind.', False)
('The cat is quiet.', 'Erin is kind.', False)
('The snake is tired.', 'is sad.', False)
('The snake is tired.', 'is sad.', False)
('The wolf is strong.', 'Charlie is strong.', False)
('The wolf is strong.', 'Charlie is strong.', False)
('The dog is adorable.', 'Fiona is sad.', False)
('The dog is adorable.', 'Fiona is sad.', False)
('The snake chases the dog.', 'Erin is sad.', False)
('The snake chases the dog.', 'Erin is sad.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Charlie is kind.', False)
('The tiger is dull.', 'Erin is bad.', False)
('The tiger is dull.', 'Erin is bad.', False)
('The leopard is heavy.', 'Charlie is fierce.', False)
('The leopard is heavy.', 'Charlie is fierce.', False)
('The hamster is small.', 'is clever.', False)
('The hamster is small.', 'is clever.', False)
('The tiger sees the hamster.', 'Erin is bad.', False)
('The tiger sees the hamster.', 'Erin is bad.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The crocodile is dull.', 'Erin is fierce.', False)
('The crocodile is dull.', 'Erin is fierce.', False)
('The cheetah is awful.', 'Erin is fierce.', False)
('The cheetah is awful.', 'Erin is fierce.', False)
('The cat is cute.', 'Cat is small.', False)
('The cat is cute.', 'Cat is small.', False)
('The crocodile sees the cat.', 'Cro is fierce.', False)
('The crocodile sees the cat.', 'Cro is fierce.', False)
('The hamster is round.', 'is fierce.', False)
('The hamster is round.', 'is clever.', False)
('The bear is angry.', 'Erin is imperfect.', False)
('The bear is angry.', 'Erin is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The mouse is cute.', 'Erin is fierce.', False)
('The mouse is cute.', 'Erin is fierce.', False)
('The bear likes the mouse.', 'Erin is slow.', False)
('The bear likes the mouse.', 'Erin is slow.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The snake is slow.', 'is bad.', False)
('The snake is slow.', 'is slow.', False)
('The bear is obese.', 'Erin is bad.', False)
('The bear is obese.', 'Erin is fierce.', False)
('The cat is adorable.', 'Cat is obese.', False)
('The cat is adorable.', 'Cat is obese.', False)
('The snake visits the cat.', 'is visits.', False)
('The snake visits the cat.', 'is visits.', False)
('The dog is round.', 'Fiona is kind.', False)
('The dog is round.', 'Erin is kind.', False)
('The dinosaur is angry.', 'Erin is fierce.', False)
('The dinosaur is angry.', 'Erin is fierce.', False)
('The snake is heavy.', 'is fierce.', False)
('The snake is heavy.', 'is fierce.', False)
('The hamster is beautiful.', 'is fierce.', False)
('The hamster is beautiful.', 'is fierce.', False)
('The dinosaur chases the hamster.', 'Erin is fierce.', False)
('The dinosaur chases the hamster.', 'Erin is fierce.', False)
('The rabbit is quiet.', 'Fiona is kind.', False)
('The rabbit is quiet.', 'Alan is kind.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The snake is heavy.', 'Erin is lazy.', False)
('The snake is heavy.', 'Erin is lazy.', False)
('The dog is cute.', 'Fiona is lazy.', False)
('The dog is cute.', 'Fiona is lazy.', False)
('The dinosaur chases the dog.', 'Erin is obese.', False)
('The dinosaur chases the dog.', 'Erin is obese.', False)
('The hamster is kind.', 'Erin is fierce.', False)
('The hamster is kind.', 'Erin is fierce.', False)
('The leopard is sleepy.', 'Charlie is fierce.', False)
('The leopard is sleepy.', 'Charlie is fierce.', False)
('The cheetah is big.', 'Erin is fierce.', False)
('The cheetah is big.', 'Erin is fierce.', False)
('The dog is cute.', 'Fiona is smart.', False)
('The dog is cute.', 'Fiona is smart.', False)
('The leopard visits the dog.', 'Charlie is bad.', False)
('The leopard visits the dog.', 'Charlie is lazy.', False)
('The squirrel is kind.', 'Fiona is clever.', False)
('The squirrel is kind.', 'Fiona is clever.', False)
('The wolf is tired.', 'is fierce.', False)
('The wolf is tired.', 'is fierce.', False)
('The snake is strong.', 'is fierce.', False)
('The snake is strong.', 'is fierce.', False)
('The rabbit is lovely.', 'Charlie is small.', False)
('The rabbit is lovely.', 'Erin is small.', False)
('The wolf chases the rabbit.', 'is fierce.', False)
('The wolf chases the rabbit.', 'is fierce.', False)
('The rabbit is smart.', 'Fiona is kind.', False)
('The rabbit is smart.', 'Erin is kind.', False)
('The leopard is reckless.', 'Erin is reckless.', False)
('The leopard is reckless.', 'Erin is reckless.', False)
('The cheetah is heavy.', 'Erin is obese.', False)
('The cheetah is heavy.', 'Erin is obese.', False)
('The mouse is beautiful.', 'Erin is reckless.', False)
('The mouse is beautiful.', 'Erin is reckless.', False)
('The leopard attacks the mouse.', 'Charlie is obese.', False)
('The leopard attacks the mouse.', 'Charlie is obese.', False)
('The dog is nice.', 'Erin is kind.', False)
('The dog is nice.', 'Erin is kind.', False)
('The crocodile is reckless.', 'Erin is poor.', False)
('The crocodile is reckless.', 'Erin is poor.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The dinosaur is strong.', 'Erin is strong.', False)
('The cat is cute.', 'Erin is kind.', False)
('The cat is cute.', 'Erin is kind.', False)
('The crocodile needs the cat.', 'Erin is visit is visit.', False)
('The crocodile needs the cat.', 'Erin is visit is visit.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The wolf is boring.', 'is fierce.', False)
('The wolf is boring.', 'is fierce.', False)
('The bald eagle is obese.', 'Alan is fierce.', False)
('The bald eagle is obese.', 'Alan is fierce.', False)
('The rabbit is furry.', 'Charlie is fur.', False)
('The rabbit is furry.', 'Charlie is fur.', False)
('The wolf chases the rabbit.', 'is bad.', False)
('The wolf chases the rabbit.', 'Charlie is lazy.', False)
('The dog is nice.', 'Fiona is slow.', False)
('The dog is nice.', 'Fiona is slow.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The leopard is big.', 'Charlie is lazy.', False)
('The leopard is big.', 'Charlie is lazy.', False)
('The hamster is beautiful.', 'is slow.', False)
('The hamster is beautiful.', 'is slow.', False)
('The dinosaur sees the hamster.', 'Erin is strong.', False)
('The dinosaur sees the hamster.', 'Erin is high.', False)
('The hamster is nice.', 'is kind.', False)
('The hamster is nice.', 'is kind.', False)
('The crocodile is reckless.', 'Erin is clever.', False)
('The crocodile is reckless.', 'Erin is clever.', False)
('The lion is big.', 'Erin is fierce.', False)
('The lion is big.', 'Erin is fierce.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The crocodile sees the squirrel.', 'Erin is fierce.', False)
('The crocodile sees the squirrel.', 'Erin is fierce.', False)
('The mouse is quiet.', 'Erin is clever.', False)
('The mouse is quiet.', 'Erin is clever.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The wolf is fierce.', 'is bad.', False)
('The wolf is fierce.', 'is bad.', False)
('The hamster is funny.', 'is strong.', False)
('The hamster is funny.', 'Erin is high.', False)
('The lion chases the hamster.', 'Erin is lazy.', False)
('The lion chases the hamster.', 'Erin is lazy.', False)
('The dog is kind.', 'Fiona is obese.', False)
('The dog is kind.', 'Fiona is obese.', False)
('The lion is reckless.', 'Erin is obese.', False)
('The lion is reckless.', 'Erin is obese.', False)
('The wolf is awful.', 'Fiona is obese.', False)
('The wolf is awful.', 'Charlie is obese.', False)
('The rabbit is cute.', 'Alan is small.', False)
('The rabbit is cute.', 'Erin is small.', False)
('The lion sees the rabbit.', 'Erin is strong.', False)
('The lion sees the rabbit.', 'Erin is strong.', False)
('The rabbit is round.', 'Alan is nice.', False)
('The rabbit is round.', 'Alan is kind.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The bald eagle is heavy.', 'Alan is fierce.', False)
('The bald eagle is heavy.', 'Alan is fierce.', False)
('The dog is funny.', 'Fiona is  kind.', False)
('The dog is funny.', 'Fiona is kind.', False)
('The leopard chases the dog.', 'Charlie is fierce.', False)
('The leopard chases the dog.', 'Charlie is fierce.', False)
('The hamster is round.', 'is fur.', False)
('The hamster is round.', 'Erin is fur.', False)
('The falcon is reckless.', 'Fiona is obese.', False)
('The falcon is reckless.', 'Fiona is obese.', False)
('The cheetah is awful.', 'Erin is obese.', False)
('The cheetah is awful.', 'Erin is obese.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The falcon sees the mouse.', 'Fiona is high.', False)
('The falcon sees the mouse.', 'Fiona is high.', False)
('The mouse is quiet.', 'Erin is kind.', False)
('The mouse is quiet.', 'Erin is kind.', False)
('The cheetah is reckless.', 'Erin is bad.', False)
('The cheetah is reckless.', 'Erin is rough.', False)
('The wolf is big.', 'Charlie is obese.', False)
('The wolf is big.', 'Charlie is obese.', False)
('The squirrel is adorable.', 'Fiona is small.', False)
('The squirrel is adorable.', 'Fiona is small.', False)
('The cheetah likes the squirrel.', 'Erin is bad.', False)
('The cheetah likes the squirrel.', 'Erin is bad.', False)
('The squirrel is kind.', 'is kind.', False)
('The squirrel is kind.', 'is kind.', False)
('The bald eagle is tired.', 'Alan is obese.', False)
('The bald eagle is tired.', 'Alan is obese.', False)
('The crocodile is awful.', 'Erin is sad.', False)
('The crocodile is awful.', 'Cro is sad.', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The bald eagle sees the dog.', 'Fiona is slow.', False)
('The bald eagle sees the dog.', 'Charlie is slow.', False)
('The mouse is kind.', 'Erin is lazy.', False)
('The mouse is kind.', 'Erin is lazy.', False)
('The lion is rough.', 'Erin is lazy.', False)
('The lion is rough.', 'Erin is lazy.', False)
('The wolf is obese.', 'is fierce.', False)
('The wolf is obese.', 'is fierce.', False)
('The cat is small.', 'Erin is lazy.', False)
('The cat is small.', 'Erin is lazy.', False)
('The lion needs the cat.', 'Erin is bad.', False)
('The lion needs the cat.', 'Erin is bad.', False)
('The dog is round.', 'Fiona is smart.', False)
('The dog is round.', 'Fiona is smart.', False)
('The bald eagle is tired.', 'Alan is fierce.', False)
('The bald eagle is tired.', 'Alan is fierce.', False)
('The crocodile is awful.', 'Cro is fierce.', False)
('The crocodile is awful.', 'Cro is fierce.', False)
('The hamster is funny.', 'is slow.', False)
('The hamster is funny.', 'is slow.', False)
('The bald eagle visits the hamster.', 'Alan is fierce.', False)
('The bald eagle visits the hamster.', 'Alan is fierce.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The leopard is sleepy.', 'Charlie is bad.', False)
('The leopard is sleepy.', 'Charlie is obese.', False)
('The tiger is heavy.', 'Erin is fierce.', False)
('The tiger is heavy.', 'Erin is fierce.', False)
('The hamster is beautiful.', 'is kind.', False)
('The hamster is beautiful.', 'is kind.', False)
('The leopard visits the hamster.', 'Charlie is reckless.', False)
('The leopard visits the hamster.', 'Charlie is reckless.', False)
('The dog is kind.', 'Fiona is lazy.', False)
('The dog is kind.', 'Fiona is lazy.', False)
('The falcon is dull.', 'Fiona is lazy.', False)
('The falcon is dull.', 'Fiona is lazy.', False)
('The cheetah is strong.', 'Erin is lazy.', False)
('The cheetah is strong.', 'Erin is lazy.', False)
('The squirrel is furry.', 'Fiona is lazy.', False)
('The squirrel is furry.', 'Erin is lazy.', False)
('The falcon needs the squirrel.', 'Fiona is  strong.', False)
('The falcon needs the squirrel.', 'Fiona is strong.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The dinosaur is angry.', 'Erin is big.', False)
('The dinosaur is angry.', 'Erin is big.', False)
('The wolf is awful.', 'is big.', False)
('The wolf is awful.', 'is big.', False)
('The rabbit is cute.', 'Fiona is fierce.', False)
('The rabbit is cute.', 'Fiona is fierce.', False)
('The dinosaur sees the rabbit.', 'Erin is slow.', False)
('The dinosaur sees the rabbit.', 'Erin is slow.', False)
('The dog is kind.', 'Fiona is slow.', False)
('The dog is kind.', 'Erin is slow.', False)
('The tiger is sleepy.', 'Erin is slow.', False)
('The tiger is sleepy.', 'Erin is slow.', False)
('The crocodile is fierce.', 'Cro is slow.', False)
('The crocodile is fierce.', 'Cro is slow.', False)
('The cat is funny.', 'Erin is slow.', False)
('The cat is funny.', 'Erin is slow.', False)
('The tiger visits the cat.', 'Erin is slow.', False)
