('Fiona is strong.', 'The fion is strong.', False)
('Bob is nice.', 'The bob is nice.', False)
('Dave is dull.', 'The dinosaur is rough.', False)
('Dave is dull.', 'The dinosaur is rough.', False)
('Harry is heavy.', 'The h is big.', False)
('Harry is heavy.', 'The h is big.', False)
('Erin is short.', 'The er is short.', False)
('Erin is short.', 'The er is short.', False)
('Fiona is kind.', 'The lion is nice.', False)
('Fiona is kind.', 'The lion is nice.', False)
('Dave is sad.', 'The dinosaur is sad.', False)
('Dave is sad.', 'The dog is bad.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Erin is heavy.', 'The bald eagle is heavy.', False)
('Dave is short.', 'The dog is thin.', False)
('Dave is short.', 'The dog is thin.', False)
('Alan is smart.', 'The bald eagle is smart.', False)
('Alan is smart.', 'The bald eagle is smart.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Harry is thin.', 'The lion is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Fiona is kind.', 'The lion is nice.', False)
('Fiona is kind.', 'The lion is nice.', False)
('Charlie is bad.', 'The lion is bad.', False)
('Charlie is bad.', 'The lion is bad.', False)
('Anne is huge.', 'The a person is big.', False)
('Anne is huge.', 'The a person is big.', False)
('Bob is tiny.', 'The bald eagle is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Erin is poor.', 'The er is rough.', False)
('Erin is poor.', 'The er is rough.', False)
('Erin is big.', 'The er is big.', False)
('Erin is big.', 'The er is big.', False)
('Harry is thin.', 'The lion is small.', False)
('Harry is thin.', 'The lion is small.', False)
('Fiona is smart.', 'The lion is kind.', False)
('Fiona is smart.', 'The lion is kind.', False)
('Gary is bad.', 'The lion is rough.', False)
('Gary is bad.', 'The lion is rough.', False)
('Bob is high.', 'The cat is heavy.', False)
('Bob is high.', 'The cat is heavy.', False)
('Alan is tiny.', 'The cat is small.', False)
('Alan is tiny.', 'The cat is small.', False)
('Harry is wealthy.', 'The h is nice.', False)
('Harry is wealthy.', 'The h is nice.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Dave is huge.', 'The bald eagle is strong.', False)
('Dave is huge.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The er is thin.', False)
('Erin is thin.', 'The er is thin.', False)
('Bob is kind.', 'The cat is smart.', False)
('Bob is kind.', 'The bob is smart.', False)
('Anne is bad.', 'The snake is bad.', False)
('Anne is bad.', 'The anne is bad.', False)
('Bob is high.', 'The bald eagle is high.', False)
('Bob is high.', 'The bald eagle is high.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Fiona is clever.', 'The lion is quiet.', False)
('Fiona is clever.', 'The lion is quiet.', False)
('Charlie is bad.', 'The cat is bad.', False)
('Charlie is bad.', 'The cat is sad.', False)
('Charlie is high.', 'The cat is strong.', False)
('Charlie is high.', 'The cat is strong.', False)
('Bob is tiny.', 'The bob is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Dave is quiet.', 'The squirrel is kind.', False)
('Dave is quiet.', 'The bald eagle is kind.', False)
('Gary is dull.', 'The bald eagle is bad.', False)
('Gary is dull.', 'The bald eagle is bad.', False)
('Charlie is big.', 'The cat is high.', False)
('Charlie is big.', 'The cat is high.', False)
('Alan is small.', 'The bald eagle is small.', False)
('Alan is small.', 'The bald eagle is small.', False)
('Erin is clever.', 'The erin is kind.', False)
('Erin is clever.', 'The erin is kind.', False)
('Gary is bad.', 'The Gary is bad.', False)
('Gary is bad.', 'The Gary is bad.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Erin is quiet.', 'The erin is kind.', False)
('Erin is quiet.', 'The erin is kind.', False)
('Anne is rough.', 'The snake is rough.', False)
('Anne is rough.', 'The snake is sad.', False)
('Anne is huge.', 'The lion is big.', False)
('Anne is huge.', 'The lion is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Dave is wealthy.', 'The dog is smart.', False)
('Dave is wealthy.', 'The dog is smart.', False)
('Erin is bad.', 'The er is bad.', False)
('Erin is bad.', 'The er is bad.', False)
('Charlie is heavy.', 'The lion is big.', False)
('Charlie is heavy.', 'The lion is big.', False)
('Bob is short.', 'The bald eagle is small.', False)
('Bob is short.', 'The bob is short.', False)
('Alan is quiet.', 'The cat is smart.', False)
('Alan is quiet.', 'The cat is smart.', False)
('Gary is sad.', 'The Gary is rough.', False)
('Gary is sad.', 'The Gary is rough.', False)
('Alan is huge.', 'The cat is big.', False)
('Alan is huge.', 'The Alan is strong.', False)
('Harry is small.', 'The  Harry is short.', False)
('Harry is small.', 'The  Harry is short.', False)
('Dave is nice.', 'The dinosaur is smart.', False)
('Dave is nice.', 'The dinosaur is smart.', False)
('Gary is sad.', 'The bald eagle is sad.', False)
('Gary is sad.', 'The bald eagle is sad.', False)
('Alan is strong.', 'The lion is strong.', False)
('Alan is strong.', 'The lion is strong.', False)
('Erin is short.', 'The erin is small.', False)
('Erin is short.', 'The erin is small.', False)
('Bob is quiet.', 'The snake is quiet.', False)
('Bob is quiet.', 'The lion is quiet.', False)
('Fiona is dull.', 'The lion is sad.', False)
('Fiona is dull.', 'The lion is sad.', False)
('Charlie is strong.', 'The squirrel is big.', False)
('Charlie is strong.', 'The squirrel is big.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Dave is kind.', 'The dog is kind.', False)
('Dave is kind.', 'The dog is kind.', False)
('Harry is imperfect.', 'The bald eagle is imperfect.', False)
('Harry is imperfect.', 'The Harry is rough.', False)
('Charlie is huge.', 'The lion is strong.', False)
('Charlie is huge.', 'The lion is strong.', False)
('Harry is little.', 'The bald eagle is short.', False)
('Harry is little.', 'The lion is short.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Erin is sad.', 'The er is sad.', False)
('Erin is sad.', 'The er is sad.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Bob is tiny.', 'The lion is small.', False)
('Bob is tiny.', 'The lion is small.', False)
('Erin is smart.', 'The er is smart.', False)
('Erin is smart.', 'The er is smart.', False)
('Harry is sad.', 'The lion is poor.', False)
('Harry is sad.', 'The lion is poor.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Gary is quiet.', 'The bald eagle is wealthy.', False)
('Gary is quiet.', 'The bald eagle is wealthy.', False)
('Harry is sad.', 'The Harry is bad.', False)
('Harry is sad.', 'The Harry is bad.', False)
('Charlie is strong.', 'The cat is big.', False)
('Charlie is strong.', 'The cat is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Fiona is wealthy.', 'The lion is smart.', False)
('Fiona is wealthy.', 'The lion is smart.', False)
('Alan is imperfect.', 'The a person is imperfect.', False)
('Alan is imperfect.', 'The a person is poor.', False)
('Erin is strong.', 'The er is strong.', False)
('Erin is strong.', 'The er is strong.', False)
('Fiona is little.', 'The filion is small.', False)
('Fiona is little.', 'The filion is small.', False)
('Charlie is nice.', 'The lion is nice.', False)
('Charlie is nice.', 'The lion is nice.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Charlie is huge.', 'The cat is heavy.', False)
('Charlie is huge.', 'The cat is heavy.', False)
('Fiona is thin.', 'The lion is small.', False)
('Fiona is thin.', 'The lion is small.', False)
('Gary is wealthy.', 'The bald eagle is quiet.', False)
('Gary is wealthy.', 'The bald eagle is quiet.', False)
('Erin is bad.', 'The er is sad.', False)
('Erin is bad.', 'The erin is sad.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Charlie is thin.', 'The lion is thin.', False)
('Charlie is thin.', 'The lion is thin.', False)
('Harry is kind.', 'The h is quiet.', False)
('Harry is kind.', 'The h is quiet.', False)
('Fiona is imperfect.', 'The filion is bad.', False)
('Fiona is imperfect.', 'The filion is bad.', False)
('Erin is huge.', 'The er is big.', False)
('Erin is huge.', 'The er is big.', False)
('Fiona is tiny.', 'The filion is small.', False)
('Fiona is tiny.', 'The filion is rough.', False)
('Gary is kind.', 'The Gary is clever.', False)
('Gary is kind.', 'The Gary is clever.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Charlie is heavy.', 'The lion is heavy.', False)
('Charlie is heavy.', 'The lion is heavy.', False)
('Dave is short.', 'The dog is small.', False)
('Dave is short.', 'The dog is small.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Erin is heavy.', 'The er is heavy.', False)
('Erin is heavy.', 'The er is heavy.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Harry is wealthy.', 'The Harry is clever.', False)
('Harry is wealthy.', 'The Harry is clever.', False)
('Charlie is dull.', 'The cat is dull.', False)
('Charlie is dull.', 'The cat is dull.', False)
('Gary is high.', 'The Gary is big.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Bob is thin.', 'The bald eagle is thin.', False)
('Bob is thin.', 'The bob is thin.', False)
('Fiona is kind.', 'The fion is smart.', False)
('Fiona is kind.', 'The fion is smart.', False)
('Anne is dull.', 'The snake is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Erin is high.', 'The er is big.', False)
('Erin is high.', 'The er is big.', False)
('Harry is short.', 'The lion is short.', False)
('Harry is short.', 'The lion is short.', False)
('Anne is kind.', 'The snake is kind.', False)
('Anne is kind.', 'The snake is kind.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Anne is huge.', 'The snake is big.', False)
('Anne is huge.', 'The snake is big.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The fion is small.', False)
('Bob is clever.', 'The cat is smart.', False)
('Bob is clever.', 'The cat is smart.', False)
('Gary is imperfect.', 'The bald eagle is imperfect.', False)
('Gary is imperfect.', 'The bald eagle is imperfect.', False)
('Bob is strong.', 'The lion is strong.', False)
('Bob is strong.', 'The lion is strong.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Anne is quiet.', 'The snake is quiet.', False)
('Anne is quiet.', 'The snake is quiet.', False)
('Harry is poor.', 'The lion is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Anne is big.', 'The anne is big.', False)
('Anne is big.', 'The anne is big.', False)
('Charlie is short.', 'The cat is small.', False)
('Charlie is short.', 'The cat is small.', False)
('Alan is wealthy.', 'The bald eagle is wealthy.', False)
('Alan is wealthy.', 'The cat is quiet.', False)
('Dave is poor.', 'The dinosaur is bad.', False)
('Dave is poor.', 'The dog is bad.', False)
('Charlie is big.', 'The cat is big.', False)
('Charlie is big.', 'The cat is big.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Dave is sad.', 'The bald eagle is sad.', False)
('Dave is sad.', 'The bald eagle is sad.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Bob is little.', 'The snake is short.', False)
('Bob is little.', 'The snake is short.', False)
('Harry is clever.', 'The cat is nice.', False)
('Harry is clever.', 'The Harry is nice.', False)
('Anne is poor.', 'The snake is sad.', False)
('Anne is poor.', 'The snake is sad.', False)
('Bob is heavy.', 'The bald eagle is big.', False)
('Bob is heavy.', 'The bald eagle is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Charlie is nice.', 'The dog is kind.', False)
('Charlie is nice.', 'The squirrel is kind.', False)
('Alan is rough.', 'The dinosaur is rough.', False)
('Alan is rough.', 'The cat is rough.', False)
('Anne is high.', 'The bald eagle is big.', False)
('Anne is high.', 'The bald eagle is big.', False)
('Erin is tiny.', 'The erin is small.', False)
('Erin is tiny.', 'The erin is small.', False)
('Charlie is clever.', 'The cat is kind.', False)
('Charlie is clever.', 'The cat is kind.', False)
('Bob is dull.', 'The cat is imperfect.', False)
('Bob is dull.', 'The cat is imperfect.', False)
('Harry is huge.', 'The h is high.', False)
('Harry is huge.', 'The h is high.', False)
('Alan is small.', 'The dinosaur is small.', False)
('Alan is small.', 'The bald eagle is small.', False)
('Anne is nice.', 'The snake is nice.', False)
('Anne is nice.', 'The snake is nice.', False)
('Dave is sad.', 'The dog is bad.', False)
('Dave is sad.', 'The dog is bad.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Charlie is tiny.', 'The cat is short.', False)
('Charlie is tiny.', 'The cat is short.', False)
('Fiona is wealthy.', 'The lion is quiet.', False)
('Fiona is wealthy.', 'The lion is quiet.', False)
('Gary is bad.', 'The bald eagle is dull.', False)
('Gary is bad.', 'The bald eagle is dull.', False)
('Harry is heavy.', 'The lion is big.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Alan is thin.', 'The bald eagle is small.', False)
('Alan is thin.', 'The bald eagle is small.', False)
('Dave is wealthy.', 'The dog is wealthy.', False)
('Dave is wealthy.', 'The dog is wealthy.', False)
('Erin is imperfect.', 'The erin is rough.', False)
('Erin is imperfect.', 'The erin is rough.', False)
('Bob is huge.', 'The lion is strong.', False)
('Bob is huge.', 'The lion is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The lion is nice.', False)
('Harry is wealthy.', 'The lion is nice.', False)
('Alan is poor.', 'The lion is imperfect.', False)
('Alan is poor.', 'The lion is imperfect.', False)
('Erin is strong.', 'The er is strong.', False)
('Erin is strong.', 'The er is strong.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Charlie is kind.', 'The squirrel is kind.', False)
('Charlie is kind.', 'The squirrel is kind.', False)
('Anne is bad.', 'The snake is rough.', False)
('Anne is bad.', 'The snake is rough.', False)
('Bob is strong.', 'The cat is strong.', False)
('Bob is strong.', 'The cat is strong.', False)
('Alan is short.', 'The cat is small.', False)
('Alan is short.', 'The cat is small.', False)
('Erin is smart.', 'The er is wealthy.', False)
('Erin is smart.', 'The er is wealthy.', False)
('Charlie is dull.', 'The cat is poor.', False)
('Charlie is dull.', 'The cat is poor.', False)
('Gary is high.', 'The Gary is big.', False)
('Gary is high.', 'The Gary is big.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Dave is quiet.', 'The dinosaur is quiet.', False)
('Dave is quiet.', 'The dinosaur is quiet.', False)
('Bob is bad.', 'The cat is dull.', False)
('Bob is bad.', 'The cat is dull.', False)
('Bob is high.', 'The cat is big.', False)
('Bob is high.', 'The bald eagle is big.', False)
('Erin is tiny.', 'The er is small.', False)
('Erin is tiny.', 'The erin is small.', False)
('Anne is quiet.', 'The cat is quiet.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Charlie is imperfect.', 'The cat is imperfect.', False)
('Charlie is imperfect.', 'The cat is imperfect.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Charlie is tiny.', 'The squirrel is small.', False)
('Charlie is tiny.', 'The cat is small.', False)
('Alan is nice.', 'The cat is kind.', False)
('Alan is nice.', 'The cat is kind.', False)
('Anne is bad.', 'The a person is bad.', False)
('Anne is bad.', 'The a person is bad.', False)
('Fiona is big.', 'The lion is heavy.', False)
('Fiona is big.', 'The filion is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Dave is nice.', 'The bald eagle is clever.', False)
('Dave is nice.', 'The bald eagle is clever.', False)
('Alan is imperfect.', 'The cat is person.', False)
('Alan is imperfect.', 'The cat is person is person.', False)
('Erin is high.', 'The bald eagle is big.', False)
('Erin is high.', 'The bald eagle is big.', False)
('Bob is tiny.', 'The bob is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Charlie is kind.', 'The cat is kind.', False)
('Charlie is kind.', 'The cat is kind.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Erin is high.', 'The er is big.', False)
('Erin is high.', 'The er is big.', False)
('Harry is little.', 'The lion is small.', False)
('Harry is little.', 'The lion is small.', False)
('Charlie is clever.', 'The lion is kind.', False)
('Charlie is clever.', 'The lion is kind.', False)
('Anne is bad.', 'The bald eagle is imperfect.', False)
('Anne is bad.', 'The bald eagle is imperfect.', False)
('Fiona is high.', 'The lion is high.', False)
('Fiona is high.', 'The lion is high.', False)
('Anne is thin.', 'The rabbit is small.', False)
('Anne is thin.', 'The snake is small.', False)
('Gary is quiet.', 'The bald eagle is nice.', False)
('Gary is quiet.', 'The bald eagle is nice.', False)
('Harry is bad.', 'The Harry is dull.', False)
('Harry is bad.', 'The Harry is dull.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Harry is small.', 'The lion is small.', False)
('Harry is small.', 'The lion is small.', False)
('Erin is kind.', 'The erin is smart.', False)
('Erin is kind.', 'The erin is smart.', False)
('Fiona is sad.', 'The filion is imperfect.', False)
('Fiona is sad.', 'The filion is imperfect.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Erin is tiny.', 'The er is thin.', False)
('Erin is tiny.', 'The er is thin.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Dave is imperfect.', 'The dinosaur is sad.', False)
('Dave is imperfect.', 'The dinosaur is sad.', False)
('Charlie is big.', 'The cat is big.', False)
('Charlie is big.', 'The cat is big.', False)
('Alan is little.', 'The cat is thin.', False)
('Alan is little.', 'The cat is thin.', False)
('Bob is wealthy.', 'The cat is wealthy.', False)
('Bob is wealthy.', 'The cat is wealthy.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Anne is thin.', 'The rabbit is small.', False)
('Anne is thin.', 'The rabbit is small.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Dave is dull.', 'The dog is dull.', False)
('Dave is dull.', 'The dog is dull.', False)
('Gary is big.', 'The a person is heavy.', False)
('Gary is big.', 'The a person is heavy.', False)
('Alan is short.', 'The cat is short.', False)
('Alan is short.', 'The cat is short.', False)
('Harry is kind.', 'The Harry is smart.', False)
('Harry is kind.', 'The Harry is smart.', False)
('Charlie is sad.', 'The cat is sad.', False)
('Charlie is sad.', 'The cat is sad.', False)
('Gary is high.', 'The bald eagle is heavy.', False)
('Gary is high.', 'The bald eagle is heavy.', False)
('Anne is small.', 'The snake is thin.', False)
('Anne is small.', 'The snake is thin.', False)
('Bob is kind.', 'The cat is kind.', False)
('Bob is kind.', 'The cat is kind.', False)
('Harry is poor.', 'The Harry is sad.', False)
('Harry is poor.', 'The Harry is sad.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Dave is little.', 'The dog is small.', False)
('Dave is little.', 'The dog is small.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Anne is dull.', 'The snake is sad.', False)
('Anne is dull.', 'The bald eagle is sad.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Erin is short.', 'The bald eagle is short.', False)
('Erin is short.', 'The bald eagle is short.', False)
('Gary is quiet.', 'The bald eagle is kind.', False)
('Gary is quiet.', 'The bald eagle is kind.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Gary is big.', 'The bald eagle is heavy.', False)
('Gary is big.', 'The bald eagle is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Anne is clever.', 'The anneagle is smart.', False)
('Anne is clever.', 'The anneagle is smart.', False)
('Erin is imperfect.', 'The er is bad.', False)
('Erin is imperfect.', 'The er is bad.', False)
('Bob is huge.', 'The lion is big.', False)
('Bob is huge.', 'The lion is big.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Charlie is quiet.', 'The lion is quiet.', False)
('Charlie is quiet.', 'The lion is quiet.', False)
('Harry is sad.', 'The lion is bad.', False)
('Harry is sad.', 'The lion is bad.', False)
('Anne is high.', 'The bald eagle is big.', False)
('Anne is high.', 'The bald eagle is big.', False)
('Harry is thin.', 'The Harry is small.', False)
('Harry is thin.', 'The Harry is small.', False)
('Dave is nice.', 'The bald eagle is kind.', False)
('Dave is nice.', 'The bald eagle is kind.', False)
('Gary is sad.', 'The bald eagle is poor.', False)
('Gary is sad.', 'The bald eagle is poor.', False)
('Anne is big.', 'The anne is big.', False)
('Anne is big.', 'The anne is big.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Erin is kind.', 'The erin is quiet.', False)
('Erin is kind.', 'The erin is quiet.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Alan is strong.', 'The cat is strong.', False)
('Alan is strong.', 'The bald eagle is big.', False)
('Charlie is short.', 'The cat is small.', False)
('Charlie is short.', 'The cat is small.', False)
('Bob is nice.', 'The bob is nice.', False)
('Bob is nice.', 'The bob is nice.', False)
('Dave is poor.', 'The dog is furry.', False)
('Dave is poor.', 'The dog is imp impetah is poor.', False)
('Charlie is strong.', 'The lion is big.', False)
('Charlie is strong.', 'The lion is big.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Erin is wealthy.', 'The er is wealthy.', False)
('Harry is imperfect.', 'The lion is poor.', False)
('Harry is imperfect.', 'The lion is poor.', False)
('Harry is high.', 'The bald eagle is big.', False)
('Harry is high.', 'The lion is big.', False)
('Charlie is thin.', 'The cat is small.', False)
('Charlie is thin.', 'The cat is small.', False)
('Gary is wealthy.', 'The Gary is wealthy.', False)
('Gary is wealthy.', 'The Gary is wealthy.', False)
('Erin is dull.', 'The erin is dull.', False)
('Erin is dull.', 'The erin is dull.', False)
('Dave is big.', 'The dog is heavy.', False)
('Dave is big.', 'The bald eagle is big.', False)
('Charlie is little.', 'The cat is small.', False)
('Charlie is little.', 'The cat is small.', False)
('Erin is clever.', 'The erin is nice.', False)
('Erin is clever.', 'The erin is nice.', False)
('Gary is rough.', 'The dinosaur is rough.', False)
('Gary is rough.', 'The dinosaur is rough.', False)
('Erin is huge.', 'The er is strong.', False)
('Erin is huge.', 'The er is strong.', False)
('Gary is tiny.', 'The Gary is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Fiona is clever.', 'The lion is clever.', False)
('Fiona is clever.', 'The lion is clever.', False)
('Alan is poor.', 'The cat is poor.', False)
('Alan is poor.', 'The cat is poor.', False)
('Alan is strong.', 'The cat is strong.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The er is small.', False)
('Erin is thin.', 'The er is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Charlie is bad.', 'The bear is sad.', False)
('Charlie is bad.', 'The bear is sad.', False)
('Erin is strong.', 'The er is big.', False)
('Erin is strong.', 'The er is big.', False)
('Charlie is small.', 'The cat is short.', False)
('Charlie is small.', 'The cat is short.', False)
('Bob is quiet.', 'The bald eagle is quiet.', False)
('Bob is quiet.', 'The bob is quiet.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Bob is quiet.', 'The cat is smart.', False)
('Bob is quiet.', 'The bob is smart.', False)
('Erin is dull.', 'The er is bad.', False)
('Erin is dull.', 'The er is bad.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Bob is thin.', 'The bald eagle is thin.', False)
('Bob is thin.', 'The bald eagle is thin.', False)
('Dave is smart.', 'The bald eagle is smart.', False)
('Dave is smart.', 'The bald eagle is smart.', False)
('Erin is imperfect.', 'The er is imperfect.', False)
('Erin is imperfect.', 'The er is imperfect.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Gary is high.', 'The bald eagle is big.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Alan is wealthy.', 'The cat is quiet.', False)
('Alan is wealthy.', 'The cat is quiet.', False)
('Erin is poor.', 'The er is poor.', False)
('Erin is poor.', 'The er is poor.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Dave is tiny.', 'The dog is small.', False)
('Dave is tiny.', 'The dog is small.', False)
('Charlie is smart.', 'The cat is wealthy.', False)
('Charlie is smart.', 'The cat is wealthy.', False)
('Alan is sad.', 'The cat is rough.', False)
('Alan is sad.', 'The cat is rough.', False)
('Dave is heavy.', 'The dog is heavy.', False)
('Dave is heavy.', 'The dog is heavy.', False)
('Bob is thin.', 'The bob is small.', False)
('Bob is thin.', 'The bob is small.', False)
('Fiona is kind.', 'The filion is kind.', False)
('Fiona is kind.', 'The filion is kind.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Harry is dull.', 'The Harry is poor.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Charlie is clever.', 'The cat is quiet.', False)
('Charlie is clever.', 'The cat is quiet.', False)
('Bob is dull.', 'The cat is poor.', False)
('Bob is dull.', 'The cat is poor.', False)
('Charlie is high.', 'The cat is heavy.', False)
('Charlie is high.', 'The cat is heavy.', False)
('Alan is short.', 'The cat is thin.', False)
('Alan is short.', 'The cat is thin.', False)
('Bob is nice.', 'The dog is quiet.', False)
('Bob is nice.', 'The bald eagle is quiet.', False)
('Anne is poor.', 'The snake is poor.', False)
('Anne is poor.', 'The snake is poor.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Erin is smart.', 'The er is kind.', False)
('Erin is smart.', 'The er is kind.', False)
('Bob is sad.', 'The cat is sad.', False)
('Bob is sad.', 'The cat is sad.', False)
('Charlie is huge.', 'The lion is big.', False)
('Charlie is huge.', 'The lion is big.', False)
('Alan is little.', 'The lion is short.', False)
('Alan is little.', 'The lion is short.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Bob is sad.', 'The lion is sad.', False)
