('Fiona is high.', 'Fiona is high.', True)
('Charlie is tiny.', 'Charlie is little.', False)
('Harry is quiet.', 'Harry is quiet.', True)
('Harry is quiet.', 'Harry is quiet.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Dave is tiny.', 'Dave is thin.', False)
('Dave is tiny.', 'Dave is thin.', False)
('Anne is nice.', 'Anne is quiet.', False)
('Anne is nice.', 'Anne is quiet.', False)
('Fiona is poor.', 'Fiona is rough.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Erin is big.', 'Erin is high.', False)
('Erin is big.', 'Erin is high.', False)
('Dave is little.', 'Dave is short.', False)
('Dave is little.', 'Dave is short.', False)
('Charlie is quiet.', 'Charlie is kind.', False)
('Charlie is quiet.', 'Charlie is quiet.', True)
('Bob is dull.', 'Bob is imperfect.', False)
('Bob is dull.', 'Bob is poor.', False)
('Anne is huge.', 'Anne is heavy.', False)
('Anne is huge.', 'Anne is heavy.', False)
('Fiona is little.', 'Fiona is short.', False)
('Fiona is little.', 'Fiona is short.', False)
('Dave is nice.', 'Dave is quiet.', False)
('Dave is nice.', 'Dave is quiet.', False)
('Alan is poor.', 'Alan is imperfect.', False)
('Alan is poor.', 'Alan is sad.', False)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Alan is little.', 'Alan is short.', False)
('Alan is little.', 'Alan is short.', False)
('Erin is quiet.', 'Erin is kind.', False)
('Erin is quiet.', 'Erin is kind.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Charlie is rough.', 'Charlie is sad.', False)
('Harry is heavy.', 'Harry is heavy.', True)
('Harry is heavy.', 'Harry is heavy.', True)
('Anne is tiny.', 'Anne is short.', False)
('Anne is tiny.', 'Anne is short.', False)
('Erin is nice.', 'Erin is smart.', False)
('Erin is nice.', 'Erin is smart.', False)
('Gary is rough.', 'Gary is sad.', False)
('Gary is rough.', 'Gary is imperfect.', False)
('Harry is huge.', 'Harry is high.', False)
('Harry is huge.', 'Harry is high.', False)
('Fiona is small.', 'Fiona is little.', False)
('Fiona is small.', 'Fiona is little.', False)
('Dave is wealthy.', 'Dave is quiet.', False)
('Dave is wealthy.', 'Dave is quiet.', False)
('Erin is bad.', 'Erin is poor.', False)
('Erin is bad.', 'Erin is poor.', False)
('Harry is heavy.', 'Harry is heavy.', True)
('Harry is heavy.', 'Harry is heavy.', True)
('Gary is small.', 'Gary is little.', False)
('Gary is small.', 'Gary is little.', False)
('Fiona is kind.', 'Fiona is smart.', False)
('Fiona is kind.', 'Fiona is smart.', False)
('Dave is poor.', 'Dave is rough.', False)
('Dave is poor.', 'Dave is rough.', False)
('Charlie is big.', 'Charlie is heavy.', False)
('Charlie is big.', 'Charlie is heavy.', False)
('Bob is little.', 'Bob is little.', True)
('Bob is little.', 'Bob is little.', True)
('Dave is nice.', 'Dave is kind.', False)
('Dave is nice.', 'Dave is kind.', False)
('Erin is imperfect.', 'Erin is rough.', False)
('Erin is imperfect.', 'Erin is rough.', False)
('Harry is high.', 'Harry is high.', True)
('Harry is high.', 'Harry is high.', True)
('Charlie is small.', 'Charlie is little.', False)
('Charlie is small.', 'Charlie is little.', False)
('Gary is wealthy.', 'Gary is kind.', False)
('Gary is wealthy.', 'Gary is quiet.', False)
('Alan is poor.', 'Alan is sad.', False)
('Alan is poor.', 'Alan is sad.', False)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Bob is little.', 'Bob is little.', True)
('Bob is little.', 'Bob is little.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Fiona is kind.', 'Fiona is kind.', True)
('Gary is sad.', 'Gary is sad.', True)
('Gary is sad.', 'Gary is sad.', True)
('Erin is huge.', 'Erin is heavy.', False)
('Erin is huge.', 'Erin is heavy.', False)
('Anne is small.', 'Anne is thin.', False)
('Anne is small.', 'Anne is thin.', False)
('Gary is wealthy.', 'Gary is smart.', False)
('Gary is wealthy.', 'Gary is smart.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Bob is short.', 'Bob is thin.', False)
('Bob is short.', 'Bob is thin.', False)
('Dave is kind.', 'Dave is clever.', False)
('Dave is kind.', 'Dave is clever.', False)
('Erin is imperfect.', 'Erin is poor.', False)
('Erin is imperfect.', 'Erin is poor.', False)
('Anne is strong.', 'Anne is strong.', True)
('Anne is strong.', 'Anne is strong.', True)
('Harry is short.', 'Harry is thin.', False)
('Harry is short.', 'Harry is small.', False)
('Alan is quiet.', 'Alan is quiet.', True)
('Alan is quiet.', 'Alan is quiet.', True)
('Fiona is dull.', 'Fiona is rough.', False)
('Fiona is dull.', 'Fiona is rough.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Erin is tiny.', 'Erin is little.', False)
('Erin is tiny.', 'Erin is little.', False)
('Charlie is wealthy.', 'Charlie is kind.', False)
('Charlie is wealthy.', 'Charlie is nice.', False)
('Anne is dull.', 'Anne is poor.', False)
('Anne is dull.', 'Anne is poor.', False)
('Alan is huge.', 'Alan is big.', False)
('Alan is huge.', 'Alan is heavy.', False)
('Bob is thin.', 'Bob is thin.', True)
('Bob is thin.', 'Bob is thin.', True)
('Fiona is wealthy.', 'Fiona is nice.', False)
('Fiona is wealthy.', 'Fiona is nice.', False)
('Anne is poor.', 'Anne is Alan is Alan is Alan is Alan is Alan is Alan is Alan is Alan is ', False)
('Anne is poor.', 'Anne is Alan is Alan is Alan is Alan is Alan is Alan is Alan is Alan is ', False)
('Charlie is big.', 'Charlie is high.', False)
('Charlie is big.', 'Charlie is high.', False)
('Harry is small.', 'Harry is thin.', False)
('Harry is small.', 'Harry is thin.', False)
('Alan is nice.', 'Alan is sad.', False)
('Alan is nice.', 'Alan is quiet.', False)
('Anne is dull.', 'Anne is rough.', False)
('Anne is dull.', 'Anne is rough.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Erin is tiny.', 'Erin is short.', False)
('Erin is tiny.', 'Erin is short.', False)
('Anne is kind.', 'Anne is quiet.', False)
('Anne is kind.', 'Anne is quiet.', False)
('Bob is rough.', 'Bob is poor.', False)
('Bob is rough.', 'Bob is bad.', False)
('Alan is high.', 'Alan is high.', True)
('Alan is high.', 'Alan is high.', True)
('Erin is tiny.', 'Erin is short.', False)
('Erin is tiny.', 'Erin is little.', False)
('Charlie is wealthy.', 'Charlie is quiet.', False)
('Charlie is wealthy.', 'Charlie is quiet.', False)
('Dave is imperfect.', 'Dave is poor.', False)
('Dave is imperfect.', 'Dave is poor.', False)
('Charlie is high.', 'Charlie is heavy.', False)
('Charlie is high.', 'Charlie is heavy.', False)
('Alan is short.', 'Alan is little.', False)
('Alan is short.', 'Alan is little.', False)
('Gary is kind.', 'Gary is quiet.', False)
('Gary is kind.', 'Gary is quiet.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Alan is thin.', 'Alan is thin.', True)
('Alan is thin.', 'Alan is thin.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Anne is wealthy.', 'Anne is wealthy.', True)
('Fiona is dull.', 'Fiona is sad.', False)
('Fiona is dull.', 'Fiona is sad.', False)
('Alan is big.', 'Alan is strong.', False)
('Alan is big.', 'Alan is strong.', False)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Erin is smart.', 'Erin is quiet.', False)
('Erin is smart.', 'Erin is quiet.', False)
('Bob is rough.', 'Bob is sad.', False)
('Bob is rough.', 'Bob is poor.', False)
('Fiona is high.', 'Fiona is high.', True)
('Fiona is high.', 'Fiona is high.', True)
('Anne is thin.', 'Anne is thin.', True)
('Anne is thin.', 'Anne is thin.', True)
('Dave is smart.', 'Dave is sad.', False)
('Dave is smart.', 'Dave is sad.', False)
('Bob is bad.', 'Bob is poor.', False)
('Bob is bad.', 'Bob is poor.', False)
('Fiona is big.', 'Fiona is big.', True)
('Fiona is big.', 'Fiona is big.', True)
('Dave is little.', 'Dave is thin.', False)
('Dave is little.', 'Dave is thin.', False)
('Charlie is wealthy.', 'Charlie is smart.', False)
('Charlie is wealthy.', 'Charlie is smart.', False)
('Gary is bad.', 'Gary is dull.', False)
('Gary is bad.', 'Gary is imperfect.', False)
('Anne is heavy.', 'Anne is heavy.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Harry is little.', 'Harry is little.', True)
('Harry is little.', 'Harry is little.', True)
('Fiona is clever.', 'Fiona is sad.', False)
('Fiona is clever.', 'Fiona is sad.', False)
('Alan is sad.', 'Alan is poor.', False)
('Alan is sad.', 'Alan is poor.', False)
('Alan is big.', 'Alan is strong.', False)
('Alan is big.', 'Alan is strong.', False)
('Bob is little.', 'Bob is thin.', False)
('Bob is little.', 'Bob is thin.', False)
('Gary is nice.', 'Gary is quiet.', False)
('Gary is nice.', 'Gary is quiet.', False)
('Dave is imperfect.', 'Dave is bad.', False)
('Dave is imperfect.', 'Dave is bad.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Fiona is huge.', 'Fiona is strong.', False)
('Gary is short.', 'Gary is little.', False)
('Gary is short.', 'Gary is little.', False)
('Anne is kind.', 'Anne is sad.', False)
('Anne is kind.', 'Anne is sad.', False)
('Harry is poor.', 'Harry is sad.', False)
('Harry is poor.', 'Harry is sad.', False)
('Bob is strong.', 'Bob is strong.', True)
('Bob is strong.', 'Bob is strong.', True)
('Fiona is small.', 'Fiona is little.', False)
('Fiona is small.', 'Fiona is little.', False)
('Gary is clever.', 'Gary is nice.', False)
('Gary is clever.', 'Gary is nice.', False)
('Anne is bad.', 'Anne is sad.', False)
('Anne is bad.', 'Anne is bad.', True)
('Bob is huge.', 'Bob is high.', False)
('Bob is huge.', 'Bob is high.', False)
('Anne is tiny.', 'Anne is short.', False)
('Anne is tiny.', 'Anne is short.', False)
('Alan is wealthy.', 'Alan is quiet.', False)
('Alan is wealthy.', 'Alan is quiet.', False)
('Harry is sad.', 'Harry is sad.', True)
('Harry is sad.', 'Harry is sad.', True)
('Gary is huge.', 'Gary is heavy.', False)
('Gary is huge.', 'Gary is heavy.', False)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Harry is quiet.', 'Harry is wealthy.', False)
('Harry is quiet.', 'Harry is wealthy.', False)
('Alan is poor.', 'Alan is poor.', True)
('Alan is poor.', 'Alan is poor.', True)
('Bob is big.', 'Bob is heavy.', False)
('Bob is big.', 'Bob is heavy.', False)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Alan is smart.', 'Alan is quiet.', False)
('Alan is smart.', 'Alan is clever.', False)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Charlie is short.', 'Charlie is little.', False)
('Charlie is short.', 'Charlie is little.', False)
('Fiona is nice.', 'Fiona is quiet.', False)
('Fiona is nice.', 'Fiona is quiet.', False)
('Bob is imperfect.', 'Bob is poor.', False)
('Bob is imperfect.', 'Bob is poor.', False)
('Gary is huge.', 'Gary is heavy.', False)
('Gary is huge.', 'Gary is heavy.', False)
('Dave is little.', 'Dave is thin.', False)
('Dave is little.', 'Dave is thin.', False)
('Harry is smart.', 'Harry is nice.', False)
('Harry is smart.', 'Harry is nice.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Bob is huge.', 'Bob is high.', False)
('Bob is huge.', 'Bob is high.', False)
('Dave is little.', 'Dave is thin.', False)
('Dave is little.', 'Dave is thin.', False)
('Alan is wealthy.', 'Alan is quiet.', False)
('Alan is wealthy.', 'Alan is quiet.', False)
('Harry is imperfect.', 'Harry is bad.', False)
('Harry is imperfect.', 'Harry is bad.', False)
('Bob is huge.', 'Bob is heavy.', False)
('Bob is huge.', 'Bob is heavy.', False)
('Anne is thin.', 'Anne is thin.', True)
('Anne is thin.', 'Anne is thin.', True)
('Gary is clever.', 'Gary is smart.', False)
('Gary is clever.', 'Gary is smart.', False)
('Fiona is sad.', 'Fiona is Bob is Bob is Bob is Bob is Bob is Bob is Bob is', False)
('Fiona is sad.', 'Fiona is Bob is Bob is Bob is Bob is Bob is Bob is Bob is', False)
('Fiona is high.', 'Fiona is strong.', False)
('Fiona is high.', 'Fiona is strong.', False)
('Alan is little.', 'Alan is little.', True)
('Alan is little.', 'Alan is little.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Dave is quiet.', 'Dave is quiet.', True)
('Erin is rough.', 'Erin is poor.', False)
('Erin is rough.', 'Erin is poor.', False)
('Harry is big.', 'Harry is strong.', False)
('Harry is big.', 'Harry is strong.', False)
('Charlie is tiny.', 'Charlie is short.', False)
('Charlie is tiny.', 'Charlie is short.', False)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Anne is rough.', 'Anne is poor.', False)
('Anne is rough.', 'Anne is poor.', False)
('Dave is heavy.', 'Dave is big.', False)
('Dave is heavy.', 'Dave is heavy.', True)
('Anne is little.', 'Anne is short.', False)
('Anne is little.', 'Anne is short.', False)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Erin is sad.', 'Erin is sad.', True)
('Erin is sad.', 'Erin is sad.', True)
('Gary is big.', 'Gary is strong.', False)
('Gary is big.', 'Gary is strong.', False)
('Fiona is thin.', 'Fiona is thin.', True)
('Fiona is thin.', 'Fiona is thin.', True)
('Erin is clever.', 'Erin is smart.', False)
('Erin is clever.', 'Erin is smart.', False)
('Alan is sad.', 'Alan is sad.', True)
('Alan is sad.', 'Alan is sad.', True)
('Bob is big.', 'Bob is strong.', False)
('Bob is big.', 'Bob is strong.', False)
('Erin is tiny.', 'Erin is thin.', False)
('Erin is tiny.', 'Erin is little.', False)
('Alan is smart.', 'Alan is smart.', True)
('Alan is smart.', 'Alan is smart.', True)
('Anne is rough.', 'Anne is poor.', False)
('Anne is rough.', 'Anne is poor.', False)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Alan is short.', 'Alan is thin.', False)
('Alan is short.', 'Alan is thin.', False)
('Harry is clever.', 'Harry is smart.', False)
('Harry is clever.', 'Harry is smart.', False)
('Anne is poor.', 'Anne is imperfect.', False)
('Anne is poor.', 'Anne is imperfect.', False)
('Dave is big.', 'Dave is strong.', False)
('Dave is big.', 'Dave is strong.', False)
('Alan is tiny.', 'Alan is short.', False)
('Alan is tiny.', 'Alan is short.', False)
('Fiona is clever.', 'Fiona is kind.', False)
('Fiona is clever.', 'Fiona is kind.', False)
('Erin is poor.', 'Erin is imperfect.', False)
('Erin is poor.', 'Erin is imperfect.', False)
('Dave is heavy.', 'Dave is heavy.', True)
('Dave is heavy.', 'Dave is heavy.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Bob is nice.', 'Bob is smart.', False)
('Bob is nice.', 'Bob is smart.', False)
('Anne is poor.', 'Anne is rough.', False)
('Anne is poor.', 'Anne is poor.', True)
('Gary is big.', 'Gary is big.', True)
('Gary is big.', 'Gary is big.', True)
('Dave is small.', 'Dave is thin.', False)
('Dave is small.', 'Dave is thin.', False)
('Harry is wealthy.', 'Harry is quiet.', False)
('Harry is wealthy.', 'Harry is quiet.', False)
('Alan is bad.', 'Alan is sad.', False)
('Alan is bad.', 'Alan is sad.', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Anne is clever.', 'Anne is smart.', False)
('Anne is clever.', 'Anne is smart.', False)
('Erin is poor.', 'Erin is sad.', False)
('Erin is poor.', 'Erin is sad.', False)
('Gary is huge.', 'Gary is strong.', False)
('Gary is huge.', 'Gary is strong.', False)
('Charlie is tiny.', 'Charlie is little.', False)
('Charlie is tiny.', 'Charlie is little.', False)
('Harry is smart.', 'Harry is wealthy.', False)
('Harry is smart.', 'Harry is wealthy.', False)
('Anne is imperfect.', 'Anne is rough.', False)
('Anne is imperfect.', 'Anne is rough.', False)
('Charlie is huge.', 'Charlie is heavy.', False)
('Charlie is huge.', 'Charlie is heavy.', False)
('Alan is short.', 'Alan is little.', False)
('Alan is short.', 'Alan is little.', False)
('Dave is clever.', 'Dave is quiet.', False)
('Dave is clever.', 'Dave is quiet.', False)
('Anne is poor.', 'Anne is rough.', False)
('Anne is poor.', 'Anne is rough.', False)
('Dave is big.', 'Dave is high.', False)
('Dave is big.', 'Dave is high.', False)
('Anne is small.', 'Anne is little.', False)
('Anne is small.', 'Anne is little.', False)
('Fiona is quiet.', 'Fiona is smart.', False)
('Fiona is quiet.', 'Fiona is smart.', False)
('Gary is rough.', 'Gary is sad.', False)
('Gary is rough.', 'Gary is sad.', False)
('Gary is strong.', 'Gary is high.', False)
('Gary is strong.', 'Gary is high.', False)
('Charlie is small.', 'Charlie is thin.', False)
('Charlie is small.', 'Charlie is short.', False)
('Anne is smart.', 'Anne is kind.', False)
('Anne is smart.', 'Anne is kind.', False)
('Dave is bad.', 'Dave is sad.', False)
('Dave is bad.', 'Dave is sad.', False)
('Anne is big.', 'Anne is strong.', False)
('Anne is big.', 'Anne is strong.', False)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Gary is clever.', 'Gary is quiet.', False)
('Gary is clever.', 'Gary is quiet.', False)
('Fiona is sad.', 'Fiona is poor.', False)
('Fiona is sad.', 'Fiona is poor.', False)
('Bob is heavy.', 'Bob is heavy.', True)
('Bob is heavy.', 'Bob is heavy.', True)
('Alan is short.', 'Alan is thin.', False)
('Alan is short.', 'Alan is thin.', False)
('Fiona is kind.', 'Fiona is clever.', False)
('Fiona is kind.', 'Fiona is clever.', False)
('Erin is imperfect.', 'Erin is bad.', False)
('Erin is imperfect.', 'Erin is bad.', False)
('Dave is high.', 'Dave is strong.', False)
('Dave is high.', 'Dave is strong.', False)
('Anne is small.', 'Anne is little.', False)
('Anne is small.', 'Anne is little.', False)
('Alan is quiet.', 'Alan is quiet.', True)
('Alan is quiet.', 'Alan is quiet.', True)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Dave is short.', 'Dave is short.', True)
('Dave is short.', 'Dave is short.', True)
('Erin is smart.', 'Erin is wealthy.', False)
('Erin is smart.', 'Erin is wealthy.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Fiona is big.', 'Fiona is strong.', False)
('Gary is short.', 'Gary is little.', False)
('Gary is short.', 'Gary is little.', False)
('Charlie is clever.', 'Charlie is kind.', False)
('Charlie is clever.', 'Charlie is kind.', False)
('Erin is bad.', 'Erin is rough.', False)
('Erin is bad.', 'Erin is rough.', False)
('Charlie is big.', 'Charlie is strong.', False)
('Charlie is big.', 'Charlie is strong.', False)
('Erin is tiny.', 'Erin is short.', False)
('Erin is tiny.', 'Erin is short.', False)
('Alan is kind.', 'Alan is kind.', True)
('Alan is kind.', 'Alan is kind.', True)
('Bob is poor.', 'Bob is poor.', True)
('Bob is poor.', 'Bob is poor.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Anne is heavy.', 'Anne is heavy.', True)
('Fiona is little.', 'Fiona is short.', False)
('Fiona is little.', 'Fiona is short.', False)
('Harry is quiet.', 'Harry is quiet.', True)
('Harry is quiet.', 'Harry is quiet.', True)
('Gary is imperfect.', 'Gary is sad.', False)
('Gary is imperfect.', 'Gary is poor.', False)
('Alan is heavy.', 'Alan is heavy.', True)
('Alan is heavy.', 'Alan is heavy.', True)
('Harry is little.', 'Harry is short.', False)
('Harry is little.', 'Harry is short.', False)
('Bob is quiet.', 'Bob is quiet.', True)
('Bob is quiet.', 'Bob is quiet.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Dave is imperfect.', 'Dave is imperfect.', True)
('Harry is strong.', 'Harry is strong.', True)
('Harry is strong.', 'Harry is strong.', True)
('Gary is small.', 'Gary is little.', False)
('Gary is small.', 'Gary is little.', False)
('Alan is kind.', 'Alan is wealthy.', False)
('Alan is kind.', 'Alan is wealthy.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Fiona is poor.', 'Fiona is sad.', False)
('Bob is high.', 'Bob is high.', True)
('Bob is high.', 'Bob is high.', True)
('Charlie is small.', 'Charlie is little.', False)
('Charlie is small.', 'Charlie is little.', False)
('Fiona is smart.', 'Fiona is quiet.', False)
('Fiona is smart.', 'Fiona is quiet.', False)
('Erin is dull.', 'Erin is bad.', False)
('Erin is dull.', 'Erin is bad.', False)
('Fiona is heavy.', 'Fiona is strong.', False)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Erin is small.', 'Erin is thin.', False)
('Erin is small.', 'Erin is thin.', False)
('Bob is clever.', 'Bob is quiet.', False)
('Bob is clever.', 'Bob is quiet.', False)
('Harry is imperfect.', 'Harry is poor.', False)
('Harry is imperfect.', 'Harry is poor.', False)
('Anne is huge.', 'Anne is strong.', False)
('Anne is huge.', 'Anne is strong.', False)
('Charlie is little.', 'Charlie is thin.', False)
('Charlie is little.', 'Charlie is thin.', False)
('Gary is nice.', 'Gary is smart.', False)
('Gary is nice.', 'Gary is smart.', False)
('Bob is sad.', 'Bob is sad.', True)
('Bob is sad.', 'Bob is sad.', True)
('Alan is big.', 'Alan is high.', False)
('Alan is big.', 'Alan is high.', False)
('Harry is thin.', 'Harry is thin.', True)
('Harry is thin.', 'Harry is thin.', True)
('Erin is kind.', 'Erin is quiet.', False)
('Erin is kind.', 'Erin is quiet.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Charlie is poor.', 'Charlie is sad.', False)
('Anne is high.', 'Anne is strong.', False)
('Anne is high.', 'Anne is strong.', False)
('Bob is short.', 'Bob is small.', False)
('Bob is short.', 'Bob is small.', False)
('Charlie is kind.', 'Charlie is quiet.', False)
('Charlie is kind.', 'Charlie is quiet.', False)
('Alan is rough.', 'Alan is sad.', False)
('Alan is rough.', 'Alan is bad.', False)
('Anne is huge.', 'Anne is heavy.', False)
('Anne is huge.', 'Anne is heavy.', False)
('Erin is thin.', 'Erin is thin.', True)
('Erin is thin.', 'Erin is thin.', True)
('Bob is clever.', 'Bob is quiet.', False)
('Bob is clever.', 'Bob is quiet.', False)
('Gary is imperfect.', 'Gary is poor.', False)
('Gary is imperfect.', 'Gary is poor.', False)
('Fiona is heavy.', 'Fiona is high.', False)
('Fiona is heavy.', 'Fiona is heavy.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Dave is kind.', 'Dave is quiet.', False)
('Dave is kind.', 'Dave is quiet.', False)
('Bob is rough.', 'Bob is rough.', True)
('Bob is rough.', 'Bob is rough.', True)
('Erin is high.', 'Erin is high.', True)
('Erin is high.', 'Erin is high.', True)
('Alan is short.', 'Alan is short.', True)
('Alan is short.', 'Alan is short.', True)
('Charlie is nice.', 'Charlie is smart.', False)
('Charlie is nice.', 'Charlie is smart.', False)
('Gary is bad.', 'Gary is poor.', False)
('Gary is bad.', 'Gary is poor.', False)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Gary is short.', 'Gary is thin.', False)
('Gary is short.', 'Gary is thin.', False)
('Alan is nice.', 'Alan is quiet.', False)
('Alan is nice.', 'Alan is quiet.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Fiona is bad.', 'Fiona is rough.', False)
('Charlie is strong.', 'Charlie is strong.', True)
('Charlie is strong.', 'Charlie is strong.', True)
('Bob is short.', 'Bob is thin.', False)
('Bob is short.', 'Bob is thin.', False)
('Erin is clever.', 'Erin is quiet.', False)
('Erin is clever.', 'Erin is quiet.', False)
('Gary is imperfect.', 'Gary is bad.', False)
('Gary is imperfect.', 'Gary is bad.', False)
('Alan is strong.', 'Alan is strong.', True)
('Alan is strong.', 'Alan is strong.', True)
('Charlie is small.', 'Charlie is thin.', False)
('Charlie is small.', 'Charlie is little.', False)
('Anne is wealthy.', 'Anne is kind.', False)
('Anne is wealthy.', 'Anne is kind.', False)
('Bob is rough.', 'Bob is sad.', False)
('Bob is rough.', 'Bob is sad.', False)
('Gary is strong.', 'Gary is strong.', True)
('Gary is strong.', 'Gary is strong.', True)
('Anne is small.', 'Anne is small.', True)
('Anne is small.', 'Anne is little.', False)
('Alan is clever.', 'Alan is nice.', False)
('Alan is clever.', 'Alan is quiet.', False)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is sad.', 'Charlie is sad.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Charlie is heavy.', 'Charlie is heavy.', True)
('Erin is tiny.', 'Erin is little.', False)
('Erin is tiny.', 'Erin is little.', False)
('Alan is kind.', 'Alan is quiet.', False)
('Alan is kind.', 'Alan is quiet.', False)
('Dave is bad.', 'Dave is rough.', False)
('Dave is bad.', 'Dave is sad.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Charlie is high.', 'Charlie is strong.', False)
('Anne is small.', 'Anne is short.', False)
('Anne is small.', 'Anne is short.', False)
('Gary is clever.', 'Gary is nice.', False)
('Gary is clever.', 'Gary is nice.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Bob is big.', 'Bob is high.', False)
('Bob is big.', 'Bob is high.', False)
('Charlie is thin.', 'Charlie is thin.', True)
('Charlie is thin.', 'Charlie is thin.', True)
('Dave is smart.', 'Dave is kind.', False)
('Dave is smart.', 'Dave is quiet.', False)
('Anne is dull.', 'Anne is bad.', False)
('Anne is dull.', 'Anne is bad.', False)
('Anne is big.', 'Anne is big.', True)
('Anne is big.', 'Anne is big.', True)
('Dave is thin.', 'Dave is thin.', True)
('Dave is thin.', 'Dave is thin.', True)
('Bob is clever.', 'Bob is wealthy.', False)
('Bob is clever.', 'Bob is wealthy.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Erin is imperfect.', 'Erin is sad.', False)
('Charlie is huge.', 'Charlie is high.', False)
('Charlie is huge.', 'Charlie is high.', False)
('Alan is small.', 'Alan is thin.', False)
('Alan is small.', 'Alan is thin.', False)
('Erin is wealthy.', 'Erin is quiet.', False)
('Erin is wealthy.', 'Erin is quiet.', False)
('Dave is dull.', 'Dave is rough.', False)
('Dave is dull.', 'Dave is poor.', False)
('Erin is strong.', 'Erin is strong.', True)
('Erin is strong.', 'Erin is strong.', True)
('Harry is tiny.', 'Harry is little.', False)
('Harry is tiny.', 'Harry is little.', False)
('Fiona is smart.', 'Fiona is quiet.', False)
('Fiona is smart.', 'Fiona is quiet.', False)
('Anne is rough.', 'Anne is bad.', False)
('Anne is rough.', 'Anne is bad.', False)
('Bob is heavy.', 'Bob is heavy.', True)
('Bob is heavy.', 'Bob is heavy.', True)
('Fiona is short.', 'Fiona is short.', True)
('Fiona is short.', 'Fiona is short.', True)
('Charlie is kind.', 'Charlie is wealthy.', False)
('Charlie is kind.', 'Charlie is wealthy.', False)
('Gary is dull.', 'Gary is bad.', False)
('Gary is dull.', 'Gary is bad.', False)
