('Fiona is high.', 'The lion is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Anne is short.', 'The Anne is small.', False)
('Anne is short.', 'The Anne is slow.', False)
('Erin is wealthy.', 'The bald eagle is strong.', False)
('Erin is wealthy.', 'The bald eagle is strong.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Dave is smart.', 'The Dave iss the hamster.', False)
('Dave is smart.', 'The Dave is the bald eagle is heavy.', False)
('Fiona is imperfect.', 'The Ficon is sad.', False)
('Fiona is imperfect.', 'The Ficon is sad.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Anne is small.', 'The Anne is small.', False)
('Anne is small.', 'The Anne is rough.', False)
('Alan is kind.', 'The Alan is nice.', False)
('Alan is kind.', 'The Alan is nice.', False)
('Fiona is rough.', 'The Ficon is rough.', False)
('Fiona is rough.', 'The falcon is rough.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Erin is kind.', 'The bald eagle is smart.', False)
('Erin is kind.', 'The bald eagle is smart.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Anne is smart.', 'The Anne is smart.', False)
('Anne is smart.', 'The Anne is smart.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Fiona is little.', 'The lion is strong.', False)
('Fiona is little.', 'The lion is strong.', False)
('Harry is wealthy.', 'The Harry is smart.', False)
('Harry is wealthy.', 'The Harry is smart.', False)
('Erin is poor.', 'The bear is slow.', False)
('Erin is poor.', 'The bald eagle is strong.', False)
('Harry is huge.', 'The bald eagle is heavy.', False)
('Harry is huge.', 'The bald eagle is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Bob is imperfect.', 'The Bob is rough.', False)
('Anne is heavy.', 'The Anne is heavy.', False)
('Anne is heavy.', 'The Anne is heavy.', False)
('Charlie is tiny.', 'The Charlie is Charlie.', False)
('Charlie is tiny.', 'The Charlie is Charlie.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Harry is quiet.', 'The hamster is quiet.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is big.', 'The Bob is strong.', False)
('Bob is big.', 'Thebob is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Anne is huge.', 'The lion needs the hamster.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Alan is little.', 'The Alan is rough.', False)
('Alan is little.', 'The Alan is rough.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Erin is quiet.', 'The bald eagle is quiet.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Anne is tiny.', 'The Anne is rough.', False)
('Anne is tiny.', 'The Anne is rough.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Gary is rough.', 'The Gary is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Harry is huge.', 'The bald eagle is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Dave is wealthy.', 'The Dave is nice.', False)
('Dave is wealthy.', 'The Dave is nice.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Harry is heavy.', 'The bald eagle is heavy.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Fiona is kind.', 'The lion is strong.', False)
('Fiona is kind.', 'The lion is strong.', False)
('Dave is poor.', 'The Dave is rough.', False)
('Dave is poor.', 'The Dave is rough.', False)
('Charlie is big.', 'The Charlie is strong.', False)
('Charlie is big.', 'The Charlie is strong.', False)
('Bob is little.', 'The Bob is small.', False)
('Bob is little.', 'The Bob is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Erin is imperfect.', 'The bald eagle is strong.', False)
('Erin is imperfect.', 'The bald eagle is strong.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Harry is high.', 'The bald eagle is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Gary is wealthy.', 'The Gary is wealthy.', False)
('Gary is wealthy.', 'The Gary is wealthy.', False)
('Alan is poor.', 'The Alan is rough.', False)
('Alan is poor.', 'The Alan is rough.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Bob is little.', 'The Bob is sad.', False)
('Bob is little.', 'The Bob is sad.', False)
('Fiona is kind.', 'The Ficon is kind.', False)
('Fiona is kind.', 'The ficon is kind.', False)
('Gary is sad.', 'The Gary is rough.', False)
('Gary is sad.', 'The Gary is rough.', False)
('Erin is huge.', 'The bald eagle is big.', False)
('Erin is huge.', 'The bald eagle is big.', False)
('Anne is small.', 'The anneagle is small.', False)
('Anne is small.', 'The anneagle is small.', False)
('Gary is wealthy.', 'The Gary is smart.', False)
('Gary is wealthy.', 'The Gary is smart.', False)
('Fiona is bad.', 'The falcon is rough.', False)
('Fiona is bad.', 'The falcon is dull.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Bob is short.', 'The bear is small.', False)
('Bob is short.', 'The Bob is small.', False)
('Dave is kind.', 'The Dave is nice.', False)
('Dave is kind.', 'The Dave is nice.', False)
('Erin is imperfect.', 'The bald eagle is strong.', False)
('Erin is imperfect.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The Anne is strong.', False)
('Anne is strong.', 'The anne is strong.', False)
('Harry is short.', 'The bald eagle is small.', False)
('Harry is short.', 'The bald eagle is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Fiona is dull.', 'The falcon is dull.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Anne is dull.', 'The Anne is dull.', False)
('Alan is huge.', 'The bald eagle is strong.', False)
('Alan is huge.', 'The bald eagle is strong.', False)
('Bob is thin.', 'The bear isbob.', False)
('Bob is thin.', 'The bear isbob.', False)
('Fiona is wealthy.', 'The ficon is wealthy.', False)
('Fiona is wealthy.', 'The falcon is wealthy.', False)
('Anne is poor.', 'The Anne is poor.', False)
('Anne is poor.', 'The bald eagle is strong.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Harry is small.', 'The bald eagle is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Anne is dull.', 'The Anne is sad.', False)
('Anne is dull.', 'The Anne is sad.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Anne is kind.', 'The Anne is the anne.', False)
('Anne is kind.', 'The Anne is person.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Charlie is wealthy.', 'The Charlie is nice.', False)
('Dave is imperfect.', 'The Dave is sad.', False)
('Dave is imperfect.', 'The Dave is sad.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Charlie is high.', 'The Charlie is strong.', False)
('Alan is short.', 'The Alan is lovely.', False)
('Alan is short.', 'The Alan is small.', False)
('Gary is kind.', 'The Gary is kind.', False)
('Gary is kind.', 'The Gary is kind.', False)
('Erin is poor.', 'The bald eagle is angry.', False)
('Erin is poor.', 'The bald eagle is angry.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Alan is thin.', 'The Alan is small.', False)
('Alan is thin.', 'The Alan is small.', False)
('Anne is wealthy.', 'The Anne is wealthy.', False)
('Anne is wealthy.', 'The Anne is wealthy.', False)
('Fiona is dull.', 'The Ficon is dull.', False)
('Fiona is dull.', 'The Ficon is dull.', False)
('Alan is big.', 'The Alan is strong.', False)
('Alan is big.', 'The Alan is strong.', False)
('Fiona is thin.', 'The lion is small.', False)
('Fiona is thin.', 'The lion is small.', False)
('Erin is smart.', 'The bald eagle is smart.', False)
('Erin is smart.', 'The bald eagle is smart.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Anne is thin.', 'The anneagle is small.', False)
('Anne is thin.', 'The anneagle is small.', False)
('Dave is smart.', 'The Dave iss the hamster.', False)
('Dave is smart.', 'The Dave iss the hamster.', False)
('Bob is bad.', 'The Bob is rough.', False)
('Bob is bad.', 'The Bob is rough.', False)
('Fiona is big.', 'The lion is strong.', False)
('Fiona is big.', 'The lion is strong.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Charlie is wealthy.', 'The Charlie is smart.', False)
('Gary is bad.', 'The bald eagle is angry.', False)
('Gary is bad.', 'The bald eagle is dull.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Harry is little.', 'The bald eagle is sad.', False)
('Harry is little.', 'The bald eagle is sad.', False)
('Fiona is clever.', 'The Ficon is smart.', False)
('Fiona is clever.', 'The Ficon is smart.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is big.', 'The Alan is strong.', False)
('Alan is big.', 'The Alan is strong.', False)
('Bob is little.', 'The Bob is small.', False)
('Bob is little.', 'The Bob is small.', False)
('Gary is nice.', 'The Gary is nice.', False)
('Gary is nice.', 'The Gary is nice.', False)
('Dave is imperfect.', 'The Dave is sad.', False)
('Dave is imperfect.', 'The Dave is sad.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Anne is kind.', 'The Anne is rough.', False)
('Anne is kind.', 'The Anne is rough.', False)
('Harry is poor.', 'The Harry is sad.', False)
('Harry is poor.', 'The bald eagle is sad.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Anne is bad.', 'The Anne is bad.', False)
('Anne is bad.', 'The Anne is bad.', False)
('Bob is huge.', 'The Bob is big.', False)
('Bob is huge.', 'The Bob is big.', False)
('Anne is tiny.', 'The Anne is small.', False)
('Anne is tiny.', 'The anneagle is small.', False)
('Alan is wealthy.', 'The Alan is smart.', False)
('Alan is wealthy.', 'The Alan is smart.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Harry is sad.', 'The bald eagle is sad.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Charlie is thin.', 'The Charlie is Charlie.', False)
('Charlie is thin.', 'The Charlie is Charlie.', False)
('Harry is quiet.', 'The bald eagle is strong.', False)
('Harry is quiet.', 'The bald eagle is strong.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Bob is big.', 'The Bob is strong.', False)
('Bob is big.', 'The Bob is strong.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Fiona is nice.', 'The lion is rough.', False)
('Fiona is nice.', 'The lion is rough.', False)
('Bob is imperfect.', 'The Bob is sad.', False)
('Bob is imperfect.', 'The Bob is sad.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Gary is huge.', 'The bald eagle is strong.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Alan is wealthy.', 'The Alan is nice.', False)
('Alan is wealthy.', 'The Alan is nice.', False)
('Harry is imperfect.', 'The Harry is slow.', False)
('Harry is imperfect.', 'The Harry is slow.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Bob is huge.', 'The Bob is strong.', False)
('Anne is thin.', 'The Anne is small.', False)
('Anne is thin.', 'The anneagle is small.', False)
('Gary is clever.', 'The Gary is nice.', False)
('Gary is clever.', 'The Gary is nice.', False)
('Fiona is sad.', 'The Ficon is sad.', False)
('Fiona is sad.', 'The Ficon is sad.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is strong.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Harry is big.', 'The bald eagle is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Anne is little.', 'The Anne is sad.', False)
('Anne is little.', 'The anneagle is sad.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Erin is sad.', 'The bear is sad.', False)
('Erin is sad.', 'The bald eagle is sad.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Fiona is thin.', 'The lion is small.', False)
('Fiona is thin.', 'The lion is small.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Erin is clever.', 'The bald eagle is nice.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Bob is big.', 'Thebob is strong.', False)
('Bob is big.', 'Thebob is strong.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Anne is poor.', 'The Anne is poor.', False)
('Anne is poor.', 'The Anne is poor.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Fiona is clever.', 'The falcon is nice.', False)
('Fiona is clever.', 'The falcon is nice.', False)
('Erin is poor.', 'The bear is sad.', False)
('Erin is poor.', 'The bear is sad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Anne is poor.', 'The Anne is rough.', False)
('Anne is poor.', 'The Anne is rough.', False)
('Gary is big.', 'The bald eagle is strong.', False)
('Gary is big.', 'The bald eagle is strong.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Harry is wealthy.', 'The Harry is smart.', False)
('Harry is wealthy.', 'The Harry is smart.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Alan is short.', 'The Alan is sees the hamster.', False)
('Alan is short.', 'The Alan is sees the hamster.', False)
('Anne is clever.', 'The Anne is smart.', False)
('Anne is clever.', 'The Anne is smart.', False)
('Erin is poor.', 'The bald eagle is rough.', False)
('Erin is poor.', 'The bald eagle is rough.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Charlie is tiny.', 'The Charlie is sad.', False)
('Charlie is tiny.', 'The Charlie is sad.', False)
('Harry is smart.', 'The bald eagle is strong.', False)
('Harry is smart.', 'The bald eagle is strong.', False)
('Anne is imperfect.', 'The Anne is rough.', False)
('Anne is imperfect.', 'The Anne is slow.', False)
('Charlie is huge.', 'The Charlie is strong.', False)
('Charlie is huge.', 'The Charlie is strong.', False)
('Alan is short.', 'The Alan is Alan.', False)
('Alan is short.', 'The Alan is Alan.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Anne is poor.', 'The Anne is rough.', False)
('Anne is poor.', 'The Anne is rough.', False)
('Dave is big.', 'The Dave is strong.', False)
('Dave is big.', 'The Dave is strong.', False)
('Anne is small.', 'The Anne is rough.', False)
('Anne is small.', 'The Anne is rough.', False)
('Fiona is quiet.', 'The Ficon is quiet.', False)
('Fiona is quiet.', 'The Ficon is quiet.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is smart.', 'The Anne is nice.', False)
('Anne is smart.', 'The Anne is nice.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Anne is big.', 'The lion is the Anne is strong.', False)
('Anne is big.', 'The lion is the Anne is strong.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Fiona is sad.', 'The Ficon is sad.', False)
('Fiona is sad.', 'The Ficon is sad.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Alan is short.', 'The Alan is Alan.', False)
('Alan is short.', 'The Alan is adorable.', False)
('Fiona is kind.', 'The Ficon is smart.', False)
('Fiona is kind.', 'The ficon is smart.', False)
('Erin is imperfect.', 'The bald eagle is rough.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Dave is high.', 'The Dave is big.', False)
('Dave is high.', 'The Dave is strong.', False)
('Anne is small.', 'The anneagle is small.', False)
('Anne is small.', 'The anneagle is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Dave is short.', 'The Dave is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Erin is smart.', 'The bald eagle is strong.', False)
('Erin is smart.', 'The bald eagle is strong.', False)
('Fiona is bad.', 'The Ficon is rough.', False)
('Fiona is bad.', 'The falcon is rough.', False)
('Fiona is big.', 'The lion is strong.', False)
('Fiona is big.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Charlie is big.', 'The Charlie is strong.', False)
('Charlie is big.', 'The Charlie is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Erin is tiny.', 'The bald eagle is strong.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Bob is poor.', 'The Bob is sad.', False)
('Bob is poor.', 'The Bob is sad.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Anne is heavy.', 'The lion is heavy.', False)
('Fiona is little.', 'The lion is slow.', False)
('Fiona is little.', 'The lion is the small.', False)
('Harry is quiet.', 'The bald eagle is heavy.', False)
('Harry is quiet.', 'The bald eagle is heavy.', False)
('Gary is imperfect.', 'The bald eagle is angry.', False)
('Gary is imperfect.', 'The bald eagle is angry.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Harry is little.', 'The bald eagle is strong.', False)
('Harry is little.', 'The bald eagle is strong.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Harry is strong.', 'The bald eagle is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Alan is kind.', 'The Alan is smart.', False)
('Alan is kind.', 'The Alan is smart.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Fiona is poor.', 'The Ficon is rough.', False)
('Bob is high.', 'The Bob is strong.', False)
('Bob is high.', 'The Bob is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Erin is dull.', 'The bald eagle is strong.', False)
('Erin is dull.', 'The bald eagle is strong.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Erin is small.', 'The bald eagle is small.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Harry is imperfect.', 'The bald eagle is rough.', False)
('Harry is imperfect.', 'The bald eagle is sleepy.', False)
('Anne is huge.', 'The anne is big.', False)
('Anne is huge.', 'The bald eagle is awful.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Gary is nice.', 'The Gary is nice.', False)
('Gary is nice.', 'The Gary is nice.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Alan is big.', 'The Alan is strong.', False)
('Alan is big.', 'The Alan is strong.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Harry is thin.', 'The bald eagle is strong.', False)
('Erin is kind.', 'The bald eagle is nice.', False)
('Erin is kind.', 'The bald eagle is nice.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Anne is high.', 'The lion is big.', False)
('Anne is high.', 'The lion is the anne is strong.', False)
('Bob is short.', 'The Bob is rough.', False)
('Bob is short.', 'The Bob is rough.', False)
('Charlie is kind.', 'The Charlie is rough.', False)
('Charlie is kind.', 'The Charlie is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Anne is huge.', 'The Anne is strong.', False)
('Anne is huge.', 'The Anne is strong.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Gary is imperfect.', 'The bald eagle is angry.', False)
('Gary is imperfect.', 'The bald eagle is awful.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Dave is kind.', 'The Dave is nice.', False)
('Dave is kind.', 'The Dave is nice.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Erin is high.', 'The bald eagle is strong.', False)
('Alan is short.', 'The Alan is small.', False)
('Alan is short.', 'The Alan is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Gary is bad.', 'The Gary is slow.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
