('Fiona is strong.', 'The lion is strong.', False)
('Erin is rough.', 'The bald eagle is big.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The dog is short.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Bob is huge.', 'Thebob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Gary is clever.', 'The dog is smart.', False)
('Gary is clever.', 'The dog is smart.', False)
('Fiona is sad.', 'The falcon is poor.', False)
('Fiona is sad.', 'The falcon is poor.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Erin is imperfect.', 'The bald eagle is poor.', False)
('Erin is imperfect.', 'The bald eagle is poor.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Dave is wealthy.', 'The dog is wealthy.', False)
('Bob is imperfect.', 'The dog is big.', False)
('Bob is imperfect.', 'The dog is big.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Gary is small.', 'The dog is small.', False)
('Gary is small.', 'The dog is small.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Gary is short.', 'The dog is small.', False)
('Gary is short.', 'The dog is small.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Dave is high.', 'The Dave is heavy.', False)
('Dave is high.', 'The Dave is heavy.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Bob is poor.', 'The Bob is poor.', False)
('Bob is poor.', 'Thebob is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Erin is short.', 'The bald eagle is short.', False)
('Erin is short.', 'The lion is short.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Gary is rough.', 'The dog is rough.', False)
('Gary is rough.', 'The dog is rough.', False)
('Charlie is high.', 'The Charlie is heavy.', False)
('Charlie is high.', 'The Charlie is heavy.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Harry is smart.', 'The Harry is smart.', False)
('Erin is imperfect.', 'The bald eagle is poor.', False)
('Erin is imperfect.', 'The bald eagle is rough.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The falcon is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is big.', False)
('Gary is kind.', 'The dog is kind.', False)
('Gary is kind.', 'The dog is kind.', False)
('Erin is rough.', 'The lion is rough.', False)
('Erin is rough.', 'The lion is rough.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Gary is thin.', 'The dog is thin.', False)
('Gary is thin.', 'The dog is thin.', False)
('Fiona is wealthy.', 'The lion is big.', False)
('Fiona is wealthy.', 'The falcon is wealthy.', False)
('Anne is dull.', 'The bald eagle is rough.', False)
('Anne is dull.', 'The bald eagle is poor.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Fiona is small.', 'The falcon is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Bob is clever.', 'The Bob is smart.', False)
('Bob is clever.', 'Thebob is smart.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Fiona is imperfect.', 'The lion is awful.', False)
('Fiona is imperfect.', 'The falcon is rough.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Dave is sad.', 'The Dave is poor.', False)
('Dave is sad.', 'The Dave is poor.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Erin is little.', 'The lion is small.', False)
('Erin is little.', 'The lion is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Charlie is rough.', 'The Charlie is big.', False)
('Charlie is rough.', 'The Charlie is big.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Erin is little.', 'The bald eagle is small.', False)
('Erin is little.', 'The lion is small.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Alan is kind.', 'The Alan is kind.', False)
('Harry is dull.', 'The Harry is rough.', False)
('Harry is dull.', 'The Harry is rough.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Bob is short.', 'The Bob is short.', False)
('Bob is short.', 'Thebob is short.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The falcon is thin.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Harry is bad.', 'The Harry is poor.', False)
('Harry is bad.', 'The Harry is poor.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Harry is small.', 'The Harry is big.', False)
('Harry is small.', 'The Harry is big.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The falcon is big.', False)
('Erin is imperfect.', 'The bald eagle is sad.', False)
('Erin is imperfect.', 'The bald eagle is sad.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Erin is rough.', 'The bald eagle is poor.', False)
('Erin is rough.', 'The lion is rough.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Bob is thin.', 'Thebob is thin.', False)
('Bob is thin.', 'Thebob is thin.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Dave is imperfect.', 'The Dave is poor.', False)
('Dave is imperfect.', 'The dog is poor.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Dave is dull.', 'The Dave is heavy.', False)
('Dave is dull.', 'The dog is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Erin is short.', 'The bald eagle is short.', False)
('Erin is short.', 'The bald eagle is short.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Dave is sad.', 'The dog is sad.', False)
('Dave is sad.', 'The dog is sad.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Harry is thin.', 'The Harry is small.', False)
('Harry is thin.', 'The Harry is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Gary is bad.', 'The dog is poor.', False)
('Gary is bad.', 'The dog is poor.', False)
('Bob is high.', 'The Bob is strong.', False)
('Bob is high.', 'Thebob is strong.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Fiona is dull.', 'The lion is heavy.', False)
('Fiona is dull.', 'The falcon is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Erin is thin.', 'The lion is thin.', False)
('Erin is thin.', 'The lion is thin.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'Thebob is kind.', False)
('Anne is bad.', 'The bald eagle is bad.', False)
('Anne is bad.', 'The bald eagle is bad.', False)
('Bob is high.', 'The Bob is big.', False)
('Bob is high.', 'Thebob is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Charlie is bad.', 'The Charlie is big.', False)
('Charlie is bad.', 'The Charlie is big.', False)
('Charlie is high.', 'The Charlie is heavy.', False)
('Charlie is high.', 'The Charlie is heavy.', False)
('Bob is tiny.', 'The Bob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Gary is dull.', 'The dog is dull.', False)
('Gary is dull.', 'The dog is small.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Bob is huge.', 'The Bob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Dave is small.', 'The dog is small.', False)
('Dave is small.', 'The dog is small.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Anne is rough.', 'The bald eagle is small.', False)
('Anne is rough.', 'The bald eagle is small.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Erin is bad.', 'The bald eagle is awful.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Bob is short.', 'The dog is small.', False)
('Bob is short.', 'The dog is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The lion is short.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Gary is thin.', 'The dog is thin.', False)
('Gary is thin.', 'The dog is thin.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Erin is sad.', 'The lion is small.', False)
('Erin is sad.', 'The lion is small.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Bob is tiny.', 'The dog is small.', False)
('Bob is tiny.', 'The dog is small.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The falcon is wealthy.', False)
('Alan is imperfect.', 'The Alan is small.', False)
('Alan is imperfect.', 'The Alan is small.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Fiona is thin.', 'The falcon is small.', False)
('Fiona is thin.', 'The falcon is small.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Erin is bad.', 'The bald eagle is poor.', False)
('Erin is bad.', 'The bald eagle is poor.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Fiona is imperfect.', 'The lion is imperfect.', False)
('Fiona is imperfect.', 'The lion is imperfect.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Gary is kind.', 'The dog is kind.', False)
('Gary is kind.', 'The dog is kind.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is small.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Gary is rough.', 'The dog is rough.', False)
('Gary is rough.', 'The dog is rough.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Erin is heavy.', 'The lion is heavy.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Bob is thin.', 'The Bob is thin.', False)
('Bob is thin.', 'Thebob is thin.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Erin is high.', 'The lion is big.', False)
('Erin is high.', 'The lion is big.', False)
('Harry is short.', 'The Harry is short.', False)
('Harry is short.', 'The Harry is short.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Fiona is short.', 'The lion is small.', False)
('Fiona is short.', 'The falcon is small.', False)
('Bob is clever.', 'The dog is smart.', False)
('Bob is clever.', 'The dog is smart.', False)
('Gary is imperfect.', 'The dog is imperfect.', False)
('Gary is imperfect.', 'The dog is imperfect.', False)
('Bob is strong.', 'Thebob is strong.', False)
('Bob is strong.', 'Thebob is strong.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Gary is small.', 'The dog is small.', False)
('Gary is small.', 'The dog is small.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Bob is little.', 'Thebob is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Bob is dull.', 'The Bob is dull.', False)
('Bob is dull.', 'Thebob is dull.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Gary is bad.', 'The dog is rough.', False)
('Gary is bad.', 'The dog is rough.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Alan is thin.', 'The Alan is thin.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Bob is huge.', 'The Bob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Anne is bad.', 'The bald eagle is strong.', False)
('Anne is bad.', 'The bald eagle is strong.', False)
('Bob is strong.', 'Thebob is strong.', False)
('Bob is strong.', 'Thebob is strong.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is small.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Charlie is dull.', 'The Charlie is dull.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Bob is bad.', 'The Bob is awful.', False)
